#CODE;ENGLISH;x
EVTDESCsothoryos.25;Мейстеры и остальные ученые тоже озадачились величайшими руинами на Соториосе, древним городом Йин. Руины, которые старше времени, построенные из маслянистого черного камня, в массивных блоках, настолько тяжелых, что для их перемещения потребовалось бы дюжина слонов. Йин оставался в запустении в течение многих тысяч лет, и джунгли окружают его со всех сторон. 'Город настолько злой, что даже джунгли не могут войти в него', - именно это произнесла Нимерия, когда его увидела.;x
OPTAsothoryos.25;Я не могу терпеть этот город!;x
EVTDESCsothoryos.27;Йин оставался заброшенным на протяжении многих тысяч лет, но джунгли, окружающие его со всех сторон, едва ли касались его. Каждая попытка восстановить или перезаселить Йин заканчивалась ужасом, и вы надеялись избежать такой судьбы. Однако все в колонии умерли от какой-то неизвестной причины...;x
EVTOPTAsothoryos.27;Помогите нам!;x
TOOLTIPsothoryos.27;Колония в Йине разрушена, все жители убиты\n;x
EVTDESCsothoryos.28;Йин оставался заброшенным на протяжении многих тысяч лет, но джунгли, окружающие его со всех сторон, едва ли касались его. Каждая попытка восстановить или перезаселить Йин заканчивалась ужасом, и [From.GetTitledFirstName] надея[From.GetLasLsya] избежать такой судьбы своей колонии. Однако все в колонии умерли от какой-то неизвестной причины...;x
EVTOPTAsothoryos.28;Они никогда не должны были идти в этот злой город;x
RED_DEATH_INFO;Красная Смерть поразила эту провинцию, страшная болезнь, обычно встречающаяся в жаркие и влажные землях Соториоса. Девять из десяти зараженных умирают в криках. Обильно кровоточа из каждого отверстия, их кожа измельчается, как влажный пергамент.;x
EVTDESC_RIP_11045_has_red_death;[From.GetTitledName] уверен[From.GetEndA], что вы больны Красной Смертью. [From.GetSheHeCap] настаивает на том, чтобы вы выполняли [From.GetHerHis] рекомендации.;x
EVTDESC_RIP_11045_has_red_death_horse;[From.GetTitledName], наблюдая за лошадьми, обеспокоен[From.GetEndA] тем, что вы можете быть заражены Красной Смертью. [From.GetSheHeCap] настаивает на том, что вы следовали [From.GetHerHis] указаниям.;x
EVTDESC_RIP_11045_has_red_death_certain;[From.GetTitledName] утверждает, что [From.GetHerHis] врачебный опыт говорит, что вы больны Красной Смертью. [From.GetSheHeCap] настаивает на том, чтобы вы следовали [From.GetHerHis] указаниям.;x
EVTDESC_RIP_11045_has_red_death_sure;[From.GetTitledName] уверен[From.GetEndA], что вы больны Красной Смертью. [From.GetSheHeCap] настаивает, чтобы вы следовали [From.GetHerHis] указаниям.;x
EVTDESC_RIP_11045_has_red_death_uncertain;[From.GetTitledName] очень неуверенно предполагает, что вы больны Красной Смертью или чем-то подобным. [From.GetSheHeCap] настаивает на том, чтобы вы выполняли [From.GetHerHis] указания.;x
EVTDSC_RIP_5060_RED_DEATH;[GetFromRelation] [From.GetTitledFirstName] зарази[From.GetLasLsya] страшной болезнью. [From.GetSheHeCap] лежит в лихорадке и истекает кровью из всех отверстий, и мне только что сообщили, что [From.GetHerHis] болезнь - на самом деле Красная Смерть.;x
