#CODE;ENGLISH;;;;;;;;;;;;;x
EVTDESCvolantis.10;После долгих дней дебатов, празднований, факельных шествий и концертов, определились лидеры предвыборной гонки. Спустя несколько дней состоится голосование, и мы узнаем имена троих новых Триархов. За кого вы отдадите свой голос?;;;;;;;;;;;;;x
EVTOPTAvolantis.10;Они проявят мудрость;;;;;;;;;;;;;x
volantis.10threats;[This.GetTitledFirstNameWithDynasty] произносит много угроз, обещая отомстить всем, кто выступит против н[This.GetHerHis]\n;;;;;;;;;;;;;x
EVTOPTBvolantis.10;Этот кандидат был щедрым;;;;;;;;;;;;;x
EVTOPTCvolantis.10;Я окажу свою поддержку этому человеку;;;;;;;;;;;;;x
EVTOPTDvolantis.10;Я поддержу его в качестве Триарха;;;;;;;;;;;;;x
EVTOPTEvolantis.10;Они являются наиболее достойными;;;;;;;;;;;;;x
EVTOPTFvolantis.10;Кто может быть лучше?;;;;;;;;;;;;;x
EVTDESCvolantis.16;Весь город упился вашими развлечениями. Вы наняли армию танцоров и музыкантов и предоставляли избирателям девушек и мальчиков для утех. Однако, это не обеспечило вам достаточной поддержки.;;;;;;;;;;;;;x
EVTOPTAvolantis.16;Растрачено столько богатства!;;;;;;;;;;;;;x
EVTDESCvolantis.17;Группа, которую возглавляет [From.GetFirstNameWithDynasty], устроила умопомрачительный кутеж в городе. [From.GetSheHeCap] направляет полчища танцоров и музыкантов, развлекающих избирателей, [From.GetSheHeCap] даже предоставляет всем желающим девушек и мальчиков для утех. Но этого было недостаточно, [From.GetSheHe] не может получить достаточное количество голосов.;;;;;;;;;;;;;x
EVTDESCvolantis.161;Ваши усилия, чтобы стать Триархом, были согласованными и организованными. Вы провели много ключевых шествий и митингов, где вы произнесли много вдохновляющих речей. Толпы слонов с вашим именем принесли вам широкую известность, и ваши речи вдохновили многих. Однако, этого оказалось недостаточно, чтобы собрать необходимую поддержку.;;;;;;;;;;;;;x
EVTOPTAvolantis.161;Нужно было купить больше слонов;;;;;;;;;;;;;x
EVTDESCvolantis.171;Усилия, которых делает [From.GetFirstNameWithDynasty], чтобы стать Триархом, были согласованными и организованными. [From.GetSheHeCap] проводит много шествий и митингов, но [From.GetHerHis] выступления оказались непростыми. Однако толпы слонов с [From.GetHerHis] именем, написанным на боках, выглядела впечатляюще. Окончательный подсчет голосов показал, что кампания не была достаточной, поскольку [From.GetSheHe] не может стать Триархом.;;;;;;;;;;;;;x
EVTDESCvolantis.162;Вы провели несколько праздников с избирателями, пытаясь убедить их отдать свои голоса вам. Ваши дары и представления смогли склонить некоторых из них на вашу сторону. Другие кандидаты давали грандиозные представления и, несомненно, обошли вас.;;;;;;;;;;;;;x
EVTOPTAvolantis.162;Попытаюсь в следующий раз;;;;;;;;;;;;;x
EVTDESCvolantis.172;[From.GetFirstNameWithDynasty] устраивает много праздников для избирателей, пытаясь убедить их голосовать за н[From.GetHerHis]. Благодаря своим дарам, [From.GetSheHe] получает небольшую поддержку, как и браавосиец, заявивший, что будет защищать свою честь. Но это было ничто по сравнению с дарами его конкурентов и, очевидно, [From.GetSheHe] не победит на выборах.;;;;;;;;;;;;;x
EVTDESCvolantis.163;Вы красноречиво выступали по всему городу с речами. Некоторые избиратели прислушивались к вам, однако други кандидаты наполнили город развлечениями и дарами. Как всегда, дары и утехи склонили на свою сторону больше избирателей.;;;;;;;;;;;;;x
EVTOPTAvolantis.163;Проклятая коррупция!;;;;;;;;;;;;;x
EVTDESCvolantis.173;Сильная кампания, которую проводит [From.GetFirstNameWithDynasty] не привлекла достаточно избирателей. [From.GetSheHeCap] выступает с пламенными речами, но не может собрать достаточной поддержки, так как конкуренты подкупали избирателей дарами и утехами.;;;;;;;;;;;;;x
EVTDESCvolantis.165;Жалкие отбросы не прислушались к вашим словам. Вы наняли вооруженную банду из самых опасных брави, чтобы те донесли ваши слова до каждого в этом городе. Вы предупредили их - настало время платить.;;;;;;;;;;;;;x
EVTOPTAvolantis.165;Глупцы!;;;;;;;;;;;;;x
EVTDESCvolantis.175;Кампания, которую проводит [From.GetFirstNameWithDynasty], была одной из самых мрачных. [From.GetSheHeCap] нанимает банду вооруженных головорезов и опасных брави, чтобы попытаться запугать избирателей. [From.GetSheHeCap] обещает последствия для тех, кто не будет голосовать за н[From.GetHerHis]. Люди не испугались угроз и отказались избрать [From.GetHerHis] Триархом.;;;;;;;;;;;;;x
EVTDESCvolantis.19;Голосование состоялось и ваша кампания увенчалась успехом! Людям понравились ваши подарки и празднования, ваши развлечения и ваши речи. Вы получили достаточно голосов, чтобы стать Триархом в будущем году.;;;;;;;;;;;;;x
EVTOPTAvolantis.19;Великая честь;;;;;;;;;;;;;x
EVTDESCvolantis.20;Окончательные подсчеты были проведены, и [From.GetFirstNameWithDynasty] объявляется одним из победителей. Избиратели встретили [From.GetHerHis] подарки и пиры очень тепло, высоко оценивая [From.GetHerHis] слова и обещания. [From.GetSheHeCap] успешно приобретает достаточное количество голосов, чтобы стать Триархом на предстоящий год.;;;;;;;;;;;;;x
EVTDESCvolantis.100;Система триархии в государстве [Root.PrimaryTitle.GetName] позволяет вашим коллегам, Триархам, наложить вето на любое объявление войны. Вы должны заручиться поддержкой хотя бы одного из них, чтобы начать войну против государства [FromFrom.PrimaryTitle.GetName].;;;;;;;;;;;;;x
EVTOPTAvolantis.100;Они согласятся;;;;;;;;;;;;;x
TOOLTIPvolantis.101;Принимает решение;;;;;;;;;;;;;x
EVTDESCvolantis.101;[From.GetTitledFirstNameWithDynasty] предлагает начать войну, и, как один из Триархов государства [From.PrimaryTitle.GetName], вы имеете право поддержать или опротестовать этот план.;;;;;;;;;;;;;x
EVTOPTAvolantis.101;Я против;;;;;;;;;;;;;x
EVTOPTBvolantis.101;Я за войну;;;;;;;;;;;;;x
EVTOPTCvolantis.101;Не могу проголосовать сейчас;;;;;;;;;;;;;x
EVTDESCvolantis.102;Ваши коллеги, Триархи, объявили свои позиции и решение было представлено горожанам...;;;;;;;;;;;;;x
EVTOPTAvolantis.102;Война будет, как и планировалось;;;;;;;;;;;;;x
TOOLTIPveto;Триарх [This.GetFirstNameWithDynasty] §Yпротив§! войны\n;;;;;;;;;;;;;x
TOOLTIPno_veto;Триарх [This.GetFirstNameWithDynasty] §Yодобряет§! войну\n;;;;;;;;;;;;;x
TOOLTIPno_triarch_vote;Триарх [This.GetFirstNameWithDynasty] §Yвоздерживается§! и не голосует\n;;;;;;;;;;;;;x
EVTOPTBvolantis.102;На войну наложили вето;;;;;;;;;;;;;x
EVTDESCvolantis.103;[From.GetTitledFirstNameWithDynasty] предлагает, чтобы [From.PrimaryTitle.GetName] объявили нам войну, но [From.GetHerHis] коллеги-Триархи наложили вето на это предложение.;;;;;;;;;;;;;x
EVTOPTAvolantis.103;Для его же блага!;;;;;;;;;;;;;x
EVTDESCvolantis.104;[From.GetTitledFirstNameWithDynasty] предлагает, чтобы [From.PrimaryTitle.GetName] объявили нам войну, но двое других Триархов наложили вето на это предложение.;;;;;;;;;;;;;x
TOOLTIPvolantis.9;один из первых кандидатов;;;;;;;;;;;;;x
TOOLTIPvolantis.9large_gift;Каждый, кто проголосует за вас, получит подарок в зависимости от своего ранга: от 6 до 100 золотых\n;;;;;;;;;;;;;x
TOOLTIPvolantis.9regular_gift;Каждый, кто проголосует за вас, получит подарок в зависимости от своего ранга: от 3 до 50 золотых\n;;;;;;;;;;;;;x
TOOLTIPvolantis.9small_gift;Каждый, кто проголосует за вас, получит подарок в зависимости от своего ранга: от 1 до 25 золотых\n;;;;;;;;;;;;;x
EVTOPTC50005;Обращение к Триархам;;;;;;;;;;;;;x
TOOLTIPvolantis.105;Выслушают апелляции;;;;;;;;;;;;;x
EVTDESCvolantis.105;Как Триарх государства [Root.TopLiege.PrimaryTitle.GetName], вы имеете право предложить городу отпустить одного из заключенных. [From.GetTitledFirstNameWithDynasty] - один из таких заключенных. Если один из ваших коллег поддержит вас, [From.GetSheHe] выйдет на свободу.;;;;;;;;;;;;;x
EVTOPTAvolantis.105;Я поддержу [From.GetHerHis];;;;;;;;;;;;;x
opinion_voted_for_my_release;Поддерживает моё освобождение;;;;;;;;;;;;;x
EVTOPTBvolantis.105;Игнорировать [From.GetHerHis];;;;;;;;;;;;;x
opinion_voted_for_release;Голосует за выпуск заключенного;;;;;;;;;;;;;x
EVTDESCvolantis.106;Триархи государства [Host.PrimaryTitle.GetName] собрались на заседании, чтобы обсудить ваше заключение и прийти к окончательному решению.;;;;;;;;;;;;;x
EVTOPTAvolantis.102;Вы были освобождены!;;;;;;;;;;;;;x
EVTOPTBvolantis.106;Вы должны остаться под стражей;;;;;;;;;;;;;x
EVTDESCvolantis.107;Система Триархии в государстве [Root.PrimaryTitle.GetName] позволяет вашим коллегам триархам, запрашивать освобождение заключенных города. На заседании триархов обсуждали заключенного и решили выпустить [From.GetHerHis].;;;;;;;;;;;;;x
EVTOPTAvolantis.107;Глупцы;;;;;;;;;;;;;x
TOOLTIPvolantis.107;Триарх [This.GetFirstNameWithDynasty] проголосовал за [From.GetHerHis] освобождение \n;;;;;;;;;;;;;x
title_freeholder;Землевладелец;;;;;;;;;;;;;x
title_freeholder_desc;Землевладелец владеет землей в пределах города и имеет право вступать в партии и принимать участие в голосовании;;;;;;;;;;;;;x
EVTDESCvolantis.108;Нужно ли покупать владение персонажа [From.GetTitledFirstNameWithDynasty] и, как и они, голосовать на выборах?;;;;;;;;;;;;;x
EVTOPTAvolantis.108;Так и поступить;;;;;;;;;;;;;x
EVTOPTBvolantis.108;Я так не думаю;;;;;;;;;;;;;x
plot_council_triarch_appeal_decision;Обращение к Триарху;;;;;;;;;;;;;x
plot_council_triarch_appeal_decision_desc;[Root.PlotTarget.Liege.GetTitledFirstNameWithDynastyAndTitleNoRegnal] имеет двух коллег триархов, наделенных властью назначить вас на это место. Возможно, стоит апеллировать к ним?;;;;;;;;;;;;;x
TOOLTIPvolantis.113;Должны быть проинформированы о назначении новых триархов;;;;;;;;;;;;;x
TOOLTIPvolantis.110;Триарх [This.GetFirstNameWithDynasty] обязательно рассмотрит ваше предложение касательно назначения персонажа [From.GetTitledFirstNameWithDynasty] в совет, вместо человека, известного как [From.PlotTarget.GetTitledFirstNameWithDynastyAndTitleNoRegnal];;;;;;;;;;;;;x
EVTTOOLTIPvolantis.109;Триарх [This.GetFirstNameWithDynasty] будет ходатайствовать перед коллегами о назначении вас на место персонажа [Root.PlotTarget.GetTitledFirstNameWithDynastyAndTitleNoRegnal];;;;;;;;;;;;;x
EVTDESCvolantis.109;Я поддерживаю заговор, который ведёт [From.GetFirstNameWithDynasty], чтобы получить место в совете города, а в качестве Триарха у меня есть власть исполнить это и назначить [From.GetHerHis], то есть, если я получу поддержку Триархов...;;;;;;;;;;;;;x
EVTOPTAvolantis.109;Они увидят смысл;;;;;;;;;;;;;x
EVTOPTBvolantis.109;Мы уже имеем поддержку двух триархов;;;;;;;;;;;;;x
EVTOPTCvolantis.109;Нет триарха для обращения;;;;;;;;;;;;;x
EVTDESCvolantis.110;Триарх [Root.GetFirstNameWithDynasty], у меня есть предложение для вас, как для коллеги. Я считаю, что [FromFrom.GetTitledFirstNameWithDynasty] как [FromFrom.PlotTarget.GetJobTitle] будет благом для города, и настоящим предлагаю, чтобы [FromFrom.GetSheHe] был назначен вместо человека, известного как [FromFrom.PlotTarget.GetTitledFirstNameWithDynastyAndTitleNoRegnal]. Могу ли я рассчитывать на вашу поддержку?\n\nС уважением,\Триарх [From.GetFirstNameWithDynasty];;;;;;;;;;;;;x
EVTOPTAvolantis.110;Прекрасная идея, я поддержу вас;;;;;;;;;;;;;x
TOOLTIPvolantis.111;Узнает о вашей поддержке;;;;;;;;;;;;;x
opinion_fired_party_councillor;Увольняет советника;;;;;;;;;;;;;x
EVTOPTBvolantis.110;Нет, [FromFrom.PlotTarget.GetTitledFirstName] выполняет работу хорошо;;;;;;;;;;;;;x
TOOLTIPvolantis.114;узнает о вашей реакции;;;;;;;;;;;;;x
opinion_ignored_party_councillor;Игнорирование кандидата;;;;;;;;;;;;;x
EVTDESCvolantis.111;Триарх [Root.GetFirstNameWithDynasty], я соглашаюсь с вашей точкой зрения и окажу вам поддержку в назначении нового человека на пост советника.\n\nС уважением,\n Триарх [From.GetFirstNameWithDynasty];;;;;;;;;;;;;x
EVTOPTAvolantis.111;Мы - отличная команда;;;;;;;;;;;;;x
EVTDESCvolantis.112;[Root.GetTitledFirstNameWithDynasty], в радости сообщаю вам, что триарх [From.GetFirstNameWithDynasty] согласен с вашим назначением в Совет города.\n\nС уважением,\nТриарх [FromFrom.GetFirstNameWithDynasty];;;;;;;;;;;;;x
EVTOPTAvolantis.112;Я очень благодарю;;;;;;;;;;;;;x
EVTDESCvolantis.113;На заседании триархов мой коллега [FromFrom.GetFirstNameWithDynasty] предлагает, чтобы [From.GetTitledFirstNameWithDynasty] стал советником как [From.PlotTarget.GetJobTitle] города. А [From.PlotTarget.GetTitledFirstName] [From.PlotTarget.GetOnlyDynastyName] уйдёт в отставку. Я не соглашаюсь, однако другой триарх поддерживает инициативу и кандидат утвержден.;;;;;;;;;;;;;x
EVTOPTAvolantis.113;У меня не было выбора;;;;;;;;;;;;;x
EVTDESCvolantis.114;Триарх [Root.GetFirstNameWithDynasty], боюсь, я не могу согласиться с вашим предложением, поскольку считаю, что действующий советник справляется со своими обязанностями. Однако, в будущем, мы несомненно придем к согласию в других вопросах.\n\nС уважением,\nТриарх [From.GetFirstNameWithDynasty];;;;;;;;;;;;;x
EVTOPTAvolantis.114;Какой позор;;;;;;;;;;;;;x
EVTDESCvolantis.115;[Root.GetTitledFirstNameWithDynasty], с сожалением сообщаю вам, что Триарха [From.GetFirstNameWithDynasty] очень против того, чтобы назначить вас на пост советника. Вам придется обратится к Старшему Триарху.\n\nС уважением,\nТриарх [FromFrom.GetFirstNameWithDynasty];;;;;;;;;;;;;x
EVTOPTAvolantis.115;Именно так я и поступлю;;;;;;;;;;;;;x
EVTDESCvolantis.116;К счастью, оба Триарха поддержали вашу кандидатуру на пост советника. Вскоре, они публично объявят об этом.;;;;;;;;;;;;;x
EVTOPTAvolantis.113;Прекрасная система правления!;;;;;;;;;;;;;x
EVTDESCvolantis.117;[Root.GetTitledFirstNameWithDynasty], в настоящее время не все триархи находятся в городе, поэтому я не могу принять решение.\n\n С уважением,\n Триарх [FromFrom.GetFirstNameWithDynasty];;;;;;;;;;;;;x
EVTDESCvolantis.21;Полномочия триарха, известного как [From.GetFirstNameWithDynasty] истекли. Как старший член совета, вы должны служить временным триархом до следующих выборов.;;;;;;;;;;;;;x
EVTDESCvolantis.22;Полномочия триарха, известного как [FromFrom.GetFirstNameWithDynasty] истекли и, так как [From.GetFirstNameWithDynasty] является старшим членом совета, он будет назначен временным триархом до следующих выборов.;;;;;;;;;;;;;x
TOOLTIPTRIARCHY;В городе функционирует система триархов, в которой главный триарх правит с двумя соправителями - триархами.\n\n Триархи избираются в ежегодных выборах сроком на один год.\nЕсли Старший Триарх переизбран, он сохраняет пост главы, независимо от количества голосов.\nЕсли он не переизбран, Страшим Триархом становится избранный глава одной из пяти ведущих семей землевладельцев города. Если никто из них не избран - Старший Триарх остается на посту.\nЛюбой свободнорожденный землевладелец может присоединится к партии Слонов или Тигров и будет голосовать на выборах.\nТолько свободнорожденные землевладельцы валирийской крови могут баллотироваться на выборах.\nМладшие триархи имеют следующие коллективные полномочия:\n -Вето на объявление войны (за исключением войн на возвращение исконных земель города)\n -Освобождение заключенных города\n -Назначение в совет города\n -Проведение судебного разбирательства\nМладшие триархи также имеют право распоряжаться частью бюджета города, который им предоставляют после выборов. Они могут пользоваться иммунитетом от Старшего Триарха.\nПосле смерти одного из младших триархов, старший советник принимает полномочия триарха\nПосле смерти Старшего Триарха, один из младших триархов занимает его пост.\n;;;;;;;;;;;;;x
EVTDESCvolantis.118;Как Триарх от партии Слонов, вы представляете интересы купцов и богачей. Влиятельные члены партии подают петицию на строительство и расширение города, чтобы сформировать в городе больший поток товаров и богатства.;;;;;;;;;;;;;x
EVTOPTAvolantis.118;Да, это мой долг перед городом;;;;;;;;;;;;;x
EVTOPTBvolantis.118;Нет, мое богатство только для моей семьи;;;;;;;;;;;;;x
opinion_no_fund_project;Не финансировал партийный проект;;;;;;;;;;;;;x
EVTDESCvolantis.119;Триарх [From.GetFirstNameWithDynasty], член партии Слонов, по просьбе своей партии выделил финансирование на строительный проект в интересах процветания торговли. [From.GetSheHeCap] подписывает соглашение, и строительство будет начато.;;;;;;;;;;;;;x
EVTOPTAvolantis.119;Как щедро;;;;;;;;;;;;;x
EVTDESCvolantis.120;Как Триарх от партии Тигров, вы представляете интересы аристократии и армии города. Влиятельные члены партии подали вам петицию с просьбой начать строительство сооружений для улучшения обороноспособности и военной мощи города.;;;;;;;;;;;;;x
EVTDESCvolantis.121;Триарх [From.GetFirstNameWithDynasty], член партии Тигров, выделяет финансирование на развитие военной инфраструктуры города по просьбе своей партии. Соглашение подписано и строительство начнется немедленно.;;;;;;;;;;;;;x
TOOLTIPTIGERSUNHAPPY;Избиратели партии §YТигров§! будут недовольны этим\n;;;;;;;;;;;;;x
TOOLTIPELEPHANTSUNHAPPY;Избиратели партии §YСлонов§! будут недовольны этим\n;;;;;;;;;;;;;x
EVTOPTA_volantis.122;Начать захват!;;;;;;;;;;;;;x
plot_seize_trade_post_decision_elephant;Использовать Слонов для захвата торговых постов;;;;;;;;;;;;;x
plot_seize_trade_post_decision_elephant_desc;Как член партии Слонов, вы можете использовать полезные связи для захвата торговых постов;;;;;;;;;;;;;x
EVTTOOLTIPvolantis.122;Вы решили предпринять меры против торгового поста при поддержке партии Слонов.;;;;;;;;;;;;;x
EVTDESCvolantis.122;Настало время семье [Root.GetOnlyDynastyName] исполнить план [From.GetPlot]. Партия Слонов поддерживает этот план и, кажется, нам все удастся.;;;;;;;;;;;;;x
TOOLTIPELEPHANTSUNHAPPYWAR;§YПартия Слонов§! недовольна вашим объявлением войны\n;;;;;;;;;;;;;x
opinion_elephant_declared_war;Объявляет агрессивную войну;;;;;;;;;;;;;x
EVTDESCvolantis.1041;Триарх [FromFrom.GetFirstNameWithDynasty] выдвинул предложение объявить войну на заседании Триархов. Триарх [From.GetFirstNameWithDynasty] дал свое одобрение и, при поддержке двух Триархов, война будет объявлена, как и планировалось.;;;;;;;;;;;;;x
show_me_triarchs;Показать Триархов;;;;;;;;;;;;;x
show_me_triarchs_desc;Показать действующих Триархов;;;;;;;;;;;;;x
EVTDESCvolantis.123;[Root.PrimaryTitle.GetFOA], действующими Триархами государства являются...;;;;;;;;;;;;;x
TOOLTIPvolantis.123;Триарх [This.GetFirstNameWithDynasty];;;;;;;;;;;;;x
TOOLTIPvolantis.123TIGER;из партии §RТигров§!\n;;;;;;;;;;;;;x
TOOLTIPvolantis.123ELEPHANT;из партии §BСлонов§!\n;;;;;;;;;;;;;x
TOOLTIPvolantis.123ELECTORATE;В настоящее время §Y[Root.tiger_count.GetValue]§! §RТигриных§! и §Y[Root.elephant_count.GetValue]§! §BСлоновьих§! избирателей в государстве, показывая весь электорат §Y[Root.total_electorate.GetValue]§!\n;;;;;;;;;;;;;x
volantis_switch_party;Сменить партию;;;;;;;;;;;;;x
volantis_switch_party_desc;Переход в противоборствующую партию пошатнет ваше положение в городе.;;;;;;;;;;;;;x
TOOLTIPTIGERSANGRY;Избиратели партии §YТигров§! разозлятся\n;;;;;;;;;;;;;x
TOOLTIPELEPHANTSANGRY;Избиратели партии §YСлонов§! разозлятся\n;;;;;;;;;;;;;x
opinion_betrayed_party;Предательство партии;;;;;;;;;;;;;x
TOOLTIPvolantis.9A;Вы являетесь одним из перебежчиков;;;;;;;;;;;;;x
EVTDESCvolantis.210;Триарх [From.GetFirstNameWithDynasty] скончался раньше, чем прошел срок [From.GetHerHis] полномочий, Вы займете пост Старшего Триарха до следующих выборов.;;;;;;;;;;;;;x
EVTDESCvolantis.220;Триарх [FromFrom.GetFirstNameWithDynasty] скончался прежде, чем срок [FromFrom.GetHerHis] полномочий прошел, и поэтому Триарх [From.GetFirstNameWithDynasty] займет пост Старшего Триарха до следующих выборов.;;;;;;;;;;;;;x
republic_triarch_for_life;Пожизненный Триарх;;;;;;;;;;;;;x
republic_triarch_for_life_option;Пожизненный Триарх;;;;;;;;;;;;;x
republic_triarch_for_life_desc;Если Триарх правит достаточно долго, он может попытаться назначить себя Пожизненным Триархом для избежания лишних ежегодных переизбраний.;;;;;;;;;;;;;x
TOOLTIPrepublic_triarch_for_lifeTRIARCH;По крайней мере один из двух Триархов должны иметь мнение о персонаже [This.GetTitledFirstName] 75 или выше\n;;;;;;;;;;;;;x
TOOLTIPrepublic_triarch_for_life;[This.GetTitledFirstNameWithDynasty] будет провозглашен Пожизненным Триархом, потеряв необходимость ежегодно переизбираться, чтобы удерживать власть.\n;;;;;;;;;;;;;x
opinion_triarch_for_life_1;Провозглашение Пожизненным Триархом;;;;;;;;;;;;;x
opinion_triarch_for_life_2;Провозглашение Пожизненным Триархом;;;;;;;;;;;;;x
EVTOPTBvolantis.1;Я - Пожизненный Триарх, мне не нужно беспокоиться;;;;;;;;;;;;;x
TOOLTIPvolantis.3D;Начинаются долгие дни агитации, и кандидаты на два поста Триархов будут пытаться завоевать голоса\n\n;;;;;;;;;;;;;x
deposed_AGOT;Смещение;;;;;;;;;;;;;x
commission_triarch_statue;Воздвигнуть Статую;;;;;;;;;;;;;x
commission_triarch_statue_desc;Дать приказ о строительстве памятника о Триархии вашей семьи;;;;;;;;;;;;;x
statue_raised;Мастера начинают процесс литья и резьбы статуи.;;;;;;;;;;;;;x
statue_traits;Вы воздвигнете статую в честь самого себя.;;;;;;;;;;;;;x
EVTDESCvolantis.500;Вы решили сделать статую, сделанную в честь вклада Дома [Root.GetOnlyDynastyName] в город в качестве Триархов и лидеров. В честь кого она будет?;;;;;;;;;;;;;x
EVTOPTA_volantis_500;Пусть она станет символом моих триумфов;;;;;;;;;;;;;x
EVTOPTB_volantis_500;Моего отца, это Триарх [Root.Father.GetFirstName];;;;;;;;;;;;;x
EVTDESCvolantis.501;Мастерам, которые будут лить и проводить резьбу, нужно знать еще кое-что. О каких ваших качествах должна упоминать мемориальная доска?;;;;;;;;;;;;;x
EVTOPTA_volantis_501;Ох, я не знаю. Напишите что-нибудь.;;;;;;;;;;;;;x
EVTOPTB_volantis_501;И Вы это спрашиваете у меня!? Вы должны знать!;;;;;;;;;;;;;x
EVTOPTC_volantis_501;Она будет о золотом Арборском, сладком Волантийском, Лисском красном…;;;;;;;;;;;;;x
EVTOPTD_volantis_501;Укажите даты моего пребывания на посту Триарха;;;;;;;;;;;;;x
EVTOPTE_volantis_501;Пусть она покажет, что я был гигантом этого города, несмотря на мой рост.;;;;;;;;;;;;;x
EVTOPTF_volantis_501;О Мудрости, которую я показал людям;;;;;;;;;;;;;x
EVTOPTI_volantis_501;Эм…решайте вы…;;;;;;;;;;;;;x
EVTOPTJ_volantis_501;Надпись должна говорить о том, что у меня была сила десяти воинов!;;;;;;;;;;;;;x
EVTOPTK_volantis_501;О моем знания города и окружающего мира;;;;;;;;;;;;;x
EVTOPTL_volantis_501;Мне неважно что вы напишите, она должна показать моих молящих врагов!;;;;;;;;;;;;;x
EVTOPTM_volantis_501;Должен быть красивый стих, достойный моего правления;;;;;;;;;;;;;x
EVTOPTN_volantis_501;Это не имеет значения, просто убедитесь, что статуя будет хорошо выглядеть внешне.;;;;;;;;;;;;;x
EVTOPTO_volantis_501;Запечатлите все великие пиры, проведенные мной;;;;;;;;;;;;;x
EVTOPTP_volantis_501;Пусть она будет гласить о моей помощи обездоленным города;;;;;;;;;;;;;x
EVTOPTQ_volantis_501;Пусть она будет о моей благосклонности;;;;;;;;;;;;;x
EVTOPTR_volantis_501;Вы упомянете мое величие, великие дела, которые я совершил и…;;;;;;;;;;;;;x
