#CODE;ENGLISH;x;;;;;;;;;;;;
#events;;x;;;;;;;;;;;;
GOD_URRAX;Урракс;x;;;;;;;;;;;;
GOD_SYRAX;Сиракс;x;;;;;;;;;;;;
rhllor;Р'глор;x;;;;;;;;;;;;
rhllor_DESC;Красные жрецы поклоняются Р'глору, Владыке Света, Огненному Сердцу, Богу Пламени и Тени. Его религия является крупнейшей в мире, весьма распространенной в Эссосе, а жрецы, по слухам, обладают чудодейственной силой. Вера Р'глора запрещает почитание ложных богов и ждет дня, когда легендарный герой Азор Ахай возродится и поведет их против Великого Иного и его слуг, ибо ночь темна и полна ужасов.;x;;;;;;;;;;;;
rhllor_FEATURES;§Y*§! Можно стать 'избранным' или 'под покровительством' Р'глора, и таким образом получить доступ к таинственным способностям защиты и исцеления;x;;;;;;;;;;;;
GOD_RHLLOR;Р'глор;x;;;;;;;;;;;;
GOD_GOD_OF_LIGHT;Владыка Света;x;;;;;;;;;;;;
GOD_THE_HOLY_FIRE;Священный Огонь;x;;;;;;;;;;;;
THE_FIRE;Пламя;x;;;;;;;;;;;;
black_goat;Культ Черного Козла Квохора;x;;;;;;;;;;;;
black_goat_DESC;Мрачный, зловещий и грязный культ народа Квохора. Черный Козел требует ежедневной жертвенной крови от своих последователей. Животных и узников постоянно приводят на кровавые алтари.;x;;;;;;;;;;;;
black_goat_FEATURES;§Y*§! Можно приносить пленников в жертву Черному Козлу;x;;;;;;;;;;;;
GOD_THE_BLACK_GOAT;Черный Козел Квохора;x;;;;;;;;;;;;
trios;Трио;x;;;;;;;;;;;;
trios_DESC;Трио - это трёхглавый бог Тироша;x;;;;;;;;;;;;
GOD_TRIOS;Трио;x;;;;;;;;;;;;
GOD_THE_DRUNKEN_GOD;Пьяный Бог;x;;;;;;;;;;;;
gods_lorath;Боги Лората;x;;;;;;;;;;;;
gods_lorath_DESC;Боги которым поклоняются жители вольного города Лорат;x;;;;;;;;;;;;
GOD_LORATH;Боги Лората;x;;;;;;;;;;;;
moonsingers;Лунные певцы;x;;;;;;;;;;;;
moonsingers_DESC;Лунные певцы – это древняя религия западного Эссоса, но их последователи были изгнаны Валирийцами. Последние смогли укрыться в Браавосе, где владеют самым большим храмом, поскольку являются основателями города.;x;;;;;;;;;;;;
moonsingers_FEATURES;§Y*§! Традиционная религия против рабства\n§Y*§! Имеют  §G+10§! отношений с другими религиями из-за своей религиодной терпимости\n§Y*§! Могут выбрать другую религиозную группу как свою Новую Веру и получить §G+10§! отношений с ее членами;x;;;;;;;;;;;;
GOD_MANY_FACED_GOD;Многоликий бог;x;;;;;;;;;;;;
bearded_priests;Бородатые священники;x;;;;;;;;;;;;
bearded_priests_DESC;Бородатые священники Норвоса поклоняются тайному богу, имя которого раскрывается только жрецам храма. Эти Бородатые Священники запрещают стричь свои волосы, носят закрытые капюшоны и традиционно женятся на своих топорах.;x;;;;;;;;;;;;
GOD_THE_AXE;Топор;x;;;;;;;;;;;;
bearded_priest;Бородатый жрец;x;;;;;;;;;;;;
bearded_priest_desc;Этот персонаж - Бородатый жрец.;x;;;;;;;;;;;;
ibben_rel;Иббенийские Боги;x;;;;;;;;;;;;
gods_ibben;Боги Иббена;x;;;;;;;;;;;;
gods_ibben_DESC;Боги Иббена - боги, которым поклоняется население Иббена;x;;;;;;;;;;;;
GOD_IBBEN;Боги Иббена;x;;;;;;;;;;;;
asshai_rel;Асшай;x;;;;;;;;;;;;
shadowbinders;Призыватели теней;x;;;;;;;;;;;;
shadowbinders_DESC;Призыватели теней;x;;;;;;;;;;;;
shadowbinder;Призыватель теней;x;;;;;;;;;;;;
shadowbinder_desc;Этот персонаж - призыватель теней.;x;;;;;;;;;;;;
GOD_SHADOW;Тень;x;;;;;;;;;;;;
ghiscar_rel;Гискарские Боги;x;;;;;;;;;;;;
harpy;Гарпия;x;;;;;;;;;;;;
harpy_DESC;Гарпия - это древний бог Гискарийской империи, до сих пор являющийся важным символом для своего народа…;x;;;;;;;;;;;;
GOD_HARPY;Гарпия;x;;;;;;;;;;;;
sarnor_rel;Сарнорские Боги;x;;;;;;;;;;;;
gods_sarnor;Боги Сарнора;x;;;;;;;;;;;;
gods_sarnor_DESC;Боги Сарнора - боги, которым поклоняется население Королевства Сарнор;x;;;;;;;;;;;;
GOD_SARNOR;Боги Сарнора;x;;;;;;;;;;;;
sarnor_rel;Сарнорийская;x;;;;;;;;;;;;
bone_mountains_rel;Гиркунийская;x;;;;;;;;;;;;
gods_bone_mountains;Боги Гиркуна;x;;;;;;;;;;;;
gods_bone_mountains_DESC;Боги Гиркуна -  боги, которым поклоняются народы Костяных Гор;x;;;;;;;;;;;;
gods_bone_mountains_FEATURES;§Y*§! Можно приносить пленников в жертву Богам;x;;;;;;;;;;;;
GOD_BONE_MOUNTAINS;Боги Гиркуна;x;;;;;;;;;;;;
qarth_rel;Квартийские Боги;x;;;;;;;;;;;;
qarth_warlocks;Колдуны;x;;;;;;;;;;;;
qarth_warlocks_DESC;Колдуны Кварта, Синие тени. Легенды утверждают, что владеют многими странными силами, что они могут видеть будущее и жить в течение тысяч лет благодаря тому, что они принимают Вечернюю Тень.;x;;;;;;;;;;;;
GOD_UNDYING;Бессмертный;x;;;;;;;;;;;;
yi_ti_rel;И-Ти;x;;;;;;;;;;;;
yiti_gods;Боги И-Ти;x;;;;;;;;;;;;
yiti_gods_DESC;В Золотой Империи И-Ти поклоняются тысячам разных богов. Главным среди них является Дева-из-Света, которая была женой Льва Ночи и родила Бога-на-Земле, основателя и первого правителя Великой Империи Зари;x;;;;;;;;;;;;
GOD_MAIDEN_LIGHT;Дева-из-Света;x;;;;;;;;;;;;
lion_night;Лев Ночи;x;;;;;;;;;;;;
lion_night_DESC;Лев Ночи;x;;;;;;;;;;;;
GOD_LION_NIGHT;Лев Ночи;x;;;;;;;;;;;;
bakkalon;Баккалон;x;;;;;;;;;;;;
bakkalon_DESC;Баккалон, Бледное дитя - это дух смерти, солдаты часто избирают его своим покровителем.;x;;;;;;;;;;;;
corsair_group;Боги Корсаров;x;;;;;;;;;;;;
corsair;Корсар;x;;;;;;;;;;;;
corsair_DESC;У корсаров один бог - нажива!;x;;;;;;;;;;;;
corsair_FEATURES;§Y*§! Можно использовать пленных как наложниц\n§Y*§! Традиционная рабовладельческая религия\n§Y*§! Вассалы могут отказаться служить из-за слабого наследника;x;;;;;;;;;;;;
pirate_group;Пиратские Боги;x;;;;;;;;;;;;
pirate;Пират;x;;;;;;;;;;;;
pirate_DESC;У пиратов один бог - нажива!;x;;;;;;;;;;;;
pirate_FEATURES;§Y*§! Можно использовать пленных как наложниц\n§Y*§! Традиционная рабовладельческая религия\n§Y*§! Вассалы могут отказаться служить из-за слабого наследника;x;;;;;;;;;;;;
GOD_BAKKALON;Баккалон;x;;;;;;;;;;;;
GOD_THE_PALE_CHILD;Бледное дитя;x;;;;;;;;;;;;
THE_SOLDIER;Солдат;x;;;;;;;;;;;;
many_faced_god;Многоликий Бог;x;;;;;;;;;;;;
many_faced_god_DESC;Безликие Браавоса утверждают, что есть один бог, которому поклоняются все - бог смерти, у которого много лиц. В Квохоре он - Черный Козел. В И-Ти - Лев Ночи. В Вестеросе - Неведомый. Всем его ликам поклоняются в их храме, в Черно-Белом Доме.;x;;;;;;;;;;;;
GOD_MANY_FACED_GOD;Многоликий Бог;x;;;;;;;;;;;;
rhoynar_pagan;Ройнарская мать;x;;;;;;;;;;;;
rhoynar_pagan_DESC;Река Ройна - величайшая река западного Эссоса, на чьих берегах поднялся ройнарский народ. Ройнары поклоняются ей как Матери Ройне и говорят, что ее сыновья, Крабий Король и Речной Старец сражаются друг с другом за господство над всей жизнью под водами.;x;;;;;;;;;;;;
rhoynar_pagan_FEATURES;§Y*§! Традиционная религия против рабства;x;;;;;;;;;;;;
GOD_MOTHER_RHOYNE;Ройнарская мать;x;;;;;;;;;;;;
GOD_OLD_MAN_RIVER;Речной Старец;x;;;;;;;;;;;;
GOD_CRAB_KING;Крабий Король;x;;;;;;;;;;;;
nath_pagan;Владыка Гармонии;x;;;;;;;;;;;;
nath_pagan_DESC;Люди Наата верят только в одного бога, Владыку Гармонии, которому служат бабочки, и который сотворил луну, звезды, Землю и всех существ. Говорят, что священные бабочки защищают Наат от всех, кто хочет причинит им вред.;x;;;;;;;;;;;;
nath_pagan_FEATURES;§Y*§! Традиционные пацифисты;x;;;;;;;;;;;;
nath_pagan_ahimsa_tooltip;Этот закон нарушает Наатийскую веру ненасилия;x;;;;;;;;;;;;
GOD_LORD_HARMONY;Владыка Гармонии;x;;;;;;;;;;;;
jogos_rel_group;Боги Джогос Нхая;x;;;;;;;;;;;;
jogos_pagan;Лунные Певцы Джогос Нхая;x;;;;;;;;;;;;
jogos_pagan_DESC;Кочевые отряды Джогос Нхаи управляется Джатом, или военачальником, и Лунным певцом, который объединяет роли жреца, целителя и судьи. Отряды Джогос Нхаи не воюют друг с другом, так как боги запрещают им проливать кровь своих людей. Вместо этого, в ритуалах, освященных богами, молодые люди выезжают, чтобы украсть коз, лошадей и собак из других отрядов, в то время как девушки отправляются на похищение мужей.;x;;;;;;;;;;;;
jogos_pagan_FEATURES;§Y*§! Кочевым лунным певцам запрещено воевать друг с другом. Только неженатые мужчины могут быть похищены, в то время как происходит набег\n§Y*§! Кочевые лунные певцы могут предлагать друг другу дипломатическую защиту;x;;;;;;;;;;;;
GOD_JOGOS;Боги Джогос Нхая;x;;;;;;;;;;;;
dothraki_rel_group;Дотракийские Боги;x;;;;;;;;;;;;
dothraki_pagan;Великий Жеребец;x;;;;;;;;;;;;
dothraki_pagan_DESC;Дотракийцы верят в Великого Жеребца, который следит за миром. Согласно их легендам, первый человек выехал из Чрева Мира под Матерью Гор, на первой лошади. Дотракийцы считают, что звезды - это стадо лошадей, скачущих по небу, и что, когда мертвого Дотракийца сжигают, его дух приссоединяется к ним.;x;;;;;;;;;;;;
GOD_GREAT_STALLION;Великий Жеребец;x;;;;;;;;;;;;
the_other_group;Иные;x;;;;;;;;;;;;
the_other;Иные;x;;;;;;;;;;;;
the_other_DESC;Красные жрецы утверждают, что существует другой бог, равный Р'глору и противоположный ему - Великий Иной, и что таинственные существа, которые живут за Стеной, являются его слугами.;x;;;;;;;;;;;;
GOD_THE_OTHER;Иные;x;;;;;;;;;;;;
GOD_LORD_DARKNESS;Владыка Тьмы;x;;;;;;;;;;;;
GOD_ICE;Бог Льда;x;;;;;;;;;;;;
moraq_rel;Мораки;x;;;;;;;;;;;;
stone_cow;Каменная Корова Фароса;x;;;;;;;;;;;;
stone_cow_DESC;Жители Фароса поклоняются Каменной Корове;x;;;;;;;;;;;;
GOD_STONE_COW;Каменная Корова Фароса;x;;;;;;;;;;;;
nghai_rel;Нгай;x;;;;;;;;;;;;
gods_nghai;Боги Нгая;x;;;;;;;;;;;;
gods_nghai_DESC;Старнные боги, которым поклоняются народы Нгая;x;;;;;;;;;;;;
GOD_NGHAI;Боги Нгая;x;;;;;;;;;;;;
burned_peasant;Сожженный Крестьянин;x;;;;;;;;;;;;
septon;Септон;x;;;;;;;;;;;;
septon_desc;Этот персонаж является членом мужского духовенства Веры Семерых;x;;;;;;;;;;;;
septa;Септа;x;;;;;;;;;;;;
septa_desc;Этот персонаж является членом женского духовенства Веры Семерых;x;;;;;;;;;;;;
title_septon;Септон;x;;;;;;;;;;;;
title_septon_desc;Этот персонаж является членом мужского духовенства Веры Семерых;x;;;;;;;;;;;;
title_septa;Септа;x;;;;;;;;;;;;
title_septa_desc;Этот персонаж является членом женского духовенства Веры Семерых;x;;;;;;;;;;;;
job_spiritual;Жрец;x;;;;;;;;;;;;
job_spiritual_the_seven;Септон;x;;;;;;;;;;;;
job_spiritual_drowned_god;Утопленник;x;;;;;;;;;;;;
job_spiritual_storm_god;Штормовой жрец;x;;;;;;;;;;;;
job_spiritual_rhllor;Красный Жрец;x;;;;;;;;;;;;
job_spiritual_dothraki_pagan;Шаман;x;;;;;;;;;;;;
job_spiritual_qarth_warlocks;Колдун;x;;;;;;;;;;;;
job_spiritual_harpy;Грация;x;;;;;;;;;;;;
job_spiritual_shadowbinders;Заклинатель тени;x;;;;;;;;;;;;
job_spiritual_valyrian;Заклинатель бурь;x;;;;;;;;;;;;
job_spiritual_jogos_pagan;Лунный певец;x;;;;;;;;;;;;
job_spiritual_pirate;Жрец;x;;;;;;;;;;;;
job_spiritual_corsair;Жрец;x;;;;;;;;;;;;
job_spiritual_great_shepherd;Божья жена;x;;;;;;;;;;;;
city_job_spiritual_the_seven;Септон;x;;;;;;;;;;;;
city_job_spiritual_drowned_god;Утопленник;x;;;;;;;;;;;;
city_job_spiritual_storm_god;Штормовой жрец;x;;;;;;;;;;;;
city_job_spiritual_rhllor;Красный Жрец;x;;;;;;;;;;;;
city_job_spiritual_dothraki_pagan;Шаман;x;;;;;;;;;;;;
city_job_spiritual_qarth_warlocks;Колдун;x;;;;;;;;;;;;
city_job_spiritual_harpy;Грация;x;;;;;;;;;;;;
city_job_spiritual_shadowbinders;Заклинатель тени;x;;;;;;;;;;;;
city_job_spiritual_valyrian;Заклинатель бурь;x;;;;;;;;;;;;
city_job_spiritual_jogos_pagan;Лунный певец;x;;;;;;;;;;;;
LP_job_spiritual_the_seven;Септон;x;;;;;;;;;;;;
LP_job_spiritual_drowned_god;Утопленник;x;;;;;;;;;;;;
LP_job_spiritual_storm_god;Штормовой жрец;x;;;;;;;;;;;;
LP_job_spiritual_rhllor;Красный Жрец;x;;;;;;;;;;;;
LP_job_spiritual_dothraki_pagan;Шаман;x;;;;;;;;;;;;
LP_job_spiritual_qarth_warlocks;Колдун;x;;;;;;;;;;;;
LP_job_spiritual_harpy;Грация;x;;;;;;;;;;;;
LP_job_spiritual_shadowbinders;Заклинатель тени;x;;;;;;;;;;;;
LP_job_spiritual_valyrian;Заклинатель бурь;x;;;;;;;;;;;;
LP_job_spiritual_jogos_pagan;Лунный певец;x;;;;;;;;;;;;
nomadic_job_spiritual_the_seven;Септон;x;;;;;;;;;;;;
nomadic_job_spiritual_drowned_god;Утопленник;x;;;;;;;;;;;;
nomadic_job_spiritual_storm_god;Штормовой жрец;x;;;;;;;;;;;;
nomadic_job_spiritual_rhllor;Красный Жрец;x;;;;;;;;;;;;
nomadic_job_spiritual_dothraki_pagan;Шаман;x;;;;;;;;;;;;
nomadic_job_spiritual_qarth_warlocks;Колдун;x;;;;;;;;;;;;
nomadic_job_spiritual_harpy;Грация;x;;;;;;;;;;;;
nomadic_job_spiritual_shadowbinders;Заклинатель тени;x;;;;;;;;;;;;
nomadic_job_spiritual_valyrian;Заклинатель бурь;x;;;;;;;;;;;;
nomadic_job_spiritual_jogos_pagan;Лунный певец;x;;;;;;;;;;;;
tribal_job_spiritual_the_seven;Септон;x;;;;;;;;;;;;
tribal_job_spiritual_drowned_god;Утопленник;x;;;;;;;;;;;;
tribal_job_spiritual_storm_god;Штормовой жрец;x;;;;;;;;;;;;
tribal_job_spiritual_rhllor;Красный Жрец;x;;;;;;;;;;;;
tribal_job_spiritual_dothraki_pagan;Шаман;x;;;;;;;;;;;;
tribal_job_spiritual_qarth_warlocks;Колдун;x;;;;;;;;;;;;
tribal_job_spiritual_harpy;Грация;x;;;;;;;;;;;;
tribal_job_spiritual_shadowbinders;Заклинатель тени;x;;;;;;;;;;;;
tribal_job_spiritual_valyrian;Заклинатель бурь;x;;;;;;;;;;;;
tribal_job_spiritual_jogos_pagan;Лунный певец;x;;;;;;;;;;;;
NW_job_spiritual_the_seven;Септон;x;;;;;;;;;;;;
NW_job_spiritual_drowned_god;Утопленник;x;;;;;;;;;;;;
NW_job_spiritual_storm_god;Штормовой жрец;x;;;;;;;;;;;;
NW_job_spiritual_rhllor;Красный Жрец;x;;;;;;;;;;;;
NW_job_spiritual_dothraki_pagan;Шаман;x;;;;;;;;;;;;
NW_job_spiritual_qarth_warlocks;Колдун;x;;;;;;;;;;;;
NW_job_spiritual_harpy;Грация;x;;;;;;;;;;;;
NW_job_spiritual_shadowbinders;Заклинатель тени;x;;;;;;;;;;;;
NW_job_spiritual_valyrian;Заклинатель бурь;x;;;;;;;;;;;;
NW_job_spiritual_jogos_pagan;Лунный певец;x;;;;;;;;;;;;
desc_job_spiritual;§Y$JOB$§! ваш персональный советник по вопросам веры;x;;;;;;;;;;;;
EVTDESCreligious.2;Я выбрал[GetEndA] церковную карьеру.;x;;;;;;;;;;;;
EVTDESCreligious.3;[Root.PrimaryTitle.GetFOA], я, [From.GetTitledFirstName], искренне прошу дать мне возможность продолжить карьеру как [From.Religion.GetPriestTitle] веры [From.Religion.GetName], чтобы я мог[From.GetNoneE] полностью посвятить себя учению [From.Religion.GetScriptureName].;x;;;;;;;;;;;;
TOOLTIPreligious.3TEMPLE;[From.GetTitledFirstName] покидает город [Root.Capital.GetName], чтобы стать служител[From.GetSoftNitseyEm] веры [From.Religion.GetName]\n;x;;;;;;;;;;;;
opinion_studying_religion;Учится в жречество;x;;;;;;;;;;;;
EVTDESCreligious.4;После многих лет обучения в веру [Root.Religion.GetScriptureName], я был[GetEndA] признан[GetEndA] достойн[GetOyYm] считаться как [From.Religion.GetPriestTitle] среди последователей веры [Root.Religion.GetName].;x;;;;;;;;;;;;
EVTDESCreligious.5;После многих лет обучения в веру [From.Religion.GetScriptureName], ваш[From.GetEndA] [From.GetRootRelation] [From.GetFirstName] был[From.GetEndA] признан[From.GetEndA] достойн[From.GetOyYm] среди [From.Religion.GetPriestTitle]ов последователей веры [From.Religion.GetName].;x;;;;;;;;;;;;
EVTDESCreligious.5B;После долгих лет воспитания и обучения использованию длинной секиры, ваш [From.GetRootRelation] [From.GetFirstName] считается достойным посвящения в Бородатые жрецы. Тайное имя нашего бога было [From.GetHerHim] открыто, и [From.GetSheHe] был заклеймён своим топором. [From.GetSheHeCap] получил запрет срезать свои волосы. [From.GetSheHeCap] также поклялся 'Служить. Повиноваться. Защищать'.;x;;;;;;;;;;;;
EVTDESCreligious.6;Семибожием управляет совет из высокопоставленного духовенства, самых набожных людей Вестероса. Самые влиятельные из них состоят в совете Праведынх и могут избирать Верховного Септона. Хотя Верховный Септон обычно избирается из числа самих Набожных, это не обязательное требование.;x;;;;;;;;;;;;
EVTOPTAreligious.6;Что мы имеем?;x;;;;;;;;;;;;
EVTDESCreligious.7;[Root.PrimaryTitle.GetFOA], место в совете Праведных свободно.;x;;;;;;;;;;;;
EVTOPTAreligious.7;Мы должны найти достойного Септона!;x;;;;;;;;;;;;
EVTDESCreligious.8;Я был избран на свободное место в совете Праведных.;x;;;;;;;;;;;;
EVTDESCreligious.9;[Root.PrimaryTitle.GetFOA], мне предложили войти в совет Праведных, высший совет Веры Семерых. Это - престижная должность, и по этому я принял предложение. \n\nВаш смиренный Септон [From.GetFirstName];x;;;;;;;;;;;;
EVTOPTAreligious.9;Он действительно набожный;x;;;;;;;;;;;;
EVTDESCreligious.10;Моё время прошло, теперь Праведные выберут моего преемника;x;;;;;;;;;;;;
EVTDESCreligious.11;[Root.PrimaryTitle.GetFOA], трагические новости, его святость, Верховный Септон, скончался.;x;;;;;;;;;;;;
EVTOPTAreligious.11;Нужно избрать приемника!;x;;;;;;;;;;;;
TOOLTIPSELECTHIGHSEPTON;Совет Праведных выберет нового Верховного Септона. В течение трех месяцев Вы должны назначить своим приемником наиболее лучшую по вашему мнению кандидатуру через личное взаимодействие. Но совет Праведынх скорее выберет Септона из своего круга.\n;x;;;;;;;;;;;;
