#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESChigh_valyrian.100;Сидя в моей библиотеке я заметил старые пыльные тома. Это оказались сборники сказаний и легенд о Старой Валирии. Возможно, мне стоит их прочесть?;;;;;;;;;;;;;x
EVTOPTAhigh_valyrian.100;Как интересно!;;;;;;;;;;;;;x
EVTOPTBhigh_valyrian.100;У меня нет времени на книги.;;;;;;;;;;;;;x
reading_valyrian_books;Читать Валирийские легенды.;;;;;;;;;;;;;x
EVTDESCfire_obsessed.1;В этой книге есть самые интригующие сказания о драконах и огне. Она утверждает, что старые волшебники Валирии не пилили и обтёсывали камень, а обрабатывали его огнем и магией. В моих жилах течёт кровь Старой Валирии. Вдруг и у меня получится?;;;;;;;;;;;;;x
EVTOPTAfire_obsessed.1;Послать за алхимиком, он должен знать.;;;;;;;;;;;;;x
EVTOPTBfire_obsessed.1;Ни один смертный не может повелевать огнём.;;;;;;;;;;;;;x
pyromancer;Пиромант;;;;;;;;;;;;;x
EVTDESCfire_obsessed.2;Этот алхимик искусен в управлении огнем, и он говорит, что я, будучи рождённым от крови дракона, тоже могу научиться этому. Если так, то скоро враги познают мою силу…;;;;;;;;;;;;;x
EVTOPTAfire_obsessed.2;Огонь подчинится мне.;;;;;;;;;;;;;x
opinion_pyromancer;Младший пиромант;;;;;;;;;;;;;x
fire_obsessed;Одержимость огнём;;;;;;;;;;;;;x
fire_obsessed_desc;Этот персонаж увлекся силой огня.;;;;;;;;;;;;;x
EVTDESCfire_obsessed.3;[FromFrom.GetTitledName] был[FromFrom.GetEndA] приговорен[FromFrom.GetEndA] к смерти, и Вы повелели сжечь [FromFrom.GetHerHis] заживо для устрашения врагов. Жертву привязали к столбу и развели костер, [FromFrom.GetHerHis] крики продолжались несколько минут, пока [FromFrom.GetSheHe], наконец, не умер[FromFrom.GetNoneE].;;;;;;;;;;;;;x
EVTOPTAfire_obsessed.3;Сжечь [From.GetHerHis]!;;;;;;;;;;;;;x
EVTOPTBfire_obsessed.3;Мне нужно проявить милосердие.;;;;;;;;;;;;;x
EVTDESCfire_obsessed.4;М[FromFromFrom.GetOyaOy] [FromFromFrom.GetRootRelation] [FromFromFrom.GetFirstName] был[FromFromFrom.GetEndA] приговорен[FromFromFrom.GetEndA] к сожжению живьём! Такой приказ отдал[From.GetEndA] жесток[From.GetAyaIy] [From.GetTitledName]!;;;;;;;;;;;;;x
EVTOPTAfire_obsessed.4;Будь проклят[From.GetEndA]!;;;;;;;;;;;;;x
opinion_burned_closed_relative;Сожжённый близкий родственник;;;;;;;;;;;;;x
EVTDESChigh_valyrian.101;В этой книге написаны самые интересные легенды о Драконах. Они были приручены около пяти тысяч лет назад в Валирии. С помощью драконов Валирия достигла своего величия, захватив пол континента. Таргариены тоже использовали Драконов чтобы завоевать Семь Королевств, но теперь драконов нет...;;;;;;;;;;;;;x
EVTOPTAhigh_valyrian.101;Я хочу Дракона!;;;;;;;;;;;;;x
EVTOPTBhigh_valyrian.101;Драконья кровь сохранилась в доме Таргариен.;;;;;;;;;;;;;x
EVTOPTChigh_valyrian.101;Драконы мертвы.;;;;;;;;;;;;;x
EVTDESChigh_valyrian.102;Легенды про драконов и рассказы о нашем Доме, владевшем ими, наполняет меня чувством гордости. Как почтить мне память об этом?;;;;;;;;;;;;;x
EVTOPTAhigh_valyrian.102;Воздвигнуть статую Дракона.;;;;;;;;;;;;;x
EVTOPTBhigh_valyrian.102;Турнир;;;;;;;;;;;;;x
EVTOPTChigh_valyrian.102;Летопись;;;;;;;;;;;;;x
EVTDESChigh_valyrian.103;Моя статуя в честь Дракона и моих предков наконец закончена, все будут дивиться этому творению.;;;;;;;;;;;;;x
EVTOPTAhigh_valyrian.103;Я от крови Дракона.;;;;;;;;;;;;;x
DRAGONTOURNAMENTTITLE;Турнир Драконов;;;;;;;;;;;;;x
EVTDESChigh_valyrian.104;Приглашения на ваш особый турнир разосланы. Все достопочтенные рыцари и лорды земли [TopLiege.PrimaryTitle.GetName] приглашены в город [Root.Capital.GetName] сразиться на турнире в честь и во славу драконов и дома Таргариен.;;;;;;;;;;;;;x
EVTDESChigh_valyrian.105;В рамках турнира в честь драконов, группа пиромантов устроила внушительное представление с диким огнём, включавшее правдоподобное видение дракона в натуральную величину. Гости в благоговейном трепете наблюдают за взрывами и сполохами ярко-зелёного огня, озаряющими дракона и громадное знамя дома Таргариен.;;;;;;;;;;;;;x
EVTOPTAhigh_valyrian.105;Почти как настоящий!;;;;;;;;;;;;;x
EVTDESChigh_valyrian.106;[From.GetTitledFirstName] устроил[From.GetEndA] турнир в честь драконов и дома Таргариенов, в рамках которогго группа пиромантов устроила внушительное представление с диким огнём, включавшее в себя правдоподобное видение дракона в натуральную величину. Гости в благоговении и трепете взирали на ярко-зелёные сполохи и взрывы, освещавшие дракона.;;;;;;;;;;;;;x
EVTOPTAhigh_valyrian.106;Не слишком ли сильно [From.GetSheHe] любит драконов?;;;;;;;;;;;;;x
EVTDESChigh_valyrian.107;[Root.PrimaryTitle.GetFOA], сим приглашаю вас в столицу [From.Capital.GetName] поучаствовать в особом турнире в честь ушедших драконов и дома Таргариенов, их повелителей. Обещаю, что это будет грандиозное событие, подобного которому ещё не видели в наших землях.\nС наилучшими пожеланиями,\n\n[From.GetTitledFirstNameNoRegnal] из дома Таргариен, [From.GetRegnalOrdinal] [From.GetHerHis] имени.;;;;;;;;;;;;;x
EVTTOOLTIPhigh_valyrian.103;Будет воздвигнута Статуя Дракона;;;;;;;;;;;;;x
EVTTOOLTIPhigh_valyrian.104;Пройдет Турнир Дракона;;;;;;;;;;;;;x
action_oversee_province_desc;Отправить кастеляна наблюдать за управлением провинции;;;;;;;;;;;;;x
action_oversee_province_nomadic_desc;Отправить кастеляна наблюдать за управлением провинции;;;;;;;;;;;;;x
action_improve_defenses_desc;Поручить кастеляну проверку и улучшение местной обороны;;;;;;;;;;;;;x
action_pacify_province_desc;Отправить кастеляна усмирить провинцию, улучшая военную подготовку в ней;;;;;;;;;;;;;x
action_pacify_province_nomadic_desc;Отправить кастеляна усмирить провинцию, улучшая военную подготовку в ней;;;;;;;;;;;;;x
EVTDESChigh_valyrian.108;Прослышав о моём желании завладеть драконом, состоятельный торговец прибыл с намерением продать мне окаменевшие яйца драконов. '[Root.PrimaryTitle.GetFOA], я предлагаю Вам такую сделку - за эти яйца я получу очень много золота... а также руку Вашей дочери.';;;;;;;;;;;;;x
EVTOPTAhigh_valyrian.108;Цена высока, но я согласен.;;;;;;;;;;;;;x
EVTOPTBhigh_valyrian.108;Я Дракон! Они по праву принадлежат мне.;;;;;;;;;;;;;x
EVTOPTChigh_valyrian.108;Яйца Дракона? Это невозможно, убирайся!;;;;;;;;;;;;;x
EVTDESChigh_valyrian.109;Эти яйца дракона увлекательные вещи, их сияние ослепительно, они горячи наощупь. Там же внутри дракон? Возможно, он вылупится, если поместить яйцо в жар…;;;;;;;;;;;;;x
EVTOPTAhigh_valyrian.109;Они должны родиться в Драконей Яме на вершине Холма Рейнис!;;;;;;;;;;;;;x
EVTOPTBhigh_valyrian.109;Они родятся в огне!;;;;;;;;;;;;;x
EVTOPTChigh_valyrian.109;Может быть, это слишком опасно...;;;;;;;;;;;;;x
EVTDESChigh_valyrian.110;Пламя не принесло желаемого результата. Возможно, они всё-таки не настоящие…;;;;;;;;;;;;;x
EVTOPTAhigh_valyrian.110;Это печально;;;;;;;;;;;;;x
EVTDESChigh_valyrian.111;Я так долго изучал древние свитки, что мной овладело мучительное желание увидеть драконов. Таргариены владели ими, а затем позволили им умереть, отказав миру в возможности лицезреть огонь и величие этих существ. Почему же мне нельзя хоть разок посмотреть на них?;;;;;;;;;;;;;x
EVTOPTAhigh_valyrian.111;Этот мир разрушен;;;;;;;;;;;;;x
dragon_eggs;Владеет Яйцом Дракона;;;;;;;;;;;;;x
EVTDESCroberts_rebellion.4;После того как принц Рейгар выкрал Лианну Старк, Брандон Старк имел безрассудство потребовать за это его жизнь! Я казнил и его, и его отца, а теперь Эддард Старк, Роберт Баратеон и их союзники восстали против меня.;;;;;;;;;;;;;x
EVTOPTBroberts_rebellion.4;Они почувствуют на себе мой огонь...;;;;;;;;;;;;;x
EVTDESCroberts_rebellion.5;Моя возлюбленная Лианна похищена принцем Рейгаром. А после того как её отец Рикард Старк обратился к королю Эйрису, чтобы прекратить это беззаконие, король сжёг его заживо на глазах у его сына Брандона. Теперь мы с Эддардом Старком и союзниками готовим выступление против тирании Безумного короля.;;;;;;;;;;;;;x
EVTOPTAroberts_rebellion.5;Я сокрушу Таргариенов моим молотом!;;;;;;;;;;;;;x
EVTDESCroberts_rebellion.6;Моя сестра находится в руках принца Рейгара. Безумный король Эйрис сжёг моего отца живьём в то время как Брандон, мой старший брат, в отчаянии наблюдал за казнью. Лианна моя сестра и невеста Роберта Баратеона, восставшего против тирании безумного короля. Он поможет мне свершить правосудие.;;;;;;;;;;;;;x
EVTOPTAroberts_rebellion.6;Лианна будет спасена...;;;;;;;;;;;;;x
EVTDESCroberts_rebellion.7;Мои бывшие подопечные Нед Старк и Роберт Баратеон восстали против тирании безумного короля Эйриса, который сжёг Рикарда Старка, и позволил похищение Лианны Старк. Я выступлю на их стороне.;;;;;;;;;;;;;x
EVTOPTAroberts_rebellion.7;Мы победим;;;;;;;;;;;;;x
EVTDESCroberts_rebellion.8;Безумный король Эйрис спровоцировал Эддарда Старка, Роберта Баратеона и их союзников на восстание. Король неоднократно ущемлял меня, несмотря на мою верную службу Десницей Короля, так что я не буду торопиться прийти ему на помощь.;;;;;;;;;;;;;x
EVTOPTAroberts_rebellion.8;Мы должны использовать это к своей выгоде.;;;;;;;;;;;;;x
EVTDESCroberts_rebellion.9;Король Эйрис является нашим союзником по крови через брак моей сестры Элии и наследного принца Рейгара. Роберт Баратеон поднял восстание против короля, и теперь мы должны помочь нашим союзникам и моей сестре.;;;;;;;;;;;;;x
EVTOPTAroberts_rebellion.9;Лорды Дорна выступят.;;;;;;;;;;;;;x
EVTDESCroberts_rebellion.10;Лорды, сеющие поля, сейчас втянуты в гражданскую войну, в которой Роберт Баратеон восстал против безумного короля Эйриса. Я решил не участвовать в войне, но мои сыновья неумолимы в их жажде наживы и славы.;;;;;;;;;;;;;x
EVTOPTAroberts_rebellion.10;Я буду сопротивляться уговорам присоединиться к любой из сторон;;;;;;;;;;;;;x
EVTDESCroberts_rebellion.11;Роберт Баратеон и его союзники восстали против нашего короля, Эйриса Таргариена, являющегося законным правителем Семи Королевств, мы должны поддержать его, и не важно, что он натворил.;;;;;;;;;;;;;x
EVTOPTAroberts_rebellion.11;Простор поддержит Корону;;;;;;;;;;;;;x
EVTDESCroberts_rebellion.12;Король Эйрис, в припадке безумия, жестоко казнил Брандона и Рикарда Старков. Наследный принц Рейгар похитил Лианну Старк. Мы союзники Старков по крови, моя дочь замужем за Эддардом Старком, поэтому мы должны помочь им в их борьбе за справедливость.;;;;;;;;;;;;;x
EVTOPTAroberts_rebellion.12;Речные лорды, готовьтесь к войне.;;;;;;;;;;;;;x
demand_kings_landing;Потребовать Королевскую гавань у знаменосца;;;;;;;;;;;;;x
demand_kings_landing_desc;Королевская Гавань принадлежит мне по праву как владыке Железного трона. Я потребую её себе от моего знаменосца.;;;;;;;;;;;;;x
EVTTOOLTIP63070;услышит ваше требование.;;;;;;;;;;;;;x
EVTDESC63070;[Root.GetFirstNameWithDynasty], Королевская Гавань по праву является доменом владыки Железного трона. Я требую немедленно вернуть её мне. \n\nПодпись, [From.GetTitledFirstName], [From.GetTitle] Андалов, Ройнаров и Первых Людей, Правитель Семи Королевств.;;;;;;;;;;;;;x
EVTTOOLTIP63072;услышит о вашем отказе;;;;;;;;;;;;;x
EVTDESC63071;Вы ставите меня в трудное положение, [Root.PrimaryTitle.GetFOA], но если вы чувствуете, что это наилучший курс действий, то пусть будет так. Я сдам Королевскую  Гавань.\n\nПодпись,\n[From.GetTitle] [From.GetFirstNameWithDynasty];;;;;;;;;;;;;x
EVTDESC63072;Я полагаю, это какой-то фарс, [Root.PrimaryTitle.GetFOA]. Я не отдам то, что принадлежит мне по праву, кто бы этого не требовал, хоть бы и сам Король. Вам придется взять это силой\n\nПодпись,\n[From.GetTitle] [From.GetFirstNameWithDynasty];;;;;;;;;;;;;x
EVTOPTA63072;Быть по сему;;;;;;;;;;;;;x
EVTDESC63073;Мой Господин, [Root.TopLiege.GetTitledName] утверждает, что Королевская Гавань по праву является доменом Короля и требует, чтобы она немедленно была возвращена. Что же делать? \n\nПодпись, [From.GetFirstNameWithDynasty], Лорд земли [From.PrimaryTitle.GetName];;;;;;;;;;;;;x
EVTDESC63074;Вы ставите меня и моего знаменосца в трудное положение, Ваша Светлость, но если вы считаете, что так надо, то пусть будет так. Я сдам Королевскую Гавань от имени моего знаменосца.\n\nПодпись,\n[From.GetFirstNameWithDynasty];;;;;;;;;;;;;x
EVTDESC63075;Я полагаю, это какой-то фарс, Ваша Милость. Я не отдам вам то что принадлежит моему знаменосцу. Если хотите, возьмите это силой.\n\nПодпись,\n[From.GetFirstNameWithDynasty];;;;;;;;;;;;;x
EVTTOOLTIP63073;Ваш Господин услышит об этом;;;;;;;;;;;;;x
EVTTOOLTIPfire_obsessed.4;будет возмущен[_];;;;;;;;;;;;;x
opinion_targaryen_loyalist;Союзник Таргариенов;;;;;;;;;;;;;x
EVTDESC45340;Моё время истекло, надеюсь наследник почтит мою память!;;;;;;;;;;;;;x
EVTOPTA45340;Будем надеяться...;;;;;;;;;;;;;x
marsh;Болота;;;;;;;;;;;;;x
kingsroad;Королевский Тракт;;;;;;;;;;;;;x
river_road;Речная Дорога;;;;;;;;;;;;;x
goldroad;Золотая Дорога;;;;;;;;;;;;;x
roseroad;Дорога Роз;;;;;;;;;;;;;x
oceanroad;Морская Дорога;;;;;;;;;;;;;x
highroad;Горная дорога;;;;;;;;;;;;;x
high_road;Горная дорога;;;;;;;;;;;;;x
marshroad;Перешеек;;;;;;;;;;;;;x
moatcailin;Ров Кейлин;;;;;;;;;;;;;x
mountainpass;Горный перевал;;;;;;;;;;;;;x
EVTDESCroberts_rebellion.13;В кровавой борьбе, мы одолели Безумного Короля. Да будет царствование Дома Баратеонов над Семью Королевствами долгим и благополучным.;;;;;;;;;;;;;x
EVTOPTAroberts_rebellion.13;Слава!;;;;;;;;;;;;;x
EVTDESCroberts_rebellion.14;Все Таргариены мертвы или в изгнании, но это слабое утешение за смерть Лианны, Брандона и отца. Но теперь северяне, по крайней мере, смогут жить в мире.;;;;;;;;;;;;;x
EVTOPTAroberts_rebellion.14;Долгие лета Королю Роберту;;;;;;;;;;;;;x
EVTDESCroberts_rebellion.15;Мое решение поддержать моих подопечных было оправдано, Роберт теперь сидит на Железном Троне, Таргариены свергнуты.;;;;;;;;;;;;;x
EVTOPTAroberts_rebellion.15;Он будет справедливым.;;;;;;;;;;;;;x
EVTDESCroberts_rebellion.16;Благодаря моим решительным действиям, Роберт Баратеон теперь сидит на Железном Троне. Люди Ланнистеров были первыми, кто освободил Королевскую Гавань, и теперь моя дочь Серсея состоит в браке с королем!;;;;;;;;;;;;;x
EVTOPTAroberts_rebellion.16;Дом Ланнистер будет велик.;;;;;;;;;;;;;x
EVTDESCroberts_rebellion.17;Несмотря то, что мы храбро сражались, Таргариены были свергнуты. Моя сестра, прекрасная Элия попала в кровавую бойню и была жестоко убита вместе со своими детьми.;;;;;;;;;;;;;x
EVTOPTAroberts_rebellion.17;Месть. Правосудие. Пламя и Кровь.;;;;;;;;;;;;;x
EVTDESCroberts_rebellion.18;Я до последнего удерживал Штормовой Предел для Роберта всю свою войну за престол, и по праву он должен быть моим. Но он отдал его нашему младшему брату Ренли, и поставил меня правителем Драконьего Камня!;;;;;;;;;;;;;x
EVTOPTAroberts_rebellion.18;Это очень меня раздражает.;;;;;;;;;;;;;x
opinion_intimidated;Испуган[_];;;;;;;;;;;;;x
opinion_resentful;Обижен[_];;;;;;;;;;;;;x
EVTOPTC72001;Слышали ли вы 'Дожди в Кастамере'?;;;;;;;;;;;;;x
EVTOPTC72002;Слышали ли вы 'Дожди в Кастамере'?;;;;;;;;;;;;;x
EVTDESC72130;Когда ваш пир подходит к концу, вы смотрите на вассалов. Некоторые из них забыли своё место, забыли, что происходит с теми, кто бросает вызов Дому Ланнистеров. Но даже самый низкий предатель побледнеет, услышав 'Дожди в Кастамере'.;;;;;;;;;;;;;x
EVTOPTA72130;С чего бы мне, — сказал тот лорд, — склоняться пред тобой?;;;;;;;;;;;;;x
EVTDESC72131;Вы сидите в Большом Зале в замке [From.Location.GetName]. Когда пир подходил к концу, музыканты начали играть 'Дожди Кастамере', и мурашки пробежали по спине... Несомненно [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] не сделал[From.GetEndA] бы этого без причины. Вы лишь надеетесь, что причина не в Вас.;;;;;;;;;;;;;x
EVTOPTA72131;С чего бы мне, — сказал тот лорд, —  склоняться пред тобой?;;;;;;;;;;;;;x
EVTDESC62016;Один из солдат противника, видимо, решил взяться за рог. Круглые сутки этот шум в ушах не даёт вам спать, истощая ваш ум и тело.;;;;;;;;;;;;;x
EVTOPTA62016;Клянусь всеми Богами, я убью этого человека!;;;;;;;;;;;;;x
has_missing;Пропал[_] без вести;;;;;;;;;;;;;x
has_missing_desc;Эт[_от] [__ребёнок] пропал[_] без вести и считается погибш[__им];;;;;;;;;;;;;x
has_missing_death;, возможно просто пропал[_] без вести,;;;;;;;;;;;;;x
invasion_ironborn_desc;Железнорожденные древности создали великое королевство своими завоеваниями. Заплатим же снова железную цену и вернём свою славу!;;;;;;;;;;;;;x
invasion_ironborn;Вторжение Железнорожденных;;;;;;;;;;;;;x
i_am_high_valyrian;Во мне течёт кровь Великой Валирии!;;;;;;;;;;;;;x
i_am_high_valyrian_desc;Выберите этот пункт для подтверждения, что ваш персонаж - законный потомок Старой Валирии;;;;;;;;;;;;;x
TOOLTIPi_am_high_valyrian;[Root.GetFirstNameWithDynasty] и [Root.GetHerHis] семья подтверждает происхождение из великой Валирии;;;;;;;;;;;;;x
CITY_WATCH_OF;Городская стража;;;;;;;;;;;;;x
EVTDESCmaintenance.18;[Root.GetFirstNameWithDynasty], я больше не верю, что вы подходящий человек для этой должности и сим освобождаю вас от командования.\n\n С уважением,\n[From.GetFirstNameWithDynasty];;;;;;;;;;;;;x
EVTOPTAmaintenance.18;Я не согласен с их решением.;;;;;;;;;;;;;x
EVTDESC63076;[Root.PrimaryTitle.Kingdom.GetFullName] в настоящие время не принадлежит никому, кроме Короны. Возможно, мне стоит попросить, чтобы [Root.Liege.GetTitledFirstName] передал[Root.Liege.GetEndA] этот титул мне?;;;;;;;;;;;;;x
EVTOPTA63076;Я попрошу этот титул.;;;;;;;;;;;;;x
EVTOPTB63076;Это не так уж важно.;;;;;;;;;;;;;x
EVTDESC63077;[Root.PrimaryTitle.GetFOA], [FromFrom.PrimaryTitle.Kingdom.GetFullName] в настоящее время не принадлежит никому, кроме Короны. Я прошу вас передать этот титул мне, как вашему самому верному и способному знаменосцу. \n\n Ваш[FromFrom.GetEndA] Смиренн[FromFrom.GetAyaYy],\n[FromFrom.GetFirstNameWithDynasty];;;;;;;;;;;;;x
