#CODE;ENGLISH;x
EVTDESCmountain_clans.9;Вы встретились с горными кланами в ожесточенной схватке. В пылу сражения вы столкнулись с их вожаком, который при видя вас издал боевой клич…;x
EVTOPTAmountain_clans.9;Этот дикарь станет вашей погибелью…;x
TOOLTIPmountain_clans.10;Вы на дуэли, противник - [This.GetTitledFirstName];x
EVTDESCmountain_clans.10;Мой клан совершал набеги на земли с гор для еды и женщин, когда на нас напал отряд в стальных одеждах. Я вижу лидера и яростно кричу.;x
EVTOPTAmountain_clans.10;Аррггх!;x
EVTDESCmountain_clans.11;Их вождь мертв, кланы впадают в беспорядок и их с легкостью убивают ваши рыцари. Этот клан больше не будет беспокоить район, и крестьяне благодарны за мир, который вы принесли.;x
EVTOPTAmountain_clans.11;Теперь кланы боятся вас!;x
EVTDESCmountain_clans.12;[From.GetTitledFirstName] и [From.GetHerHis] рыцари столкнулись с жестоким кланом в своей охоте. Очевидно, [From.GetTitledFirstName] лично убил их вождя, заставив дикарей впасть в смятение и с легкостью перебить. Этот клан больше не будет беспокоить район, и крестьяне благодарны за мир, который был принесен.;x
EVTOPTAmountain_clans.12;Хороший бой!;x
EVTDESCmountain_clans.13;[FromFrom.GetTitledFirstName] и [FromFrom.GetHerHis] рацари были атакованы из засады, много убито, а часть взята в плен. [FromFrom.GetTitledFirstName], по-видимому, был отмечен вождем и побежден в одиночном бою, из-за этого [FromFrom.GetHerHis] люди посесли большие потери.;x
EVTOPTAmountain_clans.13;Кто нибудь может остановить этих дикарей?;x
EVTDESCmountain_clans.14;Прошли уже сотни лет с тех пор как кланы угрожали Долине чем-то более серьезным, чем рейды. Однако, дошли слухи о короле, который объединил кланы и собрал большой отряд воинов, которые намерены отобрать себе плодородные земли Долины!;x
EVTOPTAmountain_clans.14;Как они смогут сравниться с бронированными рыцарями?;x
TOOLTIPmountain_clans.14;Горные кланы начинают вторжение в Долину;x
EVTDESCmountain_clans.18;Я ехал через высокий горный перевал возле города [From.Capital.GetName] с тем, что, как я думал, было достаточным вооруженным конвоем, когда отряд горных кланов устроил засаду. Они убили всех моих стражников, связали меня и взяли в плен!;x
EVTOPTAmountain_clans.18;Что они собираются сделать со мной?;x
EVTDESCmountain_clans.19;Горные кланы снова нанесли удар, на этот раз попались [From.GetTitledFirstName] и [From.GetHerHis] всадники около города [FromFrom.Capital.GetName]. Очевидно, [From.GetTitledFirstName] взят[From.GetEndA] в плен, а [From.GetHerHis] эскорт перебит.;x
EVTOPTAmountain_clans.19;Увидим ли мы [From.GetHerHis] снова?;x
