#CODE;ENGLISH;x
EVTDESC_dynastic_rivalry.202;Тысячу лет назад, во время Войны Нимерии, после поражения короля Гаррисона Фаулера от Нимерии, Фаулеры присоединились к Мартеллам против Айронвудов. С тех пор два дома Каменного Пути и Принцева Перевала стали жестокими соперниками, погрязшими в жестокой вражде.;x
EVTOPTA_dynastic_rivalry.202;Мы храним путь;x
EVTOPTB_dynastic_rivalry.202;Воспарим!;x
TOOLTIPbloody_vengeance_REALMSIZE_CLAIMS;[Root.GetTitledFirstNameWithDynastyNoRegnal] необходимо иметь права на земли персонажа [From.GetTitledFirstNameWithDynastyNoRegnal] (Поскольку в более чем 2 раза сильнее, чем  [From.GetTitledFirstNameNoRegnal]);x
TOOLTIPbloody_vengeanceLIFETIME;[Root.GetTitledFirstNameWithDynastyNoRegnal] НЕ выбрал[Root.GetEndA] Дом [From.GetOnlyDynastyName] для отмщения войной в качестве цели в [Root.GetHerHis] жизни;x
EVTDESCdynastic_rivalry.203;В Веке Героев дома Мандерли и Пиков противостояли друг другу. Короли Хайгардена, Гарденеры, смогли остановить прямую войну, но старые обиды все еще тлеют.;x
EVTOPTAdynastic_rivalry.203;Мы покажем этим Пикам!;x
EVTOPTBdynastic_rivalry.203;Мандерли падут!;x
EVTDESCdynastic_rivalry.20;По прибытии в замок персонажа [blood_feud_brawl_host.GetTitledFirstNameNoRegnal] мне было противно видеть, что присутствует свита Дома [blood_feud_brawl_target.GetOnlyDynastyName] во главе с человеком, известным как [blood_feud_brawl_target.GetTitledFirstNameWithDynastyNoRegnal]. Напряженность высока, и насилие угрожает произойти между нашими двумя группами.;x
EVTOPTAdynastic_rivalry.20;Оскорбить проклятый Дом [blood_feud_brawl_target.GetOnlyDynastyName]!;x
TOOLTIPdynastic_rivalry.22;Вы оскорбляете персонажа [blood_feud_brawl_target.GetTitledFirstNameWithDynastyNoRegnal] и приказываете своим людям атаковать вражескую сторону.;x
EVTOPTBdynastic_rivalry.20;Не подходите к ним;x
EVTDESCdynastic_rivalry.21;По прибытии в замок персонажа [blood_feud_brawl_host.GetTitledFirstNameNoRegnal] мне было противно видеть, что также присутствует свита Дома [From.GetOnlyDynastyName] во главе с персонажем [From.GetTitledFirstNameWithDynastyNoRegnal]. Напряжение высоко, но [From.GetTitledFirstNameNoRegnal] пытается избежать конфронтации.;x
EVTOPTAdynastic_rivalry.21;[From.GetHerHisCap] простое присутствие меня оскорбляет!;x
EVTDESCdynastic_rivalry.22;По прибытии в замок персонажа [blood_feud_brawl_host.GetTitledFirstNameNoRegnal] мне было противно видеть, что также присутствует свита Дома [From.GetOnlyDynastyName] во главе с персонажем [From.GetTitledFirstNameWithDynastyNoRegnal]. Напряженность высока, и [From.GetTitledFirstNameNoRegnal] начинает гонять ваших людей и оскорблять вашу честь.;x
EVTOPTAdynastic_rivalry.22;Вот и все, мы покажем Дому [From.GetOnlyDynastyName] свою силу!;x
TOOLTIPdynastic_rivalry.23;Вспыхивает насилие...;x
EVTOPTBdynastic_rivalry.22;Я выше этих оскорблений;x
TOOLTIPdynastic_rivalry.25;Вы приказываете своим людям проявлять сдержанность и воздерживаться от насилия;x
EVTDESCdynastic_rivalry.23;[From.GetTitledFirstNameWithDynastyNoRegnal] отвечает на оскорбления, начинается драка между людьми Домов [From.GetOnlyDynastyName] и [Root.GetOnlyDynastyName]!;x
EVTOPTAdynastic_rivalry.23;Возьми это, [GetRootFromInsult] [From.GetOnlyDynastyName]!;x
EVTDESCdynastic_rivalry.24;Вы ответили на оскорбления персонажа [From.GetTitledFirstNameWithDynastyNoRegnal], начав драку между людьми Домов [From.GetOnlyDynastyName] и [Root.GetOnlyDynastyName]!;x
EVTOPTAdynastic_rivalry.24;Взбейте их! Моя честь требует этого!;x
EVTDESCdynastic_rivalry.25;Несмотря на провокации вас и ваших людей, [From.GetTitledFirstNameWithDynastyNoRegnal] демонстрирует сдержанность, а люди [From.GetHerHis] не поднимаются до угроз насилия.;x
EVTOPTAdynastic_rivalry.25;[GetRootFromInsult] [From.GetOnlyDynastyName] явно демонстрирует слабость!;x
EVTDESCdynastic_rivalry.26;Во время участия в мероприятии между группой Домов [From.GetOnlyDynastyName] и [FromFrom.GetOnlyDynastyName] произошло насилие! Ссора, в которой [From.GetRootRelation] [From.GetTitledFirstNameNoRegnal] оказывается одним из зачинщиков, потрясла всех присутствующих.;x
EVTOPTAdynastic_rivalry.26;[FromFrom.GetOnlyDynastyName], сволочь!;x
EVTDESCdynastic_rivalry.27;Будучи там и принимая гостей, между группой Домов [From.GetOnlyDynastyName] и [FromFrom.GetOnlyDynastyName] произошло насилие! Эта драка потрясла всех присутствующих и серьезно оскорбила мое гостеприимство.;x
EVTOPTAdynastic_rivalry.27;Это неприемлемо!;x
EVTDESCdynastic_rivalry.30;Армия в настоящее время находится в лагере в области [Root.Location.GetName], и, несмотря на номинальное союзничество, между людьми, которых возглавляет [enemy_vassal.GetTitledFirstNameWithDynastyNoRegnal] и моими людьми из Дома [Root.GetOnlyDynastyName] существует напряженность. Кровь между домами грозит разразиться насилием!;x
EVTOPTAdynastic_rivalry.30;Мы не можем проявить слабость! Ободряйте их!;x
opinion_undisciplined;Недисциплинированность;x
EVTOPTBdynastic_rivalry.30;Приказать людям проявить сдержанность;x
EVTDESCdynastic_rivalry.31;Армия в настоящее время находится в лагере в области [Root.Location.GetName], и, несмотря на номинальное союзничество, между людьми, которых возглавляет [From.GetTitledFirstNameWithDynastyNoRegnal] и моими людьми из Дома [Root.GetOnlyDynastyName] существует напряженность. Кровь между домами грозит разразиться насилием, а [From.GetTitledFirstNameNoRegnal] ничего не делает, чтобы всё остановить!;x
EVTOPTAdynastic_rivalry.31;Если они хотят драки, то получат её!;x
EVTOPTBdynastic_rivalry.31;Прикажите людям сохранить мир;x
EVTDESCdynastic_rivalry.32;Когда бои начинают вспыхивать между людьми Домов [Root.GetOnlyDynastyName] и [From.GetOnlyDynastyName], ни вы, ни [From.GetTitledFirstNameWithDynastyNoRegnal] ничего не сделали, чтобы остановить их. Насилие вскоре вышло из-под контроля.;x
EVTOPTAdynastic_rivalry.32;Быть по сему;x
EVTDESCdynastic_rivalry.33;Армия в настоящее время находится в лагере в земле [Root.Location.GetName], и, несмотря на номинальное союзничество, между людьми, которых возглавляют [From.GetTitledFirstNameWithDynastyNoRegnal] и [FromFrom.GetTitledFirstNameWithDynastyNoRegnal], существует напряженность. Кровь между домами разразилась в прямом насилии в лагере!;x
EVTOPTAdynastic_rivalry.33;Это позор, ты не можешь соблюдать дисциплину?!;x
EVTDESCdynastic_rivalry.34;Кажется, [From.GetTitledFirstNameWithDynastyNoRegnal] активно отговаривает своих людей от конфронтации с вашими людьми. Сравнительно плохая дисциплина ваших собственных людей плохо отразилась на вас.;x
EVTOPTAdynastic_rivalry.34;Типичное двуличие Дома [From.GetOnlyDynastyName]!;x
EVTDESCdynastic_rivalry.35;Армия в настоящее время находится в лагере в земле [Root.Location.GetName], и, несмотря на номинальное союзничество, между людьми, которых возглавляют [From.GetTitledFirstNameWithDynastyNoRegnal] и [FromFrom.GetTitledFirstNameWithDynastyNoRegnal], существует напряженность. К счастью, кровь между домами не разразилась насилием, [From.GetTitledFirstNameWithDynastyNoRegnal] сдерживается.;x
EVTOPTAdynastic_rivalry.35;Почему [FromFrom.GetTitledFirstNameWithDynastyNoRegnal] не показывает подобную дисциплину?;x
EVTDESCdynastic_rivalry.40;Дом [enemy_councillor.GetOnlyDynastyName] представлен вместе со мной в совете нашего господина, известного как [Root.Liege.GetTitledFirstNameNoRegnal], и часто мы горячо спорим на собраниях. [enemy_councillor.GetTitledFirstNameWithDynastyNoRegnal] раздражает меня больше, чем обычно, на сегодняшней встрече, и я не думаю, что смогу сдержать себя ...;x
EVTOPTAdynastic_rivalry.40;Высказать сердитую тираду!;x
EVTOPTBdynastic_rivalry.40;Сохранять спокойствие;x
EVTOPTCdynastic_rivalry.40;Умело опровергнуть и приуменьшить [enemy_councillor.GetHerHis] аргументы;x
EVTDESCdynastic_rivalry.41;На собрании совета, который собрал [Root.Liege.GetTitledFirstNameNoRegnal], я говорю много обоснованных аргументов, которые задевают Дом [From.GetOnlyDynastyName] и [From.GetHerHis] место. Я явно метко [From.GetHerHis] задел, потому что [From.GetTitledFirstNameNoRegnal] выпускает яростную тираду!;x
EVTOPTAdynastic_rivalry.41;Я не буду стоять и позволять оскорблять меня!;x
EVTOPTBdynastic_rivalry.41;Сдержать ярость, я не обесчещу себя перед господином;x
EVTOPTCdynastic_rivalry.41;Я знаю остроумный ответ;x
EVTDESCdynastic_rivalry.42;[From.GetTitledFirstNameWithDynastyNoRegnal] не пытался защитить себя и просто сидит невозмутимо.;x
EVTOPTAdynastic_rivalry.42;Хорошо, молчи, [GetRootFromInsult] [From.GetOnlyDynastyName]!;x
EVTDESCdynastic_rivalry.43;Пока заседание Совета продолжалось, [From.GetTitledFirstNameWithDynastyNoRegnal] просто ухмыляется, когда вы кричали и бушевали на н[FromGetHerHis]. Когда вы, наконец, остановились, [From.GetSheHe] делает досадно умное замечание, которое заставило вас выглядеть глупо.;x
EVTOPTAdynastic_rivalry.43;Я не забуду это, [From.GetOnlyDynastyName]!;x
EVTDESCdynastic_rivalry.44;[From.GetTitledFirstNameWithDynastyNoRegnal] и [FromFrom.GetTitledFirstNameWithDynastyNoRegnal] попадают в горячие споры на заседаниях Совета, основной причиной которых является кровная вражда между их домами. Сегодня их конфликт более ожесточён, чем обычно, они яростно кричат друг на друга и выглядят так, как будто они могут перейте к драке!;x
EVTOPTAdynastic_rivalry.44;Вздох. Что я могу сделать?;x
EVTOPTBdynastic_rivalry.44;Покиньте комнату Совета, вы оба!;x
EVTOPTCdynastic_rivalry.41;Успокоить их обоих словами;x
EVTDESCdynastic_rivalry.45;В ярости от ваших злостных доводов, [Root.Liege.GetTitledFirstNameNoRegnal] выгоняет вас и вашего коллегу-советника из собрания совета!;x
EVTOPTAdynastic_rivalry.45;Как унизительно;x
EVTDESCdynastic_rivalry.46;[From.GetTitledFirstNameWithDynastyNoRegnal] и [FromFrom.GetTitledFirstNameWithDynastyNoRegnal] попадают в горячие споры на заседаниях Совета, основной причиной которых является кровная вражда между их домами. Сегодня [FromFrom.GetTitledFirstNameNoRegnal] выскаывает сердитую тираду, но [From.GetTitledFirstNameNoRegnal] просто сидит пассивно и молчит.;x
EVTOPTAdynastic_rivalry.46;Какая сдержанность;x
EVTDESCdynastic_rivalry.47;[From.GetTitledFirstNameWithDynastyNoRegnal] и [FromFrom.GetTitledFirstNameWithDynastyNoRegnal] попадают в горячие споры на заседаниях Совета, основной причиной которых является кровная вражда между их домами. Сегодня [From.GetTitledFirstNameNoRegnal] высказывает сердитую тираду, в конце которой [FromFrom.GetTitledFirstNameNoRegnal] спокойно и остроумно вставляет реплику, которая рассмешила Совет.;x
EVTOPTAdynastic_rivalry.47;К[From.GetTitledFirstNameNoRegnal] снова унижается;x
EVTDESCdynastic_rivalry.48;Вы были на грани драки, когда [Root.Liege.GetTitledFirstNameNoRegnal] вмешивается и успокаивает вас словами.;x
EVTOPTAdynastic_rivalry.48;Извиняюсь, [Root.Liege.PrimaryTitle.GetFOA];x
EVTDESCdynastic_rivalry.50;Эти коварные из Дома [enemy_feud_target.GetOnlyDynastyName] ничтожны, а их земли [enemy_feud_province.GetName] уязвимы. Возможно, мы могли бы отправить туда группу наемных бандитов, чтобы преследовать крестьян и сжечь их поля?;x
EVTOPTAdynastic_rivalry.50;Да, они узнают справедливость Дома [Root.GetOnlyDynastyName]!;x
harrassed_peasants;Преследуемые крестьяне;x
EVTOPTBdynastic_rivalry.50;Нет, наша вражда не вина простолюдинов;x
EVTDESCdynastic_rivalry.51;[GetRootFromInsult] [From.GetOnlyDynastyName], [From.GetTitledFirstNameNoRegnal], отправляет вооруженных бандитов на мою землю [enemy_feud_province.GetName]! Там они сожгли урожай, разрушили здания и преследовали крестьян!;x
EVTOPTAdynastic_rivalry.51;Дом [Root.GetOnlyDynastyName] ответит за это!;x
EVTOPTBdynastic_rivalry.51;Это возмутительно!;x
EVTDESCdynastic_rivalry.52;В ответ на ваши притеснения, [From.GetTitledFirstNameWithDynastyNoRegnal] отправляет вооруженных бандитов в землю [enemy_feud_province_B.GetName], чтобы сжечь и разграбить наши земли!;x
EVTOPTAdynastic_rivalry.52;Не думайте, что это остановится здесь [GetRootFromInsult] [From.GetOnlyDynastyName]!;x
