#CODE;ENGLISH;x
k_volontherys;Волон Терис;x
k_valysar;Валисар;x
k_selhorys;Селорис;x
k_chroyane;Горести;x
k_the_bay;Бухта;x
k_mantarys;Мантарис;x
k_mantarys_adj;Мантарисск;x
k_tolos;Толос;x
k_tolos_adj;Толосск;x
k_elyria;Элирия;x
k_elyria_adj;Элирийск;x
k_coastlands;Бравоосийский берег;x
k_ny_sar;Ни Сар;x
k_ar_noy;Ар Ной;x
k_sweetwater;Сладководная;x
k_copper_hills;Холмы Куппера;x
k_worm_river;Червивая река;x
k_khyzai;Кхизай;x
k_old_ghis;Гис;x
k_old_ghis_adj;Гискарийск;x
k_isle_of_cedars;Кедровый остров;x
k_ib;Иб;x
k_bayofwhales;Бухта Китов;x
k_ibbish;Иббиш;x
k_red_roads;Нефритовые врата;x
k_qarkash;Кваркаш;x
k_port_yhos;Порт Ихос;x
k_shadowlands;Край Теней;x
k_hidden_city;Скрытый город;x
k_fenqui;Фэн-Куй;x
k_nanqi;Нан-Ки;x
k_wan_ti;Ван-Ти;x
k_hezyin;Хезиин;x
k_fujin;Фуджин;x
k_walano;Валано;x
k_jhala;Джала;x
k_west_summer_isles;Западные острова;x
k_omburu;Амбуру;x
k_naath;Наат;x
k_naath_adj;Наатийск;x
k_hornvaleTK;Хорнваль;x
k_ironoaksTK;Железный дуб;x
k_gulltownTK;Чаячий город;x
k_fair_isleTK;Светлый остров;x
k_blackmontTK;Блэкмонт;x
k_torrentineTK;Торрентина;x
k_banefortTK;Бэйнфорт;x
k_wayfarersrestTK;Приют Странника;x
k_willowwoodTK;Ивовая Роща;x
k_stonyshoreTK;Каменный Берег;x
k_sarhoy;Сарой;x
k_redfortTK;Красная Крепость;x
