#CODE;ENGLISH;;;;;;;;;;;;;x;;;;
EVTOPTAtrial_by_combat.124;По крайней мере, у меня все еще есть голова ;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_combat.22;Вы наблюдаете со странным сочетанием ликования и облегчения, видя как [From.GetRootRelation] [From.GetTitledFirstNameNoRegnal] управляется со своим мечом, побеждая человека, известного как [FromFrom.GetTitledFirstNameWithDynastyNoRegnal]. [Root.Religion.GetHighGodName] на моей стороне, и теперь я оправдан..;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_combat.22B;Вы наблюдаете со странным сочетанием ликования и облегчения, видя как [From.GetRootRelation] [From.GetTitledFirstNameNoRegnal] управляется с [From.GetHerHis] мечом, в итоге убивая [FromFrom.GetTitledFirstNameWithDynastyNoRegnal]. [Root.Religion.GetHighGodName] на моей стороне, и теперь я оправдан[GetEndA]..;;;;;;;;;;;;;x;;;;
EVTOPTAtrial_by_combat.22;Справедливый исход;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_combat.23;Дело сделано. Ваш защитник получил множество ранений, и [FromFrom.GetTitledFirstNameNoRegnal] празднует победу. Вы трясетесь от ярости, видя как ваш бывший узник [From.GetFirstNameWithDynasty] уходит.;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_combat.23B;Дело сделано. Ваш защитник лежит мертвый в луже собственной крови, и [FromFrom.GetTitledFirstNameNoRegnal] празднует победу. Вы трясетесь от ярости, видя как ваш бывший узник [From.GetFirstNameWithDynasty] уходит.;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_combat.23C;Дело сделано. Вы лежите раненный в луже собственной крови, и [FromFrom.GetTitledFirstNameNoRegnal] празднует победу. Вы трясетесь от ярости, видя как ваш бывший узник [From.GetFirstNameWithDynasty] уходит.;;;;;;;;;;;;;x;;;;
EVTOPTAtrial_by_combat.23;Будь они прокляты!;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_combat.24;[From.GetTitledFirstNameNoRegnal] широко улыбается. 'Очень хорошо, – говорит [From.GetSheHe]. – Теперь я назову своего чемпиона. Защитник дома [From.GetOnlyDynastyName] – Пламя! Стража, разожгите костер!';;;;;;;;;;;;;x;;;;
EVTOPTAtrial_by_combat.24;Вот ублюдок!;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_combat.25;Жесток[FromFrom.GetAyaIy] [FromFrom.GetTitledName] приговаривает мо[From.GetYuEgo] [From.GetRootRelation] [From.GetFirstName] к смерти через сожжение заживо на костре!;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_combat.26;[From.GetTitledFirstNameNoRegnal] широко улыбается. 'Очень хорошо, – говорит [From.GetSheHe]. – Теперь я назову своего защитника. Защитник дома [From.GetOnlyDynastyName] – Пламя! Стража, разожгите костер!';;;;;;;;;;;;;x;;;;
EVTOPTAtrial_by_combat.26;Видимо, это смерть...;;;;;;;;;;;;;x;;;;
EVTTOOLTIPtrial_by_combat.24;будет сожжен заживо.;;;;;;;;;;;;;x;;;;
EVTTOOLTIPtrial_by_combat.26;Будет осужден;;;;;;;;;;;;;x;;;;
TOOLTIPEVTtrial_by_combat.26;[This.GetTitledFirstNameNoRegnal] будет сожжен заживо;;;;;;;;;;;;;x;;;;
TOOLTIPtrial_by_combat.5;будет возмущен вашим нарушением его прав;;;;;;;;;;;;;x;;;;
TOOLTIPFIGHTTHISPERSON_HOST;Вы будете сражаться с персонажем [This.GetTitledFirstNameNoRegnal] лично.;;;;;;;;;;;;;x;;;;
TOOLTIPFIGHTTHISPERSON;Вы будете сражаться с персонажем [This.GetTitledFirstNameNoRegnal];;;;;;;;;;;;;x;;;;
TOOLTIPEVTOPTD250299;[This.GetTitledFirstNameNoRegnal] будет сожжен заживо;;;;;;;;;;;;;x;;;;
TOOLTIPFIGHTTHISPERSON_HOST_CHAMP;[This.GetTitledFirstNameNoRegnal] будет сражаться с персонажем [From.GetTitledFirstNameNoRegnal];;;;;;;;;;;;;x;;;;
TOOLTIPFIGHTTHISPERSON_CHAMP;[This.GetTitledFirstNameNoRegnal] будет сражаться с персонажем [FromFrom.GetTitledFirstNameNoRegnal];;;;;;;;;;;;;x;;;;
host_of_prisoner;В испытании поединком;;;;;;;;;;;;;x;;;;
trial_champion;Защитник для испытания поединком.;;;;;;;;;;;;;x;;;;
demand_trial_by_combat;Потребовать защитника для испытания поединком.;;;;;;;;;;;;;x;;;;
demand_trial_by_combat_desc;Как узник и человек высокого происхождения, вы имеете право на испытание поединком;;;;;;;;;;;;;x;;;;
TOOLTIPTRIALBYCOMBAT1;Вы должны выбрать, кто будет защищать ваши права;;;;;;;;;;;;;x;;;;
tbc_fight_personally;Лично защищать свои права в поединке.;;;;;;;;;;;;;x;;;;
tbc_fight_personally_desc;Любой благородный Лорд имеет право на испытание поединком, сообщите персонажу [Root.Host.GetTitledFirstNameNoRegnal], что вы требуете свое право.;;;;;;;;;;;;;x;;;;
TOOLTIPTRIALBYCOMBAT2;Ваш тюремщик, [Root.Host.GetTitledFirstNameNoRegnal], услышит ваше требование поединка.;;;;;;;;;;;;;x;;;;
tbc_dynasty_champion;Просить, чтобы [Root.GetFirstNameWithDynasty] стал вашим защитником;;;;;;;;;;;;;x;;;;
tbc_dynasty_champion_desc;Любой благородный Лорд имеет право назначить защитника для защиты его прав на испытании поединком, вы можете попросить, чтобы [Root.GetTitledFirstNameNoRegnal] вышел за вас.;;;;;;;;;;;;;x;;;;
TOOLTIPTRIALBYCOMBAT3;[Root.GetTitledFirstNameNoRegnal] рассмотрит вашу просьбу быть вашим чемпионом;;;;;;;;;;;;;x;;;;
tbc_vassal_champion;[Root.GetBestName] рассмотрит вашу просьбу быть вашим чемпионом;;;;;;;;;;;;;x;;;;
tbc_vassal_champion_desc;Любой благородный Лорд имеет право назначить чемпиона для защиты его прав на испытании поединком, вы можете попросить, чтобы [Root.GetTitledFirstNameNoRegnal] вышел за вас.;;;;;;;;;;;;;x;;;;
champion_of_liege;Защитник для испытания поединком.;;;;;;;;;;;;;x;;;;
refused_championing;Отказавается быть защитником;;;;;;;;;;;;;x;;;;
denied_trial_by_combat;Отказано в испытании поединком.;;;;;;;;;;;;;x;;;;
champion_of_relative;Защитник для испытания поединком.;;;;;;;;;;;;;x;;;;
TOOLTIPAtrial_by_combat.7;Отказано в испытании поединком.;;;;;;;;;;;;;x;;;;
tbc_champion;Попросить вашего Защитника;;;;;;;;;;;;;x;;;;
tbc_champion_desc;Любой благородный лорд может назначить Защитника отстаивать ваши интересы в поединке, вы можете назначить персонажа [Root.GetTitledFirstNameWithDynastyNoRegnal].;;;;;;;;;;;;;x;;;;
tbc_champion_named;Назначить персонажа [Root.GetTitledFirstNameWithDynastyNoRegnal] своим Защитником.;;;;;;;;;;;;;x;;;;
EVTOPTCtrial.0;Я взываю к Суду Семерых!;;;;;;;;;;;;;x;;;;
TOOLTIPtrial_by_seven.1;Вы сразитесь с персонажем [FromFrom.GetTitledFirstNameNoRegnal] на Суде Семерых. С каждой стороны должно быть по семь чемпионов для начала сражения.;;;;;;;;;;;;;x;;;;
trial_by_seven_champion;Попросить стать Защитником;;;;;;;;;;;;;x;;;;
trial_by_seven_champion_desc;Вы решили сразиться с персонажем [From.Liege.GetTitledFirstNameNoRegnal] на Суде Семерых, и поэтому вы можете попросить, чтобы [Root.GetTitledFirstNameWithDynastyNoRegnal] стал одним из ваших семерых.;;;;;;;;;;;;;x;;;;
trial_by_seven_champion_named;Попросить персонажа [Root.GetTitledFirstNameWithDynastyNoRegnal] стать Защитником;;;;;;;;;;;;;x;;;;
TOOLTIPTRIALBYSEVEN2;[Root.GetTitledFirstNameNoRegnal] ответит на ваш запрос\n;;;;;;;;;;;;;x;;;;
TOOLTIPTRIALBYSEVEN2KG;Поскольку семеро королевских гвардейцев должны по возможности защищать королевскую семью, [Root.GetTitledFirstNameNoRegnal] будет лишь заменой для поверженного королевского гвардейца\n;;;;;;;;;;;;;x;;;;
EVTTITLEtrial_by_seven_1;Суд Семерых;;;;;;;;;;;;;x;;;;
EVTDESCAtrial_by_seven_1;Суд Семерых - это форма суда в виде поединка, связанная с Верой в Семерых и Андальской традицией. Андалы верили в то, что если с каждой противоборствующей стороны сразится семь чемпионов, польщенные боги, таким образом, будут более склонны к проявлению справедливости. Вы решили вызвать человека, известного как [FromFromFrom.GetTitledFirstNameNoRegnal] на этот поединок, чтобы доказать вашу невиновность перед богами, и теперь вам нужно найти шесть защитников, готовых сражаться с вами бок о бок.;;;;;;;;;;;;;x;;;;
EVTDESCBtrial_by_seven_1;Суд Семерых - это форма суда в виде поединка, связанная с Верой в Семерых и Андальской традицией. Андалы верили в то, что если с каждой противоборствующей стороны сразится семь чемпионов, польщенные боги, таким образом, будут более склонны к проявлению справедливости.\n\n[From.GetTitledFirstNameWithDynastyNoRegnal] вызвал вас на этот поединок, чтобы доказать свою невиновность перед богами, и теперь вы должны выбрать шестерых своих защитников, чтобы доказать обратное.;;;;;;;;;;;;;x;;;;
EVTDESCAtrial_by_seven.70;Суд Семерых - это форма суда в виде поединка, связанная с Верой в Семерых и Андальской традицией. Андалы верили в то, что если с каждой противоборствующей стороны сразится семь чемпионов, польщенные боги, таким образом, будут более склонны к проявлению справедливости.\n\n[From.GetTitledFirstNameWithDynastyNoRegnal] вызвал персонажа [FromFrom.GetTitledFirstNameWithDynastyNoRegnal] на этот поединок, чтобы попытаться доказать свою невинность перед богами, и оба они призвали шестерых защитников в город [FromFrom.Capital.GetName] для сражения за их правоту.;;;;;;;;;;;;;x;;;;
EVTOPTAtrial_by_seven_1;Я покажу себя перед богами.;;;;;;;;;;;;;x;;;;
TOOLTIPtrial_by_seven_1;У персонажа [This.GetTitledFirstNameNoRegnal] есть §Y28§! дней для поиска чемпионов, готовых сразиться за н[This.GetHerHis] на одной стороне.\n§RЗАМЕЧАНИЕ:§!Чемпионы выбираются через дипломатическое взаимодействие. Неудача в поиске шестерых чемпионов приведет к суду при дворе.;;;;;;;;;;;;;x;;;;
EVTOPTBtrial_by_seven_1;Семеро докажут [From.GetHerHis] вину;;;;;;;;;;;;;x;;;;
EVTOPTEtrial_by_seven_1;Семеро Королевских гвардейцев будут сражаться за меня.;;;;;;;;;;;;;x;;;;
TOOLTIPtrial_by_seven_1B;У персонажа [This.GetTitledFirstNameNoRegnal] есть 28 дней для поиска защитников, готовых сражаться вместе с ним;;;;;;;;;;;;;x;;;;
TOOLTIPtrial_by_seven_1C;Семеро членов королевской гвардии буду сражаться вместе с персонажем [This.GetTitledFirstNameNoRegnal], любой, кто не сможет сражаться, должен быть заменен человеком, которого назначит [This.GetTitle]\n;;;;;;;;;;;;;x;;;;
trial_by_seven;Суд Семерых;;;;;;;;;;;;;x;;;;
EVTOPTDtrial_by_seven_1;Я буду сражаться лично!;;;;;;;;;;;;;x;;;;
EVTOPTAtrial_by_seven_70;Семеро рассудят их;;;;;;;;;;;;;x;;;;
EVTOPTAtrial_by_seven_70B;Я буду яростно сражаться за человека, известного как [From.GetTitledFirstNameNoRegnal];;;;;;;;;;;;;x;;;;
EVTOPTAtrial_by_seven_70C;М[FromFrom.GetOyaOy] [FromFrom.GetTitle] долж[FromFrom.GetNaEn] быть оправдан[FromFrom.GetEndA];;;;;;;;;;;;;x;;;;
