#CODE;ENGLISH;x;;;
EVTDESC5550202;Пока Вы сражались на поле боя, [From.GetTitledName] прорва[From.GetLasLsya] сквозь вражеские ряды и сразил[From.GetEndA] Вас!;x;;;
EVTOPTA5550202;[From.GetSheHeCap] будет бояться моего меча.;x;;;
EVTDESC5550203;Победа осталась за Вами.;x;;;
EVTOPTA5550203;Грабеж и слава!;x;;;
EVTDESC5550204;Вы повержены.;x;;;
EVTOPTA5550204;Будь ты проклят[From.GetEndA], [From.GetFirstName]!;x;;;
EVTDESC74060;Вы положили мёд на свои волосы, чтобы поймать человека за работой, ваша мать говорила что так и будет! Высокий парень с тёмными волосами и грубым голосом приближается к вам. Возможно он мог бы быть хорошим развлечением на праздниках!;x;;;
EVTOPTA74060;Ой, да ладно, на ярмарку!;x;;;
EVTOPTB74060;Но вы медведь!;x;;;
EVTDESC74061;Мой сын, настало время для вас, чтобы узнать секрет нашей семьи...;x;;;
EVTOPTA74061;Никто не должен знать, что вы на самом деле медведь;x;;;
not_a_bear;Не медведь;x;;;
not_a_bear_desc;Было или не было. Нет, это не могло бы быть. Это крепкое вино, милорд;x;;;
EVTDESC74062;Во время Летней Ярмарки один из ваших придворных спрашивает вас, может ли он посидеть на вашем драконе;x;;;
EVTOPTA74062;Я разрешаю, это в духе ярмарки.;x;;;
EVTOPTB74062;Этот пьяный негодяй не получит моего согласия.;x;;;
CUSTOMTOOLTIPeatenbydragon;Ваш придворный был съеден вашим драконом;x;;;
EVTDESCflavour_events.1;После ночной попойки и интересного общения, вы очнулись рядом с вашим новым любовником. Вы чувствуете себя отдохнувшим, но обеспокоенным. Вы переворачиваетесь чтобы разбудить...;x;;;
EVTOPTAflavour_events.1;Это не женщина;x;;;
EVTOPTBflavour_events.1;Это не женщина;x;;;
nick_the_sheep_lover;Любитель овец;x;;;
EVTDESCflavour_events.2;Меня тошнит от моей жизни здесь, на Севере, где мало что происходит, а единственное значимое, что может произойти для такой девушки как я - это свадьба с кем-то из благородных! Такая жизнь не для меня! Я получу честь и уважение, показав себя в Ночном Дозоре!;x;;;
EVTOPTAflavour_events.2;Я сделаю себе имя!;x;;;
EVTDESCflavour_events.3;Пропала! Она пропала! Ваша дочь, [From.GetTitledFirstName], исчезла, и никто не видел её в течение нескольких дней! Посе того, как вы осмотрели всё вокруг, вы заходите в её комнату и видите записку на её кровати... когда вы её открываете, вы сразу узнаете её письмо! Содержание письма говорит вам, как она покинула столицу [Root.Capital.GetName] в поисках славы.;x;;;
EVTOPTAflavour_events.3;Отправить поисковой отряд;x;;;
EVTOPTBflavour_events.3;Если это то, что она хочет;x;;;
TOOLTIPflavour_events.4;Поиск завершается успешно;x;;;
TOOLTIPflavour_events.5;Поиск завершается неудачей;x;;;
EVTDESCflavour_events.4;Поисковой отряд сумел отыскать вашу дочь и вернул её вам! Вам придется наказать её за побег.;x;;;
EVTOPTAflavour_events.4;Главное, что она невредима;x;;;
EVTDESCflavour_events.5;Поисковой отряд не смог найти вашу дочь, и теперь любые следы, которые она могла оставить, уже давно исчезли;x;;;
EVTOPTAflavour_events.5;Это ужасно!;x;;;
EVTDESCAflavour_events.6;Хотя я была очень осторожна в своих действиях, не допуская того, чтобы меня раскрыли, но случилось страшное и я... Он меня видел переодевающейся и сразу стало известно, что я женщина.;x;;;
EVTDESCBflavour_events.6;Хотя я была очень осторожна в своих действиях, не допуская того, чтобы меня раскрыли, но случилось страшное и я... Он меня видел переодевающейся и сразу стало известно, что я женщина. Тем не менее, он не вредит мне, вместо этого он заговорил со мной и я мгновенно влюбилась в него, благодаря его доброте. В тот вечер мы решили рискнуть всем и уйти вместе с несколькими из его братьев.;x;;;
EVTDESCCflavour_events.6;Мне удалось быть очень внимательной и никому не позволить открыть мою истинную личность, они все попались на мою уловку и обращались ко мне как к одному из своих братьев. Самыми захватывающими оказались переодевания, но мне удается это делать незаметно. Мне здесь нравится, ко мне хорошо относятся, и я могу заслужить свою славу!;x;;;
EVTOPTAflavour_events.6;Он попользовался мной, а потом убил;x;;;
EVTOPTBflavour_events.6;Он попользовался мной, и теперь я ношу его ублюдка;x;;;
EVTOPTCflavour_events.6;Он попользовался мной, и я едва успела спастись;x;;;
EVTOPTDflavour_events.6;Он жестоко избил меня и добился своего;x;;;
EVTOPTEflavour_events.6;Мы будем жить вместе свободными;x;;;
EVTOPTFflavour_events.6;Один день, и я, может быть, стану 'Лордом'-Командующим;x;;;
EVTDESCAflavour_events.7;Моя милая [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal]... эти грязные свиньи Ночного Дозора... За что, за что они изнасиловали и убили тебя?! Это было желание жить свободно и с честью! Желаю им всем сгореть и умереть как животным!;x;;;
EVTDESCBflavour_events.7;Моя милая [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal]... эти грязные свиньи Ночного Дозора... Теперь она изнасилована и носит паршивого ублюдка одного из них! Это было желание жить свободно и с честью! Желаю им всем сгореть и умереть как животным!;x;;;
EVTDESCCflavour_events.7;Моя милая [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal]... эти грязные свиньи Ночного Дозора... Теперь она изнасилована, избита и едва произносит слова! Это было желание жить свободно и с честью! Желаю им всем сгореть и умереть как животным!;x;;;
EVTDESCDflavour_events.7;Моя милая [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal]... эти грязные свиньи Ночного Дозора... Теперь она изнасилована и вся избита в кровь! Это было желание жить свободно и с честью! Желаю им всем сгореть и умереть как животным!;x;;;
EVTDESCEflavour_events.7;Моя милая [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal]... совратила одного из людей Ночного Дозора только для того, чтобы сбежать... Она утверждает, что они любят друг друга и хотят жить счастливо вместе, и что мне не стоит волноваться. Сначала бежала на стену, а теперь еще и это?!;x;;;
EVTDESCFflavour_events.7;Моя милая [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal]... ничего не слышал о ней долгое время, возможно, она выжила на Стене и слилась с остальными братьями Ночного Дозора. Она счастлива и заслужила честь, но какой ценой?;x;;;
EVTOPTAflavour_events.7;Я заставлю их заплатить;x;;;
EVTOPTBflavour_events.7;Они самые низкие из низких;x;;;
EVTOPTCflavour_events.7;Она не моя дочь!;x;;;
EVTOPTDflavour_events.7;[Root.GetRandomGodNameCap], я надеюсь, она будет в безопасности;x;;;
EVTDESCAflavour_events.799;[From.GetFirstName], дочь персонажа [parent.GetTitledFirstNameWithDynastyAndTitleNoRegnal], была найдена на Стене! Последние месяцы она была замаскирована как брат Ночного Дозора, но была обнаружена теми, кто ее изнасиловал и убил.;x;;;
EVTDESCBflavour_events.799;[From.GetFirstName], дочь персонажа [parent.GetTitledFirstNameWithDynastyAndTitleNoRegnal], была найдена на Стене! Последние месяцы она была замаскирована как брат Ночного Дозора, но была обнаружена теми, кто изнасиловали ее и оставили с бастардом.;x;;;
EVTDESCCflavour_events.799;[From.GetFirstName], дочь персонажа [parent.GetTitledFirstNameWithDynastyAndTitleNoRegnal], была найдена на Стене! Последние месяцы она была замаскирована как брат Ночного Дозора, но была обнаружена теми, кто изнасиловал ее и сломили ее дух;x;;;
EVTDESCDflavour_events.799;[From.GetFirstName], дочь персонажа [parent.GetTitledFirstNameWithDynastyAndTitleNoRegnal], была найдена на Стене! Последние месяцы она была замаскирована как брат Ночного Дозора, но была обнаружена какими-то людьми, которые изнасиловали и избили её;x;;;
EVTDESCEflavour_events.799;[From.GetFirstName], дочь персонажа [parent.GetTitledFirstNameWithDynastyAndTitleNoRegnal], была найдена на Стене! Последние месяцы она была замаскирована как брат Ночного Дозора, но ее соблазнил чёрный брат-негодяй. Они оба бежали к северу от Стены.;x;;;
EVTOPTAflavour_events.799;Я посмотрю, что они ответят на это;x;;;
EVTOPTBflavour_events.799;Они самые низкие из низких;x;;;
EVTOPTCflavour_events.799;Это шокирует;x;;;
EVTDESCdynasty.47;Богатый купец из города [Root.Capital.GetName] пришёл просить об аудиенции. Он предлагает вам руку своей дочери и обещает очень большое приданое, если вы согласитесь. Излишне говорить, что ваши вассалы огорчатся, если вы примите дочь такого низкородного простолюдина.;x;;;
EVTDESCdynasty.47B;Состоятельный и знатный человек по имени [noble_marriage_target.GetTitledFirstNameNoRegnal] [noble_marriage_target.GetOnlyDynastyName] пришёл в город [Root.Capital.GetName] просить аудиенции. [noble_marriage_target.GetSheHeCap] предлагает вам  руку своей молодой дочери и обещает большое приданое, если вы согласитесь.;x;;;
EVTDESCdynasty.47C;Состоятельный и знатный человек по имени [noble_marriage_target.GetTitledFirstNameNoRegnal] [noble_marriage_target.GetOnlyDynastyName] пришёл в город [Root.Capital.GetName] просить аудиенции. [noble_marriage_target.GetSheHeCap] предлагает вам свою собственную руку и обещает большое приданое, если вы согласитесь.;x;;;
EVTOPTAdynasty.47;Что такое имя на самом деле?;x;;;
EVTOPTAdynasty.47B;М[noble_marriage_target.GetOyaOy] [noble_marriage_target.GetLordLady], я принимаю ваше предложение;x;;;
TOOLTIPdynasty.47YES;[Root.GetTitledFirstNameNoRegnal] женится на дочери низкородного иноземного купца\n;x;;;
married_a_lowborn;Брак с простолюдином;x;;;
EVTOPTBdynasty.47;Нет, брака не будет;x;;;
EVTDESCdynasty.49;Ваш [From.GetRootRelation] [From.GetTitledFirstNameNoRegnal] сообщил, что [From.GetSheHe] наконец-то женится, но не на девице благородного происхождения. По-видимому, [From.GetSheHe] согласился жениться на молодой дочери богатого купца в городе [From.Capital.GetName], в обмен на значительное приданое.;x;;;
EVTOPTAdynasty.49;[From.GetSheHeCap] устроил брак и простолюдином?!;x;;;
EVTTITLE_WoL_5001_lemur;Серебряный Лемур;x;;;
EVTDESC_WoL_5001_lemur;В последнее время вы слышали много слухов от крестьян и путешественников, что в ваших владениях  был замечен странный мифический зверь. Это серебряный лемур, быстрый и неуловимый. Люди называют его 'маленьким валирийцем' и утверждают, что он происходит из другого мира и охотник, который поймает его, будет наделен божественной силой.;x;;;
EVTDESC_WoL_5004_lemur;Хорошие новости, [Root.PrimaryTitle.GetFOA]! Мы получили проверенные сообщения о том, что серебряного лемура видели в провинции [From.GetName].;x;;;
EVTDESC_WoL_5007_lemur;На охоте в глуши вы отделились от своей группы. Пока вы блуждали и пытались найти ориентиры, вы увидели что-то странное недалеко... Вы подходите ближе и видите волшебного серебряного лемура! Когда вы осторожно приближаетесь, он замечает вас и скрывается. Вы пытаетесь преследовать, но не можете догнать на сложной местности.\n\nПосле того, как вы возвращаетесь к группе, вы замечаете, что не можете перестать думать об этом странном животном.;x;;;
EVTDESC_WoL_5010_lemur;Вы собрали своих сторонников и охотничьих собак, оседлали свою лошадь и подготовили оружие. Вы готовы отправиться на поиски серебряного лемура.;x;;;
EVTDESC_WoL_5030_lemur;После многих дней упорной охоты и слежения вы, наконец, сумели зажать серебряного лемура в тупике между двумя скалами. Прекрасное животное в вашей милости - оно смотрит на вас умными глазами, и вас внезапно поражает его неземная красота...;x;;;
hunting_white_lemur;Серебряный лемур от меня ускользает...;x;;;
EVTDESC_WoL_5035_lemur;Во время вашей охоты вы натыкаетесь на глубокое ущелье. С другой стороны - серебряный лемур, смотрящий на вас! Вы так близки, но не можете достичь его. Когда он убегает, вы понимаете, что на этот раз победа от вас ускользнула.;x;;;
TOOLTIP40030;[This.GetTitledFirstNameNoRegnal] может принудить к миру одного из своих вассалов;x;;;
EVTDESC40030;[From.GetTitledFirstNameWithDynastyNoRegnal] уклони[From.GetLasLsya] от задержания, и отказывается приехать в город [Root.Capital.GetName] ответить за свои преступления. [From.GetSheHeCap] поднял[From.GetEndA] знамена и восстал[From.GetEndA]!;x;;;
EVTOPTA40030;[vassal_enforcer.GetTitledFirstNameNoRegnal] [vassal_enforcer.GetOnlyDynastyName] отправится подавлять этот бунт;x;;;
EVTOPTB40030;Оставить [From.GetHerHis];x;;;
EVTDESC40031;[Root.GetTitledFirstNameWithDynastyNoRegnal], за отказ приехать в город [From.Capital.GetName] и ответить за свои преступления, я настоящим извещаю, что [FromFrom.GetFirstNameWithDynasty] - изменни[FromFrom.GetTsaK] и враг государства. Я поручаю вам задачу доставить [FromFrom.GetHerHis] для правосудия.\n\nПодпись,\n[From.GetTitledFirstName] [From.GetOnlyDynastyName].;x;;;
EVTOPTA40031;Я исполню свой долг;x;;;
opinion_sorting_rebellion;Занимается подавлением восстаний;x;;;
EVTDESC40032;[Root.PrimaryTitle.GetFOA], я успешно подавил[enforcer.GetEndA] восстание, которое возглавлял[captured_vassal.GetEndA] [captured_vassal.GetFirstName] [captured_vassal.GetOnlyDynastyName], и доставил[enforcer.GetEndA] [captured_vassal.GetHerHis] для вашего приговора.\n\nВаш\n[enforcer.GetTitledFirstName] из Дома [enforcer.GetOnlyDynastyName];x;;;
EVTOPTA40032;[enforcer.PrimaryTitle.GetFOA], благодарю вас за верную службу;x;;;
EVTDESC40033;[Root.GetTitledFirstNameWithDynastyNoRegnal], ваше усердие в задержании изменника, известного как [captured_vassal.GetFirstName] [captured_vassal.GetOnlyDynastyName] оценено мной и моим Советом. надеюсь, что мы и впредь сможем расчитывать на вас.\n\nПодпись,\n[From.GetTitledFirstName] из Дома [From.GetOnlyDynastyName];x;;;
EVTOPTA40033;Благодарю, [From.PrimaryTitle.GetFOA];x;;;
EVTDESC40034;[FromFrom.GetTitledFirstNameNoRegnal] назвал[FromFrom.GetEndA] меня изменником и врагом государства, и поручил[FromFrom.GetEndA], чтобы [From.GetTitledFirstNameWithDynastyNoRegnal] задержал[From.GetEndA] меня силой оружия!;x;;;
EVTOPTA40034;Я одолею этот произвол!;x;;;
EVTDESC40035;Мы получили сообщения из области [captured_vassal.PrimaryTitle.GetName], что [enforcer.GetTitledFirstNameNoRegnal] [enforcer.GetOnlyDynastyName] потерпел[enforcer.GetEndA] неудачу в задании по несению правосудия изменнику по имени [captured_vassal.GetFirstName] [captured_vassal.GetOnlyDynastyName] силой оружия. По-видимому, предатель победил на поле битвы и ещё на свободе.;x;;;
EVTOPTA40035;Этот предатель должен быть раздавлен!;x;;;
opinion_sorted_rebellion;Подавил[_] Восстание;x;;;
CB_NAME_ENFORCE_JUSTICE;Навязать правосудие;x;;;
WAR_NAME_ENFORCE_JUSTICE;$CLAIMANT$ $ORDER$ Война за обеспечение справедливости в отношении $DEFENDER$;x;;;
enforce_justice_desc;$CLAIMANT$ было поручено обеспечить справедливость в отношении $TARGET$ силой оружия;x;;;
enforce_justice;Навязать правосудие;x;;;
buidling_summerhall;Строительство Летнего дома;x;;;
summerhall_stage1;Летний дом частично завершён;x;;;
summerhall_stage2;Летний дом, в основном, завершён;x;;;
summerhall_stage3;Летний дом почти завершён;x;;;
summerhall_complete;Летний дом построен;x;;;
summerhall_ore_found;Найдена рудная жила;x;;;
summerhall_trader_investment;Инвестиции купцов;x;;;
build_summerhall;Построить Летний дом;x;;;
build_summerhall_desc;Построить Летний дом для вашей семьи в Чёрном Сердце;x;;;
TOOLTIPbuild_summerhall;Строительство Летнего дома началось;x;;;
EVTDESCiron_throne.10;Вы решили, что летний дом будет построен в Чёрном Сердце, где вы и ваша семья смогут проводить время в тепле, в отличие от переполненных залов Красного Замка и улиц Королевской Гавани.;x;;;
EVTOPTAiron_throne.10;Это будет действительно большой летний дом!;x;;;
EVTDESCiron_throne.11;Для этого грандиозного проекта мне нужен кто-то опытный в мастерстве, чтобы руководить рабочими при строительстве летнего дома для вас и вашей семьи. Известно, что лучшие мастера живут за морем, в Эссосе, но, тем не менее, тут тоже есть неплохие рабочие, при самом худшем сценарии, любой старый селянин сможет выполнить работу.;x;;;
EVTOPTAiron_throne.11;Я найму браавосийского мастера за Узким морем;x;;;
EVTOPTBiron_throne.11;Тут тоже есть умелые мастера, которые могут сделать работу;x;;;
EVTOPTCiron_throne.11;Мне просто нужно это сделать, подойдет любой старый крестьянин;x;;;
EVTDESCiron_throne.12;[summerhall_craftsman.GetFirstName] изложил[summerhall_craftsman.GetEndA] планы по строительству летнего дома и приступил[summerhall_craftsman.GetEndA] к набору многих работников, чтобы быстро приступить к проекту и закончить летний дом в ближайшее время!;x;;;
EVTOPTAiron_throne.12;Гениально! Жду не дождусь!;x;;;
EVTDESCiron_throne.13;Первый этап строительства завершен. [summerhall_craftsman.GetFirstName] собрал[summerhall_craftsman.GetEndA] рабочих и получил[summerhall_craftsman.GetEndA] материалы, основные фундаменты были заложены, работа идет с хорошей скоростью.;x;;;
EVTOPTAiron_throne.13;Скоро он будет закончен;x;;;
EVTDESCiron_throne.14;При строительстве туннеля для естественного природного источника рабочие обнаружили рудную жилу из драгоценных металлов. [summerhall_craftsman.GetFirstName] спросил[summerhall_craftsman.GetEndA], что вы хотите с ним сделать?;x;;;
EVTOPTAiron_throne.14;Используйте деньги, которые мы можем получить от него, чтобы увеличить скорость строительства;x;;;
EVTOPTBiron_throne.14;Положить вырученные деньги в казну;x;;;
