#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
obj_find_lover_title;Влюбиться.;;;;;;;;;;;;;x
obj_find_lover_desc;[This.GetTitledFirstName] желает страсти и романтики.;;;;;;;;;;;;;x
SUCCESSobj_obtain_valyrian_sword;[This.GetTitledFirstName] владеет клинком из валирийской стали;;;;;;;;;;;;;x
obj_obtain_dragon_egg_title;Получить драконье яйцо;;;;;;;;;;;;;x
obj_obtain_dragon_egg_desc;[This.GetTitledFirstName] хочет владеть древним яйцом дракона.;;;;;;;;;;;;;x
obj_tame_a_dragon_title;Приручить дракона;;;;;;;;;;;;;x
obj_tame_a_dragon_desc;[This.GetTitledFirstName] хочет приручит дракона, подобно драконьим наездникам Древней Валирии.;;;;;;;;;;;;;x
obj_expand_realm_title;Расширить владения путем завоеваний;;;;;;;;;;;;;x
obj_expand_realm_desc;[This.GetTitledFirstName] желает расширить [This.PrimaryTitle.GetName] путем завоеваний. Если уровень престижа достаточный, [This.GetSheHe] может созвать совет вассалов, чтобы заручиться их поддержкой.;;;;;;;;;;;;;x
obj_expand_realm_SUCCESS;[Root.GetTitledFirstName] успешно убеждает своих вассалов поддержать вторжение в чужие земли, чтобы впоследствии победить в войне.;;;;;;;;;;;;;x
call_a_grand_council;Созвать Великий совет;;;;;;;;;;;;;x
call_a_grand_council_desc;[This.GetTitledFirstName] желает расширить [This.PrimaryTitle.GetName] путем завоевания и может созвать Великий совет для достижения этой цели.;;;;;;;;;;;;;x
call_a_grand_councilFACTION;Либо [This.GetTitledFirstName] является §YЛордом§!, либо фракция лояльных вассалов достигла силы §Y100%§!\n;;;;;;;;;;;;;x
call_a_grand_councilFACTIONB;[Root.GetTitledFirstName] поддерживает хорошие отношения с вассалами\n;;;;;;;;;;;;;x
TOOLTIPambition.10;Все вассалы в регионе [Root.PrimaryTitle.GetName] должны быть вызваны на Великий совет в город [Root.Capital.GetName], чтобы обсудить запланированное вами вторжение.;;;;;;;;;;;;;x
EVTTITLEambition.10;Великий совет в столице [Root.Capital.GetName];;;;;;;;;;;;;x
EVTDESCambition.10;Вы повелели созвать Великий совет, который обсудит запланированное вами вторжение. Все важные дворяне региона [Root.PrimaryTitle.GetName] были призваны в столицу [Root.Capital.GetName]. Когда они прибудут, должен состояться великий пир, прежде, чем мы сможем перейти к более важным делам.;;;;;;;;;;;;;x
EVTOPTAambition.10;Это будет грандиозным событием;;;;;;;;;;;;;x
EVTTITLEambition.11;Великий совет в городе [From.Capital.GetName];;;;;;;;;;;;;x
EVTDESCambition.11;[Root.GetTitledFirstName], ваш законный повелитель, [From.GetTitledFirstName], призывает вас в столицу [From.Capital.GetName], где состоится Великий совет знати региона [From.PrimaryTitle.GetName]. Там будут обсуждены важные вопросы, касающиеся будущего страны.\n\nПодпись\n[From.GetTitledFirstName] из Дома [From.GetOnlyDynastyName];;;;;;;;;;;;;x
EVTOPTAambition.11;Интересно, о чём пойдёт речь.;;;;;;;;;;;;;x
EVTOPTBambition.11;Мой регент должен пойти вместо меня;;;;;;;;;;;;;x
TOOLTIPambition.12;[This.GetTitledFirstName] будет выступать и говорить от вашего имени\n;;;;;;;;;;;;;x
EVTTITLEambition.12;Великий Совет в городе [FromFrom.Capital.GetName];;;;;;;;;;;;;x
EVTDESCambition.12;[FromFrom.GetTitledFirstName] созвал[FromFrom.GetEndA] Великий cовет и вызвал[FromFrom.GetEndA] всех знатных землевладельцев в город [FromFrom.Capital.GetName]. Как регент правителя [From.GetTitledFirstName], мне нужно присутствовать, так что [From.GetSheHe] и [From.PrimaryTitle.GetName] будут услышаны.;;;;;;;;;;;;;x
EVTOPTAambition.12;Интересно, о чем пойдет речь;;;;;;;;;;;;;x
EVTDESCambition.13;Все приготовления к Совету закончены и дворяне начали прибывать в город [Root.Capital.GetName]. Согласно праву гостя, каждый из них получил хлеб и кров, и теперь праздник может начаться.;;;;;;;;;;;;;x
EVTOPTAambition.13;Пир, несомненно, расположит их ко мне;;;;;;;;;;;;;x
EVTOPTBambition.13;Война означает, что этот совет должен быть отложен;;;;;;;;;;;;;x
EVTTOOLTIPambition.14;[This.GetTitledFirstNameWithDynastyAndTitle];;;;;;;;;;;;;x
TOOLTIPambition.13RULER; [This.PrimaryTitle.GetName] ;;;;;;;;;;;;;x
TOOLTIPambition.13ARRIVED;Следующие дворяне прибыли:;;;;;;;;;;;;;x
TOOLTIPambition.13REGENT;, здесь, чтобы говорить от имени правителя [This.Liege.GetTitledFirstName] [This.Liege.GetOnlyDynastyName];;;;;;;;;;;;;x
TOOLTIPambition.13ENDLINE;\n;;;;;;;;;;;;;x
EVTDESCambition.14;Наше путешествие в город [From.Capital.GetName] завершено, мы прибыли на Великий совет. [From.GetTitledFirstName] оказывает нам гостеприимство, и как только прибудут все вассалы, пир начнётся.;;;;;;;;;;;;;x
EVTOPTAambition.14;Как интересно;;;;;;;;;;;;;x
EVTDESCambition.913;Пир завершился, и теперь Совет может начаться. Все приглашённые собрались в большом зале. Ваше предложение о начале вторжения застает многих врасплох.;;;;;;;;;;;;;x
EVTOPTAambition.913;Теперь можно приступать к обсуждению;;;;;;;;;;;;;x
TOOLTIPambition.914;может ответить;;;;;;;;;;;;;x
EVTDESCambition.914;Пир закончился, и теперь Совет может начаться всерьёз. Каждый из собравшихся в зале является важным приближённым для Вас. [Root.job_chancellor.GetTitledFirstName] зачитывает указ, который предлагает подготовить вторжение, санкционированное законом, вторжение без всяких причин.;;;;;;;;;;;;;x
EVTOPTAambition.914;Я должен подождать и выслушать аргументы;;;;;;;;;;;;;x
EVTOPTBambition.914;Отличная инициатива, я буду выступать в ее поддержку;;;;;;;;;;;;;x
TOOLTIPambition.914FAVOUR;Вы представляете аргумент в пользу запланированного вторжения;;;;;;;;;;;;;x
EVTOPTCambition.914;[From.GetSheHeCap] слишком много о себе возомнил[From.GetEndA]. Я против;;;;;;;;;;;;;x
TOOLTIPambition.914AGAINST;Вы представляете аргумент против запланированного вторжения;;;;;;;;;;;;;x
EVTOPTEambition.914;Вторжение?! [Root.Religion.GetRandomGodName] помоги мне!;;;;;;;;;;;;;x
TOOLTIPambition.914LUNATIC;Вы бессвязно рвете и мечете;;;;;;;;;;;;;x
EVTOPTFambition.914;Да, это прекрасная возможность разбогатеть, награбить и получить земли;;;;;;;;;;;;;x
TOOLTIPambition.914GREEDY;Вы представляете аргумент в пользу запланированного вторжения, указывая на богатство, которое можно раздобыть;;;;;;;;;;;;;x
EVTOPTDambition.914;Это противоречит всем известным законам и обычаям;;;;;;;;;;;;;x
TOOLTIPambition.914JUST;Вы представляете аргумент против запланированного вторжения, указывая на сомнительную законность этого предложения;;;;;;;;;;;;;x
EVTOPTFambition.914;Мне нравится, это будет отличное развлечение!;;;;;;;;;;;;;x
TOOLTIPambition.914LUSTFUL;Вы представляете аргумент в пользу запланированного вторжения, указывая на веселье и женщин, которых мы там найдём;;;;;;;;;;;;;x
EVTDESCambition.15;Так прошло много часов жарких дебатов между вашими поданными. Но теперь вы поднимите руку, заставив их всех замолчать. Настало время завершить совет и вынести окончательное решение.;;;;;;;;;;;;;x
EVTOPTAambition.15;Я лучше соглашусь...;;;;;;;;;;;;;x
EVTDESCambition.17;Вы произносите убедительную и вдохновляющую речь. Ваши подданные пленены вашими обещаниями богатства и славы, если они последуют за вами. Многие восхищены вашей речью и бурно аплодируют вам, громко выкрикивая ваше имя.;;;;;;;;;;;;;x
EVTOPTAambition.17;Они безусловно пойдут за мной.;;;;;;;;;;;;;x
EVTDESCambition.18;Ваша речь была спокойной и размеренной, вы привели множество убедительных аргументов в пользу запланированного вторжения. Обещания славы и новых земель привлекли некоторых, и большинство из них, кажется, согласились. Некоторые, правда, все еще настроены скептично.;;;;;;;;;;;;;x
EVTOPTAambition.18;Я уверен, большинство из них согласятся;;;;;;;;;;;;;x
EVTDESCambition.19;Вы сделали всё возможное, чтобы убедить их, но, к сожалению, большинство дворян нашли вашу речь тяжёлой и занудной. Те, кто не уснули, сочли ваши обещания славы и богатства пустыми. В конце лишь немногие апплодировали вам.;;;;;;;;;;;;;x
EVTOPTAambition.19;Я уверен, что они простят мне плохую речь;;;;;;;;;;;;;x
EVTDESCambition.20;После нескольких часов споров [From.GetTitledFirstName] призвал[From.GetEndA] к тишине и произн[From.GetEYo]с[From.GetNoneE] убедительную и вдохновляющую речь. Каждый пленился обещаниями богатства и славы, которые обещает нам [From.GetSheHe] в случае, если мы поддержим [From.GetHerHis]. Многие не жалеют апплодисментов, и в конце они громко и от души приветствуют [From.GetHerHis].;;;;;;;;;;;;;x
EVTOPTAambition.20;У меня нет слов;;;;;;;;;;;;;x
EVTDESCambition.21;После нескольких часов споров [From.GetTitledFirstName] призвал[From.GetEndA] к тишине, а затем произн[From.GetEYo]с[From.GetNoneE] спокойную и размеренную речь, почему это вторжение оправдано. Обещания славы и богатства привлекли некоторых, и большинство из них, кажется, согласились. Некоторые, правда, все еще настроены скептично.;;;;;;;;;;;;;x
EVTOPTAambition.21;Убедительность этого аргумента не вызывает сомнений;;;;;;;;;;;;;x
EVTDESCambition.22;После нескольких часов споров [From.GetTitledFirstName] призвал[From.GetEndA] к тишине, и произн[From.GetEYo]с[From.GetNoneE] тяжёлую и занудную речь, несмотря на то, что [From.GetSheHe] делал[From.GetEndA] всё возможное, чтобы убедить вас. Те, кто не уснули, нашли обещания славы и богатства пустыми. К концу лишь немногие аплодировали.;;;;;;;;;;;;;x
EVTOPTAambition.22;Невыносимая нудятина;;;;;;;;;;;;;x
EVTDESCambition.23;Теперь, когда каждый высказался, совет почти завершён. Услышав все аргументы, [From.GetTitledFirstName] оглашает новый указ. [From.GetSheHeCap] теперь свободно может начать вторжение туда, куда пожелает.;;;;;;;;;;;;;x
EVTOPTAambition.23;Да, слава нашему Господину и Дому [From.GetOnlyDynastyName]!;;;;;;;;;;;;;x
EVTOPTBambition.23;Я посмотрю как они все спланировали.;;;;;;;;;;;;;x
EVTOPTCambition.23;Выразить своё недовольство;;;;;;;;;;;;;x
EVTOPTDambition.23;Уйти;;;;;;;;;;;;;x
EVTDESCambition.24;[From.GetTitledFirstName] абсолютно не был[From.GetEndA] довол[From.GetSoftNaEn] итогами совета, и вдруг [From.GetSheHe] приш[From.GetLaYol] в ярость и выбежал[From.GetEndA] из зала, проклиная всех вокруг и вторжение.;;;;;;;;;;;;;x
EVTOPTAambition.24;Как грубо.;;;;;;;;;;;;;x
EVTDESCambition.26;Великий совет завершился, каждый благородный дворянин высказал свои соображения. За вами последнее слово и вы можете объявить о начале вторжения. Теперь мы знаем на кого можно положиться в осуществлении этого плана.;;;;;;;;;;;;;x
EVTOPTAambition.26;Они, кажется, поддерживают мою инициативу;;;;;;;;;;;;;x
TOOLTIPambition.26;§YТеперь вы можете один раз за свою жизни начать вторжение в любую другую страну\n§!Оно будет действительно в течение 5 лет\n\n;;;;;;;;;;;;;x
TOOLTIPambition.26A;[This.GetTitledFirstNameWithDynasty] поддерживает вторжение\n;;;;;;;;;;;;;x
EVTOPTbambition.26;Они, кажется, хотят отложить окончательное решение;;;;;;;;;;;;;x
TOOLTIPambition.26B;[This.GetTitledFirstNameWithDynasty] сохраняет нейтралитет\n;;;;;;;;;;;;;x
EVTOPTCambition.26;Они, оказывается, выступают против плана;;;;;;;;;;;;;x
TOOLTIPambition.26C;[This.GetTitledFirstNameWithDynasty] против вторжения\n;;;;;;;;;;;;;x
EVTDESCambition.27;Великий совет завершился, настало время покинуть город [From.Capital.GetName] и вернуться домой, где мы можем начать приготовления к войне.;;;;;;;;;;;;;x
EVTOPTAambition.27;Кровь падёт на [From.PrimaryTitle.GetName];;;;;;;;;;;;;x
opinion_left_grand_council;В гневе выбежал с Совета;;;;;;;;;;;;;x
opinion_invasion_good;Поддерживает вторжение;;;;;;;;;;;;;x
opinion_invasion_bad;Против вторжения;;;;;;;;;;;;;x
opinion_council_persuaded;Убеждает к поддержке;;;;;;;;;;;;;x
opinion_council_dissuaded;Убеждает выступить против;;;;;;;;;;;;;x
EVTDESCambition.40;Когда пришло ваше время высказаться, ваши аргументы в поддержку вторжения, которое предлагает [Root.TopLiege.GetTitledFirstName], были наиболее убедительными, ибо ваша речь вызвала крики поддержки и согласия. Вы хорошо подбирали слова, и многих в совете убедили поддержать вторжение.;;;;;;;;;;;;;x
EVTOPTAambition.40;Люди поддерживают мои взгляды;;;;;;;;;;;;;x
TOOLTIPgrand_councilPERSUADE;[This.GetTitledFirstNameWithDynasty] был[This.GetEndA] убежден[This.GetEndA] поддержать вторжение\n;;;;;;;;;;;;;x
EVTDESCambition.41;Когда пришло ваше время говорить, совет внимательно вас выслушал. Ваши аргументы в пользу вторжения, которое запланировал[Root.TopLiege.GetEndA] [Root.TopLiege.GetTitledFirstName], не совпадали с аргументами других, но некоторые с вами согласились. Тем не менее, разделение во мнении совета очевидно.;;;;;;;;;;;;;x
EVTOPTAambition.41;Некоторые из них приняли к сведению то, что я сказал[Root.GetEndA];;;;;;;;;;;;;x
EVTDESCambition.42;Как знатный человек, вы имеете право говорить, но было бы лучше, если бы вы молчали. Ваши бессвязные речи в поддержу вторжения, которое запланировал[Root.TopLiege.GetEndA] [Root.TopLiege.GetTitledFirstName], не вызвали апплодисментов, а некоторые из ваших аргументов открыто высмеяли. В итоге, вам никого не удалось привлечь на свою сторону.;;;;;;;;;;;;;x
EVTOPTAambition.42;Было бы лучше, если бы я сидел[Root.GetEndA] и молчал[Root.GetEndA];;;;;;;;;;;;;x
EVTDESCambition.43;Когда [From.GetTitledFirstName] начал[From.GetEndA] высказаться, [From.GetSheHe] прив[From.GetEYo]л[From.GetEndA] аргументы в поддержку вторжения, которое предлагает [From.TopLiege.GetTitledFirstName]. [From.GetHerHisCap] убедительная речь вызвала апплодисменты и крики одобрения. [From.GetSheHeCap] умело использовал[From.GetEndA] слова и убедил[From.GetEndA] многих в совете в своей правоте.;;;;;;;;;;;;;x
EVTDESCambition.44;Когда [From.GetTitledFirstName] начал[From.GetEndA] высказаться, то аргументы в поддержку вторжения, которое запланировал[From.TopLiege.GetEndA] [From.TopLiege.GetTitledFirstName], не совпадали со мнением многих, но некоторые с ними согласились. Очевидно, совет не имеет единого мнения.;;;;;;;;;;;;;x
EVTDESCambition.45;Как дворян[From.GetKaIn], [From.GetTitledFirstName] конечно имеет право говорить, но было бы лучше, если бы [From.GetSheHe] этого не делал[From.GetEndA]. Бессвязная речь в поддержку вторжения, которое запланировал[From.TopLiege.GetEndA] [From.TopLiege.GetTitledFirstName], не вызвала никакой поддержки. Некоторые из [From.GetHerHis] слов вызвали только смех. В итоге, никого не удалось привлечь на свою сторону.;;;;;;;;;;;;;x
EVTDESCambition.46;[Root.TopLiege.GetTitledFirstName] и Вы ранее часто различались в своих мнениях, и поэтому многие в Совете смотрят на вас, как на лидера оппозиции. Вы умно и дипломатично раскритиковали предложение войны, убеждая Совет в  глупости этого. В конце многие горячо выразили своё согласие.;;;;;;;;;;;;;x
EVTOPTAambition.46;[Root.TopLiege.GetTitledFirstName] долж[Root.TopLiege.GetNaEn] прислушаться ко мне;;;;;;;;;;;;;x
TOOLTIPgrand_councilDISSUADE;[This.GetTitledFirstNameWithDynasty] был[This.GetEndA] убежд[This.GetEYo]н[This.GetEndA] выступить против\n;;;;;;;;;;;;;x
EVTDESCambition.47;Предложение кажется вам тревожным, так что вы вынуждены были выступить против него в Совете. Вы спокойно изложили множество опасностей и высказали сомнительность в преимуществе такого вторжения. Многие в совете кивали в знак согласия, но крики несогласных с вами заполнили зал.;;;;;;;;;;;;;x
EVTOPTAambition.47;По крайней мере, споры стали оживлённее;;;;;;;;;;;;;x
EVTDESCambition.48;Кажется, вы недооценили настроения Cовета в целом. Когда вы решили выступить против предложения, то большинство встретили вас враждебно. Ваши неубедительные аргументы были встречены бурей смеха и негодования в равной степени. Вы быстро поняли, что никого не убедили, и сели в смущении на свое место.;;;;;;;;;;;;;x
EVTOPTAambition.48;Они пожалеют об этом унижении;;;;;;;;;;;;;x
EVTDESCambition.49;[From.GetTitledFirstName] ранее в спорах противостоял[From.GetEndA] Господину, поэтому на Cовете, кажется, считают [From.GetHerHis] лидером оппозиции, выступающей против вторжения, и когда [From.GetSheHe] начал[From.GetEndA] говорить, то [From.GetSheHe] был[From.GetEndA] встречен[From.GetEndA] одобрительными криками. [From.GetSheHeCap] умно и дипломатично раскритиковал[From.GetEndA] предложенное вторжение, убеждая совет в глупости этого. В конце многие горячо выразили свое согласие.;;;;;;;;;;;;;x
EVTDESCambition.50;[From.GetTitledFirstName] был[From.GetEndA] встревожен[From.GetEndA] предложением вторжения и выступил[From.GetEndA] против него. Он[From.GetEndA] спокойно изложил[From.GetEndA] аргументы, убеждающие окружающих в опасности и сомнительности преимуществ такого вторжения. Многие кивали в знак согласия, но крики несогласных также звучали в зале.;;;;;;;;;;;;;x
EVTDESCambition.51;Кажется, что [From.GetTitledFirstName] недооценил[From.GetEndA] настроение Совета в целом. Когда [From.GetSheHeC] решил[From.GetEndA] высказаться против инициативы, то большинство встретили [From.GetHerHis] враждебно. [From.GetHerHisCap] неубедительные аргументы были встречены бурей смеха и негодования в равной степени. [From.GetSheHeCap] быстро понял[From.GetEndA], что [From.GetSheHe] никого не убедит и сел[From.GetEndA] в смущении на своё место в зале.;;;;;;;;;;;;;x
EVTDESCambition.52;Как [Root.GetTitle] земли [Root.PrimaryTitle.GetName], вы, конечно, высказали свой взгляд на вторжение. Вы произнесли странный и неловкий монолог о вреде грамкинов и снарков, а также высказали предположение о возможности, что [Root.Religion.GetRandomGodName] и [Root.TopLiege.GetTitledFirstName] заключат союз. В конце концов один из придворных успокоил вас и вывел прочь с совета.;;;;;;;;;;;;;x
EVTOPTAambition.52;Но я только приближаюсь к самой лучшей части!;;;;;;;;;;;;;x
EVTDESCambition.53;[From.GetTitledFirstName] всегда был[From.GetEndA] извест[From.GetNaEn] своей невменяемостью, так что ни для кого не стал неожиданностью [From.GetHerHis] монолог. Все с неловкостью слушали как [From.GetSheHe] разглагольствовал[From.GetEndA] и бредил[From.GetEndA] о вреде грамкинов и снарков, а также высказал[From.GetEndA] предположение о возможности, что [Root.Religion.GetRandomGodName] и [Root.TopLiege.GetTitledFirstName] объединятся. В конце концов один из придворных успокоил [From.GetHerHis] и вывел прочь.;;;;;;;;;;;;;x
EVTOPTAambition.53;О,хвала всем Богам, что [From.GetSheHe] покинул[From.GetEndA] нас.;;;;;;;;;;;;;x
EVTDESCambition.54;Пришла ваша очередь высказаться на Совете, и вы, не теряя времени, указываете на прибыль, к которой приведёт [From.TopLiege.GetTitledFirstName]. Вы долго говорили о золоте и землях, которые смогут получить те, кто вожделеют о славе. Некоторые нашли ваши мысли неприличными, но большинство согласились с вами;;;;;;;;;;;;;x
EVTOPTAambition.54;Они знают, что это имеет смысл;;;;;;;;;;;;;x
EVTDESCambition.55;[From.GetTitledFirstName] начинает говорить на Совете, и [From.GetSheHe], не теряя времени, указывает на прибыль, которую принесёт [From.TopLiege.GetTitledFirstName]. [From.GetSheHeCap] долго говорил[From.GetEndA] о золоте и землях, которые смогут получить те, кто вожделеют о славе. Некоторые нашли [From.GetHerHis] мысли неприличными, но большинство были согласны.;;;;;;;;;;;;;x
EVTOPTAambition.55;[From.GetSheHeCap] никогда не упустит шанс разбогатеть;;;;;;;;;;;;;x
EVTDESCambition.56;В то время, как [Root.TopLiege.GetTitledFirstName] предложил[Root.TopLiege.GetEndA] вторжение, вы выразили несогласие с ним, ссылаясь на законы и обычаи. Вы говорите присутствующим, что ни один правитель, даже [Root.TopLiege.GetTitle], не может захватывать землю вопреки закону и без наличия на то каких-либо причин. Многие согласны с вами, но много и тех, кто призывает вас заткнуться.;;;;;;;;;;;;;x
EVTOPTAambition.56;[Root.Religion.GetRandomGodName] не одобрит этого;;;;;;;;;;;;;x
EVTDESCambition.57;[From.GetTitledFirstName] всегда соблюдал[From.GetEndA] законы и обычаи и поэтому неудивительно, что [From.GetSheHe] выступил[From.GetEndA] против вторжения, ссылаясь на них. [From.GetSheHeCap] говорит всем присутствующим, что ни один правитель и даже [From.TopLiege.GetTitle], не может захватывать землю вопреки законам и без наличия на то каких-либо прав. Значительная часть дворян согласна, но многие призывают [From.GetHerHis] заткнуться.;;;;;;;;;;;;;x
EVTDESCambition.58;Война на чужбине кажется вам развлечением, и вы не стесняетесь обмениваться мнениями со своими товарищами и советниками. [Root.TopLiege.GetTitledFirstName] в Ваших речах много и часто хвалится за предоставленную возможность каждому поучаствовать в кампании, где все будут сплочены единой целью. Вы также язвительно намекнули о женщинах, которые нам достанутся, и о бастардах, которые родятся после этого.;;;;;;;;;;;;;x
EVTOPTAambition.58;Не могу дождаться!;;;;;;;;;;;;;x
EVTDESCambition.59;[From.GetTitledFirstName], кажется, рад[From.GetEndA] кампании, но совсем не по почётным причинам. [Root.TopLiege.GetTitledFirstName] много и часто хвалится в речах за потенциальную возможность каждому поучавствовать в кампании, где общие цели сплотят их. [From.GetSheHeCap] также намекнул[From.GetEndA] о женщинах, которые нам достанутся, и о бастардах, которые родятся после этого.;;;;;;;;;;;;;x
EVTOPTAambition.59;Как развратно;;;;;;;;;;;;;x
EVTDESCambition.60;[Root.PrimaryTitle.GetFOA], мы получили вести из города [From.Capital.GetName] о том, что [From.GetTitledFirstNameWithDynasty] пров[From.GetEYo]л[From.GetEndA] Великий совет знати. И [From.GetSheHe], по-видимому, добил[From.GetLasLsya] поддержки и теперь может начать вторжение в другое государство, и вскоре, как ожидается, это произойдёт.;;;;;;;;;;;;;x
EVTOPTAambition.60;Им лучше не бросать взгяд на мои земли;;;;;;;;;;;;;x
invasion_ambition;Амбиция Завоевание;;;;;;;;;;;;;x
invasion_ambition_desc;§Y$CLAIMANT$§! добился поддержки своих вассалов начать вторжение и использовать этот повод для войны (Casus Belli), дабы заполучить §Y$TITLE$§! по праву завоевания.\n\Если владелец $TITLE$ не представляет ту же культуру или религию, что и $CLAIMANT$, то все оккупированные владения будут отняты в случае победы.;;;;;;;;;;;;;x
EVTDESCambition.700;[From.GetTitledFirstName], кажется, прилагает большие усилия, чтобы стать к вам ближе. Вы можете стать хорошими друзьями.;;;;;;;;;;;;;x
EVTOPTAambition.700;Теперь у нас близкая связь;;;;;;;;;;;;;x
EVTDESCambition.70;Пир в земле [Root.Liege.Location.GetName] длится уже продолжительное время, [Root.Liege.GetTitledFirstName], кажется, в хорошем настроении. Самое подходящее время подойти и начать разговор.;;;;;;;;;;;;;x
EVTOPTAambition.70;Я уверен, что мы поладим;;;;;;;;;;;;;x
EVTDESCambition.71;Пир длится уже продолжительное время, [From.GetTitledFirstNameWithDynasty] подходит к вам. [From.GetSheHeCap] при любой возможности старается льстить Вам.;;;;;;;;;;;;;x
EVTOPTAambition.71;Мне нравится этот разговор;;;;;;;;;;;;;x
EVTOPTBambition.72;Уоооооа! Как скучно…;;;;;;;;;;;;;x
TOOLTIPambition.71;[Root.Liege.GetTitledFirstName] совсем рядом, Вы подходите и пытаетесь начать разговор.;;;;;;;;;;;;;x
opinion_acquaintance;Стал хорошим знакомым;;;;;;;;;;;;;x
EVTDESCambition.72;[From.GetTitledFirstName] радушно приветствует вас. Вы провели много времени за увлекательными разговорами, пили вино и щедро смеялись. В конце пира [From.GetSheHe] благодарит Вас за компанию, и жаждет скорейшей новой встречи с вами, чтобы еще раз поболтать по душам.;;;;;;;;;;;;;x
EVTOPTAambition.72;Это может стать началом хорошей дружбы;;;;;;;;;;;;;x
EVTDESCambition.73;[From.GetTitledFirstName] раздраж[From.GetEYo]н[From.GetEndA] из-за вашего присутствия, и это несмотря на ваши усердные попытки льстить и вести разговор на разные темы. Вы пробовали рассказывать ваши лучшие истории и анекдоты, но [From.GetSheHe] в конечном счете наш[From.GetLaYol] предлог улизнуть от вас и разговориться с другим гостем.;;;;;;;;;;;;;x
