#CODE;ENGLISH;x
EVTOPTAharrenhal.22;Я не повторю этого, пока Вдовья Башня не будет восстановлена.;x
EVTDESCharrenhal.23;Лорд Башни Ужаса частично отстроил инфраструктуру замка на руинах. Но, к сожалению, они были разрушены из за состояния Башни.;x
EVTOPTAharrenhal.23;Я не повторю этого, пока Башня Ужаса не будет восстановлена.;x
rebuild_harrenhal;Восстановить Харренхолл;x
rebuild_harrenhal_desc;Начать долгую и трудную реставрацию замка Короля Харрена - Харренхолла.;x
TOOLTIPrebuild_harrenhalCOST;[Root.GetTitledFirstName] имеет 800¤\n;x
TOOTLIPharrenhal.1;Реставрация началась...;x
curse_of_harrenhal;??;x
b_kingharren1_alt;Королевская Башня;x
b_kingharren2_alt;Черная Башня;x
b_kingharren3_alt;Железная Башня;x
