#CODE;ENGLISH;x
ghiscari_bl;[Root.GetBloodlineName];x
ghiscari_bl_desc;Дом [This.GetOnlyDynastyName] является одной из самых уважаемых родословных Гискара;x
hyrkoon_group_bl;[Root.GetBloodlineName];x
hyrkoon_group_bl_desc;Дом [This.GetOnlyDynastyName] является одной из самых уважаемых родословных Гиркуна;x
moraqi_group_bl;[Root.GetBloodlineName];x
moraqi_group_bl_desc;Дом [This.GetOnlyDynastyName] является одной из самых уважаемых родословных Морака;x
asabhadi_bl;[Root.GetBloodlineName];x
asabhadi_bl_desc;Дом [This.GetOnlyDynastyName] является одной из самых уважаемых родословных Азабхада;x
lengi_bl;[Root.GetBloodlineName];x
lengi_bl_desc;Дом [This.GetOnlyDynastyName] является одной из самых уважаемых родословных Лэнга;x
yi_ti_bl;[Root.GetBloodlineName];x
yi_ti_bl_desc;Дом [This.GetOnlyDynastyName] является одной из самых уважаемых родословных И-Ти;x
shadowlander_bl;[Root.GetBloodlineName];x
shadowlander_bl_desc;Дом [This.GetOnlyDynastyName] является одной из самых уважаемых родословных теневых земель;x
asshai_bl;[Root.GetBloodlineName];x
asshai_bl_desc;Дом [This.GetOnlyDynastyName] является одной из самых уважаемых родословных Асшая;x
qartheen_bl;[Root.GetBloodlineName];x
qartheen_bl_desc;Дом [This.GetOnlyDynastyName] является одной из самых уважаемых родословных Кварта;x
ibbenese_bl;[Root.GetBloodlineName];x
ibbenese_bl_desc;Дом [This.GetOnlyDynastyName] является одной из самых уважаемых родословных Иббена;x
nghai_bl;[Root.GetBloodlineName];x
nghai_bl_desc;Дом [This.GetOnlyDynastyName] является одной из самых уважаемых родословных Н'гая;x
summer_islander_bl;[Root.GetBloodlineName];x
summer_islander_bl_desc;Дом [This.GetOnlyDynastyName] является одной из самых уважаемых родословных Летних островов;x
naathi_bl;[Root.GetBloodlineName];x
naathi_bl_desc;Дом [This.GetOnlyDynastyName] является одной из самых уважаемых родословных Наата;x
dynastic_bl;[Root.GetBloodlineName];x
dynastic_bl_desc;Дом [This.GetOnlyDynastyName] является одной из самых уважаемых родословных страны;x
khal_of_khals;Кровь персонажа [This.GetTitle] [This.GetFirstNameWithNick];x
khal_of_khals_desc;[This.GetTitledFirstNameNoRegnal] объединил дотракийцев в один Кхаласар;x
jhattar_of_jogos_nhai;Кровь персонажа [This.GetTitle] [This.GetFirstNameWithNick];x
jhattar_of_jogos_nhai_desc;[This.GetTitledFirstNameNoRegnal] объединил Джогос-нхаи под своей рукой;x
bloodline_effect_traditional_claim;Предоставляет традиционную претензию на титул §Y[From.Founder.PrimaryTitle.GetFullName]§!;x
blood_of_azor_ahai;Кровь Азора Ахая;x
blood_of_azor_ahai_desc;[This.GetTitledFirstNameWithDynastyNoRegnal] - якобы возрожденый Азор Ахай;x
blood_of_chaos;Кровь Длани Хаоса;x
blood_of_chaos_desc;[This.GetFirstNameWithNick] [This.GetOnlyDynastyName] распечатал[This.GetEndA] древние лабиринты Лэнга, обрушив на мир бич Древних.;x
reyne;Кровь Рейнов;x
reyne_desc;Дом Рейнов - древний род потомков Первых Людей. Рейны присоединились к Королевству Утёса, когда первый Ланнистер-Король женился на дочери их дома.;x
mudd;Родословная Мадда;x
mudd_desc;Мадды правили как Короли Рек и Холмов из замка, руины которого теперь называются 'Старые Камни'. Они были последними из Первых людей, которые управляли Трезубцем.;x
justman;Родословная Джастмена;x
justman_desc;Основанный Бенедиктом 'Правильным' Риверсом, Дом Джастмен был благородным домом Речных земель, который правил как Короли Трезубца после Вторжения Андалов.;x
teague;Родословная Тига;x
teague_desc;Дом Тигов был знатным домом Речных земель, которые правили как Короли Рек и Холмов до завоевания Эйгона.;x
khiara_the_great;Родословная Киары Великой;x
khiara_the_great_desc;Киара Великая была Божественнойи иператрицей Лэнга. Была из чистейшего ленгийского рода, но чтобы угодить своим подданным, она вышла за двух мужей, ленгийского и итийского.;x
bloodline_effect_strong_seed;Родословная §YСильного семени§!;x
bloodline_effect_very_strong_seed;Родословная §YОчень сильного семени§!;x
bloodline_effect_fairly_strong_seed;Родословная §YДовольно сильного семени§!;x
bloodline_effect_traditional_claim_short;Дарует традиционные претензии на §Y[From.Founder.PrimaryTitle.GetName]§!;x
pirate_bl;[Root.GetBloodlineName];x
pirate_bl_desc;Дом [This.GetOnlyDynastyName] является одной из самых уважаемых пиратских родословных;x
corsair_bl;[Root.GetBloodlineName];x
corsair_bl_desc;Дом [This.GetOnlyDynastyName] является одной из самых уважаемых родословных корсаров;x
bloodline_effect_traditional_claim_blackfyre;Предоставляет традиционную претензию на §YЖелезный Трон§!;x
