#CODE;ENGLISH;x
customizer_blackfyre_desc;Вы Блэкфайр, чёрный дракон, ведущий свой род от Деймона Блэкфайра, незаконнорожденного сына Эйгона IV Недостойного и претендента на Железный Трон;x
customizer_bolton;Дом Болтонов;x
customizer_bolton_desc;Вы Болтон из Дредфорта, дома, в своё время, конкурировавшего за власть над севером с самими Королями Зимы. Ваши предки сдирали кожу со своих врагов и носили её как плащи. Ну, по крайней мере, пока не стали вассалами Старков.;x
customizer_mormont;Дом Мормонтов;x
customizer_mormont_desc;Вы Мормонт с Медвежьего острова, предоставленного вам Родриком Старком, взявшим его после победы в единоборстве с Железным королём. Вы должны постоянно защищать свои земли от одичалых, и потому являетесь великими воинами, — и мужчины и женщины.;x
customizer_sarwyck;Дом Сарвиков;x
customizer_sarwyck_desc;Вы Сарвик из Ключей, благородный дом Западных земель и верный вассал Ланнистеров.;x
customizer_westford;Дом Вестфордов;x
customizer_westford_desc;Вы Вестфорд, ваш род — верные вассалы Ланнистеров долгие поколения.;x
customizer_hightower;Дом Хайтауэров;x
customizer_hightower_desc;Вы Хайтауэр из Хайтауэра, древние владыки Староместа. Вы древние покровители Цитадели, Верные слуги Простора и один из самых богатых домов королевства.;x
customizer_frey;Дом Фреев;x
customizer_frey_desc;Вы Фрей из Близнецов, один из самых юных домов Вестороса, основатель которого построил мост через Зелёный Зубец. Ваша семья значительно выросла во власти, в богатстве и в количестве, но вас по прежнему считают мелкими выскочками.;x
customizer_dayne;Дом Дейнов;x
customizer_dayne_desc;Вы Дейн из Звездопада, хранители Границ Дорна на протяжении долгих веков. Вы являетесь владельцами меча Рассвет, выкованного из упавшей звезды, который могут носить лишь величайшие воины Дома Дейнов;x
customizer_farwynd;Дом Фарвиндов;x
customizer_farwynd_desc;Вы Фарвинд, представителей вашего рода можно найти на Железных Островах от Большого Вика до острова Одинокий Свет. Про младшую ветвь Фарвиндов с Одинокого Света говорят, что они оборотни и могут перекидываться в морских львов, моржей и прочую морскую живность.;x
EVTDESCCUSTOMIZERHOUSES1;К какому дому вы принадлежите?;x
EVTDESCCUSTOMIZERHOUSES1B;Из-за игровых ограничений движка, кочевые персонажи не могут быть использованы в доме разработчика;x
EVTOPTACUSTOMIZERHOUSES1;Мой дом все еще существует;x
TOOLTIPhouse_customizerA;За 50 дней [Root.GetTitledFirstName] может быть связан[Root.GetEndA] с существующим домом, выбрав персонажа из этого дома через меню дипломатии\n;x
EVTOPTBCUSTOMIZERHOUSES1;Мой дом вымер;x
TOOLTIPhouse_customizerB;Подбор домов, которые вымерли\n;x
EVTDESCCUSTOMIZERHOUSES2;Из какого древнего рода я произошел?;x
EVTOPTACUSTOMIZERHOUSES2;Рейны из Кастамере;x
EVTOPTBCUSTOMIZERHOUSES2;Дом Тарбеков;x
EVTOPTCCUSTOMIZERHOUSES2;Дом Блэкфайр, черные драконы;x
EVTOPTDCUSTOMIZERHOUSES2;Дом Грейстарки;x
EVTOPTECUSTOMIZERHOUSES2;Дом Дюррандонов, Штормовые Короли;x
EVTOPTFCUSTOMIZERHOUSES2;Дом Гарденеров, законные короли Простора;x
EVTOPTGCUSTOMIZERHOUSES2;Дом Хоаров, последняя линия правивших королей Железных островов;x
EVTOPTICUSTOMIZERHOUSES2;Дом Грейайронов, законные Железные короли;x
EVTOPTJCUSTOMIZERHOUSES2;Дом Тигов, законные короли Трезубца;x
EVTOPTKCUSTOMIZERHOUSES2;Дом Фишеров, законные короли Речных земель;x
EVTOPTLCUSTOMIZERHOUSES2;Дом Джастменов, законные короли Речных земель;x
EVTOPTMCUSTOMIZERHOUSES2;Дом Жгучего Клинка;x
EVTOPTNCUSTOMIZERHOUSES2;Дом Брайтстоун, Короли Перстов;x
EVTOPTOCUSTOMIZERHOUSES2;Дом Шелл, Короли Перстов;x
EVTOPTPCUSTOMIZERHOUSES2;Дом Кастерли из Утеса;x
EVTOPTQCUSTOMIZERHOUSES2;Дом Сиворт;x
EVTOPTRCUSTOMIZERHOUSES2;Дом Черноводный;x
EVTOPTSCUSTOMIZERHOUSES2;Дом Тауэрсов;x
EVTOPTTCUSTOMIZERHOUSES2;Дом Клиганов;x
EVTOPTUCUSTOMIZERHOUSES2;Дом Слинтов;x
EVTOPTVCUSTOMIZERHOUSES2;Дом Кеттлблэков;x
EVTOPTWCUSTOMIZERHOUSES2;Дом Квохерисов из Харренхолла;x
EVTOPTXCUSTOMIZERHOUSES2;Дом Дарклинов из Сумеречного Дола;x
EVTDESCCUSTOMIZERHOUSES3;Как я отношусь к персонажу [From.GetTitledFirstName]?;x
EVTOPTACUSTOMIZERHOUSES3;Я [From.GetHerHis] [Root.GetSonDaughter];x
EVTOPTBCUSTOMIZERHOUSES3;Мы братья и сестры;x
EVTOPTCCUSTOMIZERHOUSES3;Я [From.GetHerHis] дядя;x
EVTOPTCCUSTOMIZERHOUSES3AUNT;Я [From.GetHerHis] тетя;x
EVTOPTDCUSTOMIZERHOUSES3;Я [From.GetHerHis] двоюродный дядя;x
EVTOPTDCUSTOMIZERHOUSES3AUNT;Я [From.GetHerHis] двоюродная тетя;x
EVTOPTECUSTOMIZERHOUSES3;Мы только дальние родственники;x
TOOLTIPCUSTOMISERWARNING;§RПредупреждение:§! Это может привести к неправильному отображению династического древа;x
house_customiser_target;§YCustomiser:§! Дом [Root.GetOnlyDynastyName];x
house_customiser_target_desc;Встаньте под знамена Дома [Root.GetOnlyDynastyName];x
TOOLTIPcustomizer_houses.3;Вы сможете выбрать персонажа [Root.GetTitledFirstName], в зависимости от возраста, как и ваши родители, брат, племянник/племянница.;x
# EVTDESCCUSTOMIZERHOUSES1;Вы Таргариен из Старой Валирии от крови дракона, потомок Короля Эйгона Завоевателя, объединившего под своей властью все Семь Королевств и выковавшего Железный трон.;x
# EVTOPTACUSTOMIZERHOUSES1;Огонь и кровь;x
# EVTDESCCUSTOMIZERHOUSES2;Вы Старк из Винтерфелла, Хранитель Севера. Вы восходите корнями к Брандону Строителю, первому королю Севера. Именно он построил Стену и спас нас от ужасов Долгой ночи.;x
# EVTOPTACUSTOMIZERHOUSES2;Зима Близко;x
# EVTDESCCUSTOMIZERHOUSES3;Вы Грейджой из Пайка, Лорд Железных островов. Вы ведете свой род от Серого Короля, первого короля Железных Островов. Победив морского дракона Наггу, он построил свой замок из его останков, который обогревал с помощью его пламени.;x
# EVTOPTACUSTOMIZERHOUSES3;Мы не сеем;x
# EVTDESCCUSTOMIZERHOUSES4;Вы Талли из Риверрана, Верховный Лорд Трезубца. Ваш род восходит к Эдмину Талли, предавшего короля Харрена Чёрного и поддержавшего Эйгона Завоевателя, наградившего, в итоге, Эдмина Речными землями;x
# EVTOPTACUSTOMIZERHOUSES4;Семья, Долг, Честь;x
EVTDESCCUSTOMIZERHOUSES5;Вы Аррен из Орлиного Гнезда, Хранитель Востока и Защитник Долины. Вы ведете свой род от Крылатого Рыцаря Артиса Аррена, который, оседлав громадного сокола, взлетел на вершину Копья Гиганта, убил Короля Грифона и принёс в Вестерос Семибожие.;x
EVTOPTACUSTOMIZERHOUSES5;Высокий как честь;x
EVTDESCCUSTOMIZERHOUSES6;Вы Ланнистер с Утёса Кастерли, Страж Запада и Щит Ланниспорта. По женской линии ваш род восходит к Ланну Умному,  шуту, по легенде изгнавшему род Кастерли из их замка одной только хитростью и короновавшего себя.;x
EVTOPTACUSTOMIZERHOUSES6;Услышь мой рев!;x
EVTDESCCUSTOMIZERHOUSES7;Вы Тирелл из Хайгардена, верховный маршал Простора и Хранитель Юга. По женской линии ваш род восходит к Гарту Зеленорукому, самому первому королю Простора. Ваша семья тысячелетиями служила роду Гарденеров стюардами, а Эйегон Завоеватель наградил Тиреллов за верность властью над Простором.;x
EVTOPTACUSTOMIZERHOUSES7;Вырастая крепнем;x
EVTDESCCUSTOMIZERHOUSES8;Вы Баратеон из Штормового предела, Верховный Лорд Штормовых земель. Вашим предком является Орис Баратеон, сводный брат Эйгона Таргариена и один из его лучших полководцев, лично убивший старого Штормового Короля по имени Аргилак Надменный и взявшего его дочь в жёны.;x
EVTOPTACUSTOMIZERHOUSES8;Нас ярость;x
EVTDESCCUSTOMIZERHOUSES9;Вы Нимерос Мартелл, Принц Дорна. Ваш род восходит к Нимерии, Королеве-Воительнице, которая, после поражения в Старой Валирии, увела последних Ройнаров через Узкое море осваивать новые земли Вестероса.;x
EVTOPTACUSTOMIZERHOUSES9;Непреклонные, несгибаемые, несдающиеся;x
EVTDESCCUSTOMIZERHOUSES10;Вы Рейн из Кастамаре, второй по силе род Западных земель, уступающий лишь Ланнистерам.;x
EVTOPTACUSTOMIZERHOUSES10;И кто ты такой, что бы я тебе кланялся?;x
EVTDESCCUSTOMIZERHOUSES11;Вы Тарбек из Тарбекхолла, один из старейших и величайших лордов Западных земель.;x
EVTOPTACUSTOMIZERHOUSES11;Слава дому Тарбеков;x
EVTDESCCUSTOMIZERHOUSES12;Вы Блэкфайр, чёрный дракон, ведущий свой род от Деймона Блэкфайра, незаконнорожденного сына Эйгона IV Недостойного и претендента на Железный Трон;x
EVTOPTACUSTOMIZERHOUSES12;Мы вернём что нам принадлежит;x
EVTDESCCUSTOMIZERHOUSES13;Вы Болтон из Дредфорта, дома, в своё время, конкурировавшего за власть над севером с самими Королями Зимы. Ваши предки сдирали кожу со своих врагов и носили её как плащи. Ну, по крайней мере, пока не стали вассалами Старков.;x
EVTOPTACUSTOMIZERHOUSES13;Наши ножи остры!;x
EVTDESCCUSTOMIZERHOUSES14;Вы Мормонт с Медвежьего острова, предоставленного вам Родриком Старком, взявшим его после победы в единоборстве с Железным королём. Вы должны постоянно защищать свои земли от одичалых, и потому являетесь великими воинами, — и мужчины, и женщины.;x
EVTOPTACUSTOMIZERHOUSES14;Здесь стоим;x
EVTDESCCUSTOMIZERHOUSES15;Вы Сарвик из Ключей, благородный дом Западных земель и верный вассал Ланнистеров.;x
EVTOPTACUSTOMIZERHOUSES15;Семья — твоя надежда, храни её всегда;x
EVTDESCCUSTOMIZERHOUSES16;Вы Вестфорд, ваш род — верные вассалы Ланнистеров долгие поколения.;x
EVTOPTACUSTOMIZERHOUSES16;Смерть лучше бесчестья;x
EVTDESCCUSTOMIZERHOUSES17;Вы Хайтауэр из Хайтауэра, древние владыки Староместа. Вы древние покровители Цитадели, Верные слуги Простора и один из самых богатых домов королевства.;x
EVTOPTACUSTOMIZERHOUSES17;Мы освещаем путь;x
EVTDESCCUSTOMIZERHOUSES18;Вы Фрей из Близнецов, один из самых юных домов Вестороса, основатель которого построил мост через Зелёный Зубец. Ваша семья значительно выросла во власти, в богатстве и в количестве, но вас по-прежнему считают мелкими выскочками.;x
EVTOPTACUSTOMIZERHOUSES18;Не расстраивай нас.;x
EVTDESCCUSTOMIZERHOUSES19;Вы Дейн из Звездопада, хранители Границ Дорна на протяжении долгих веков. Вы являетесь владельцами меча Рассвет, выкованного из упавшей звезды, который могут носить лишь величайшие воины Дома Дейнов;x
EVTOPTACUSTOMIZERHOUSES19;Мы Меч Зари;x
EVTDESCCUSTOMIZERHOUSES20;Вы Фарвинд, представителей вашего рода можно найти на Железных Островах от Большого Вика до острова Одинокий Свет. Про младшую ветвь Фарвиндов с Одинокого Света говорят, что они оборотни и могут перекидываться в морских львов, моржей и прочую морскую живность.;x
EVTOPTACUSTOMIZERHOUSES20;Смело иди!;x
EVTDESCHOUSECUSTOMIZER5;Вы теперь член младшего дома из Дома [From.GetOnlyDynastyName].;x
EVTOPTFCUSTOMIZERHOUSES3;Я - брат-бастард (младший дом);x
EVTOPTGCUSTOMIZERHOUSES3;Я [From.GetHerHis] [Root.GetSonDaughter]-бастард (младший дом);x
CUSTOMISED_NOMAD_CLAN;[Root.GetOnlyDynastyName];x
EVTOPTJCUSTOMIZERHOUSES3;У нас немного другая связь;x
EVTDESCCUSTOMIZERHOUSES6;Вы Ланнистер с Утёса Кастерли, Страж Запада и Щит Ланниспорта. По женской линии ваш род восходит к Ланну Умному,  шуту, по легенде изгнавшему род Кастерли из их замка одной только хитростью и короновавшего себя.;x
EVTOPTACUSTOMIZERHOUSES6;Услышь мой рев!;x
EVTDESCCUSTOMIZERHOUSES7;Вы Тирелл из Хайгардена, верховный маршал Простора и Хранитель Юга. По женской линии ваш род восходит к Гарту Зеленорукому, самому первому королю Простора. Ваша семья тысячелетиями служила роду Гарденеров стюардами, а Эйегон Завоеватель наградил Тиреллов за верность властью над Простором.;x
EVTOPTACUSTOMIZERHOUSES7;Вырастая крепнем;x
EVTDESCCUSTOMIZERHOUSES8;Вы Баратеон из Штормового предела, Верховный Лорд Штормовых земель. Вашим предком является Орис Баратеон, сводный брат Эйгона Таргариена и один из его лучших полководцев, лично убивший старого Штормового Короля по имени Аргилак Надменный и взявшего его дочь в жёны.;x
EVTOPTACUSTOMIZERHOUSES8;Нас ярость;x
EVTDESCCUSTOMIZERHOUSES9;Вы Нимерос Мартелл, Принц Дорна. Ваш род восходит к Нимерии, Королеве-Воительнице, которая, после поражения в Старой Валирии, увела последних Ройнаров через Узкое море осваивать новые земли Вестероса.;x
EVTOPTACUSTOMIZERHOUSES9;Непреклонные, несгибаемые, несдающиеся;x
EVTDESCCUSTOMIZERHOUSES10;Вы Рейн из Кастамаре, второй по силе род Западных земель, уступающий лишь Ланнистерам.;x
EVTOPTACUSTOMIZERHOUSES10;И кто ты такой, что бы я тебе кланялся?;x
EVTDESCCUSTOMIZERHOUSES11;Вы Тарбек из Тарбекхолла, один из старейших и величайших лордов Западных земель.;x
EVTOPTACUSTOMIZERHOUSES11;Слава дому Тарбеков;x
EVTDESCCUSTOMIZERHOUSES12;Вы Блэкфайр, чёрный дракон, ведущий свой род от Деймона Блэкфайра, незаконнорожденного сына Эйгона IV Недостойного и претендента на Железный Трон;x
EVTOPTACUSTOMIZERHOUSES12;Мы вернём что нам принадлежит;x
EVTDESCCUSTOMIZERHOUSES13;Вы Болтон из Дредфорта, дома, в своё время, конкурировавшего за власть над севером с самими Королями Зимы. Ваши предки сдирали кожу со своих врагов и носили её как плащи. Ну, по крайней мере, пока не стали вассалами Старков.;x
EVTOPTACUSTOMIZERHOUSES13;Наши ножи остры!;x
EVTDESCCUSTOMIZERHOUSES14;Вы Мормонт с Медвежьего острова, предоставленного вам Родриком Старком, взявшим его после победы в единоборстве с Железным королём. Вы должны постоянно защищать свои земли от одичалых, и потому являетесь великими воинами, — и мужчины, и женщины.;x
EVTOPTACUSTOMIZERHOUSES14;Здесь стоим;x
EVTDESCCUSTOMIZERHOUSES15;Вы Сарвик из Ключей, благородный дом Западных земель и верный вассал Ланнистеров.;x
EVTOPTACUSTOMIZERHOUSES15;Семья — твоя надежда, храни её всегда;x
EVTDESCCUSTOMIZERHOUSES16;Вы Вестфорд, ваш род — верные вассалы Ланнистеров долгие поколения.;x
EVTOPTACUSTOMIZERHOUSES16;Смерть лучше бесчестья;x
EVTDESCCUSTOMIZERHOUSES17;Вы Хайтауэр из Хайтауэра, древние владыки Староместа. Вы древние покровители Цитадели, Верные слуги Простора и один из самых богатых домов королевства.;x
EVTOPTACUSTOMIZERHOUSES17;Мы освещаем путь;x
EVTDESCCUSTOMIZERHOUSES18;Вы Фрей из Близнецов, один из самых юных домов Вестороса, основатель которого построил мост через Зелёный Зубец. Ваша семья значительно выросла во власти, в богатстве и в количестве, но вас по-прежнему считают мелкими выскочками.;x
EVTOPTACUSTOMIZERHOUSES18;Не расстраивай нас.;x
EVTDESCCUSTOMIZERHOUSES19;Вы Дейн из Звездопада, хранители Границ Дорна на протяжении долгих веков. Вы являетесь владельцами меча Рассвет, выкованного из упавшей звезды, который могут носить лишь величайшие воины Дома Дейнов;x
EVTOPTACUSTOMIZERHOUSES19;Мы Меч Зари;x
EVTDESCCUSTOMIZERHOUSES20;Вы Фарвинд, представителей вашего рода можно найти на Железных Островах от Большого Вика до острова Одинокий Свет. Про младшую ветвь Фарвиндов с Одинокого Света говорят, что они оборотни и могут перекидываться в морских львов, моржей и прочую морскую живность.;x
EVTOPTACUSTOMIZERHOUSES20;Смело иди!;x
EVTDESCHOUSECUSTOMIZER5;Вы теперь член младшего дома из Дома [From.GetOnlyDynastyName].;x
EVTOPTFCUSTOMIZERHOUSES3;Я его брат-бастард (младший дом);x
EVTOPTGCUSTOMIZERHOUSES3;Я [From.GetHerHis] [Root.GetSonDaughter]-бастард (младший дом);x
CUSTOMISED_NOMAD_CLAN;[Root.GetOnlyDynastyName];x
EVTOPTJCUSTOMIZERHOUSES3;У нас немного другая связь;x
EVTOPTKCUSTOMIZERHOUSES3;[From.GetSheHeCap] - м[From.GetOyaOy] [From.GetUncleAunt];x
EVTOPTLCUSTOMIZERHOUSES3;[From.GetSheHeCap] - м[From.GetOyaOy] пра-[From.GetUncleAunt];x
