#CODE;ENGLISH;x
EVTDESCarchery.27;В последнем раунде финального матча [From.GetTitledFirstNameWithDynasty] победил персонажа [FromFrom.GetTitledFirstNameWithDynasty], заработав больше очков.;x
EVTOPTAarchery.27;Прекрасный турнир;x
EVTDESCarchery.28;Начат финальный матч между персонажами [From.GetTitledFirstNameWithDynasty] и [FromFrom.GetTitledFirstNameWithDynasty]. В итоге, [From.GetTitledFirstName] оказался более метким и победил в турнире!;x
EVTOPTAarchery.28;Достойный победитель;x
EVTDESCarchery.29;Турнир лучников в государстве [Root.PrimaryTitle.GetName] наконец-то завершился и все возвращаются домой. Участники и зрители считают, что зрелище было превосходным.;x
EVTOPTAarchery.29;Прекрасное зрелище;x
EVTDESCarchery.30;После соревнований и шумных празднований турнир завершился, и настало время отправляться домой.;x
EVTOPTAarchery.30;Было чертовски весело;x
EVTDESCarchery.31;Вы одержали победу в финальном раунде. Ваши выстрелы метки, ваши цели поражены, вы были объявлены победителем турнира и получили приз.;x
EVTOPTAarchery.31;Слава мне!;x
EVTDESCarchery.32;Ваши выстрелы были точными, но недостаточно, чтобы победить. Однако, вашего мастерства хватило, чтобы завоевать второе место.;x
EVTOPTAarchery.32;Достойно;x
EVTDESCarchery.33;Вы вошли в четверку лучших лучников турнира, и вам был пожалован приз.;x
EVTOPTAarchery.33;Я стану победителем в следующий раз;x
#good_bow;Обладает хорошим луком;x
#golden_bow;Обладает луком из Златосердца;x
EVTDESCarchery.34;Я принимаю участие в турнире и, возможно, следует купить достойный лук, чтобы увеличить шансы на победу?;x
EVTOPTAarchery.34;Пустая трата денег;x
EVTOPTBarchery.34;Я куплю хороший лук;x
EVTOPTCarchery.34;Принесите мне лучший лук, изготовленный из Златосердца Летних островов!;x
EVTDESCarchery.36;После сегодняшнего раунда участники и зрители пируют и веселятся. На Летних островах любовные утехи почитаются и уважаются, и [From.GetTitledFirstName] кажется интересным вариантом...;x
EVTOPTAarchery.36;Я не должен;x
EVTOPTBarchery.36;не могу удержаться;x
EVTTOOLTIPwedding.37;даст вам хорошо покувыркаться на празднике;x
EVTDESCarchery.37;После сегодняшних соревнований по стрельбе, многие пируют и предаются плотским утехам у всех на глазах, как это заведено на Летних островах. Не желая быть исключением, вы и [From.GetTitledFirstName] присоединяетесь к оргии и хорошо проводите время!;x
EVTOPTAarchery.37;Это священное занятие;x
TOOLTIParchery.29;Конец турнира;x
