#CODE;ENGLISH;x
EVTOPT70053SPOUSE;Конечно, моя прекрасная [Root.Spouse.GetFirstName] и есть моя королева;x
EVTOPT70053BETROTHED;Моя возлюбленная невеста удостоится этой чести;x
EVTOPT70053LOVER;Моя любовь - истинная королева;x
EVTOPT70053QUEENCONSORT;[From.Spouse.GetTitledFirstName] - истинная королева;x
EVTOPT70053QUEEN;[From.PrimaryTitle.GetFOA], вы настоящая королева;x
EVTOPTA70053;Она действительно красива.;x
EVTOPTB70053;Она - часть великой семьи;x
EVTOPTC70053;Она - моя любовь;x
EVTOPTD70053;Хмм, вот пусть будет она;x
EVTDESC70057;С великой честью я, [From.GetTitledFirstNameWithDynasty], принимаю титул Королевы любви и красоты на турнире в столице [FromFrom.Capital.GetName]!;x
EVTOPTA70057;Как замечательно!;x
EVTDESC70058;Как победитель моего турнира, [FromFrom.GetTitledFirstNameWithDynasty] получил честь выбрать Королеву Любви и Красоты. Так [From.GetTitledFirstNameWithDynastyNoRegnal] была выбрана [FromFrom.GetHerHis] Королевой.;x
EVTDESC70058B;Как победитель моего турнира, [FromFrom.GetTitledFirstNameWithDynasty] получил честь выбрать Королеву Любви и Красоты. Так [From.GetTitledFirstNameWithDynastyNoRegnal] была выбрана [FromFrom.GetHerHis] Королевой, что несомненно вызовет гнев её родни.;x
EVTDESC70058C;Как победитель моего турнира, [FromFrom.GetTitledFirstNameWithDynasty] получил честь выбрать Королеву Любви и Красоты. Так [From.GetTitledFirstNameWithDynastyNoRegnal], [FromFrom.GetHerHis] жена, была выбрана [FromFrom.GetHerHis] Королевой.;x
EVTDESC70058D;Как победитель моего турнира, [FromFrom.GetTitledFirstNameWithDynasty] получил честь выбрать Королеву Любви и Красоты. Так [FromFrom.GetHerHis] невеста, [From.GetTitledFirstNameWithDynastyNoRegnal], была выбрана [FromFrom.GetHerHis] Королевой.;x
EVTDESC70058F;Как победитель моего турнира, [FromFrom.GetTitledFirstNameWithDynasty] получил честь выбрать Королеву Любви и Красоты. Так [FromFrom.GetSheHe] почтил за честь короновать мою жену, известную как [From.GetTitledFirstNameWithDynastyNoRegnal], как Королеву турнира.;x
EVTOPTA70058;Хороший выбор;x
EVTOPTA70058B;Это может привести к беде;x
EVTDESC70050;Соперник, оценив вашу храбрость в бою предложил посвятить меня в рыцари.;x
EVTOPTA70050;Я заслужил это;x
EVTOPTB70050;Нет, спасибо.;x
EVTDESC70051;За свою храбрость и мастерство в поединке [From.GetTitledFirstNameWithDynasty] был посвящён в рыцари своим соперником.;x
EVTOPTA70051;Он действительно молодец;x
EVTDESC70060;К сожалению, моя смерть означает, что турнир должен быть отменен;x
EVTOPTA70060;Мне действительно не до этого.;x
EVTDESC70059;Победитель турнира в столице [FromFromFrom.Capital.GetName], [FromFrom.GetTitledFirstNameWithDynasty] получил честь выбрать Королеву Любви и Красоты. Так  [From.GetTitledFirstNameWithDynastyNoRegnal] была выбрана [FromFrom.GetHerHis] Королевой;x
EVTDESC70059B;Победитель турнира в столице [FromFromFrom.Capital.GetName], [FromFrom.GetTitledFirstNameWithDynasty] получил честь выбрать Королеву Любви и Красоты. Так  [From.GetTitledFirstNameWithDynastyNoRegnal] была выбрана [FromFrom.GetHerHis] Королевой, что несомненно вызовет гнев её родни.;x
EVTDESC70059C;Победитель турнира в столице [FromFromFrom.Capital.GetName], [FromFrom.GetTitledFirstNameWithDynasty] получил честь выбрать Королеву Любви и Красоты. Так [FromFrom.GetSheHe] короновал своюю жену по имени [From.GetTitledFirstNameWithDynastyNoRegnal], как свою Королеву.;x
EVTDESC70059D;Победитель турнира в столице [FromFromFrom.Capital.GetName], [FromFrom.GetTitledFirstNameWithDynasty] получил честь выбрать Королеву Любви и Красоты. Так [FromFrom.GetSheHe] короновал свою невесту по имени [From.GetTitledFirstNameWithDynastyNoRegnal], как свою Королеву.;x
EVTDESC70059E;Победитель турнира в столице [FromFromFrom.Capital.GetName], [FromFrom.GetTitledFirstNameWithDynasty] получил честь выбрать Королеву Любви и Красоты. Так [FromFrom.GetSheHe] решил почтить нашу хозяйку по имени [FromFromFrom.GetTitledFirstNameNoRegnal], короновав её как Королеву турнира.;x
EVTDESC70059F;Победитель турнира в столице [FromFromFrom.Capital.GetName], [FromFrom.GetTitledFirstNameWithDynasty] получил честь выбрать Королеву Любви и Красоты. Так [FromFrom.GetSheHe] решил почтить нашего сюзерена, известного как [FromFromFrom.GetTitledFirstNameNoRegnal], короновав его жену по имени [From.GetTitledFirstNameWithDynastyNoRegnal] как Королеву турнира.;x
opinion_potential_tourny_rival;Потенциальный соперник на турнире;x
EVTOPTD70000;Нет, прекратите мне напоминать турнирах!;x
EVTOPTA70052;[FromFrom.GetSheHeCap] действительно заслуживает это!;x
EVTDESC70061;"Во время праздника на турнире было слышно, как [From.GetTitledFirstNameWithDynasty] начал[From.GetEndA] хвастататься тем, что выиграл[From.GetEndA] в большем числе турниров, чем вы, а потом и вовсе начал[From.GetEndA] описывать ""предстоящую"" победу над вами, насмехаясь над вашим мастерством. Стоит ли осадить выскочку?";x
EVTDESC70061B;Во время праздника на турнире было слышно, как [From.GetTitledFirstNameWithDynasty] начал[From.GetEndA] хвастается тем, что выиграл[From.GetEndA] в большем числе турниров, чем вы, а потом открыто заявил[From.GetEndA], что Дом [Root.GetOnlyDynastyName] не конкурент. Стоит ли осадить выскочку?;x
EVTOPTA70061;[From.GetSheHeCap] просто шутит;x
EVTOPTB70061;[From.GetHerHimCap] стоит ответить за свои слова;x
EVTOPTC70061;Вот и все! Я вызываю тебя на поединок!;x
EVTTOOLTIP70062;Будет вашим соперником;x
EVTTOOLTIP70063;вызов на дуэль;x
EVTDESC70062;Во время празднования я подшучивал[GetEndA] над своими соперниками, особенно над тем, кто побеждал очень мало, [From.GetTitledFirstNameWithDynasty] тоже попал[From.GetEndA] под раздачу. Но, кажется, [From.GetSheHeCap] услышал[From.GetEndA] меня, и очень сильно оскорби[From.GetLasLsya]...;x
EVTDESC70062B;Во время празднования я подшучивал[GetEndA] над своими соперниками, особенно над тем, кто побеждал очень мало, Дом [From.GetOnlyDynastyName] и [From.GetTitledFirstNameNoRegnal] тоже попал[From.GetEndA] под раздачу. Но, кажется [From.GetSheHeCap] очень сильно оскорби[From.GetLasLsya], и теперь, похоже, ненавидит меня даже больше, чем любого другого из Дома [Root.GetOnlyDynastyName]...;x
EVTOPTA70062;Я одержу победу;x
EVTDESC70063;Во время праздника на турнире я отпускал[GetEndA] шутки о том, как я бы побеждал[GetEndA] моих соперников, в частности про человека, известного как [From.GetTitledFirstNameWithDynasty]. После этой провокации [From.GetSheHe] невозмутимо прош[From.GetLaYol] ко мне через весь зал, и бросил[From.GetEndA] свою перчатку мне в лицо, вызвав на поединок!;x
EVTDESC70063B;Во время праздника на турнире я отпускал[GetEndA] шутки о том, как я бы побеждал[GetEndA] моих соперников, в частности про человека из Дома [From.GetOnlyDynastyName], известного как [From.GetTitledFirstNameNoRegnal]. После этой провокации [From.GetShe] невозмутимо прош[From.GetLaYol] ко мне через весь зал, и бросил[From.GetEndA] свою перчатку мне в лицо, оскорбив Дом [Root.GetOnlyDynastyName] и бросив вызов на поединок!;x
EVTOPTA70063;Я извинюсь.;x
EVTOPTB70063;Я принимаю вызов!;x
EVTTOOLTIP70069;Дуэль завершилась безрезультатно;x
EVTDESC70064;Все умолкли после того как вы бросили перчатку в лицо человеку по имени [From.GetTitledFirstNameWithDynasty]. [From.GetSheHeCap] запаниковал[From.GetEndA], отступил[From.GetEndA] и стыдливо извини[From.GetLasLsya] за бесчестные слова.;x
EVTDESC70064B;Все умолкли после того как вы бросили перчатку в лицо человеку по имени [From.GetTitledFirstNameWithDynasty]. [From.GetSheHeCap] запаниковал[From.GetEndA], отступил[From.GetEndA] и стыдливо извини[From.GetLasLsya] за бесчестные слова. Победа Дома [Root.GetOnlyDynastyName] над Домом [From.GetOnlyDynastyName].;x
EVTOPTA70064;Хорошо;x
EVTDESC70065;[FromFrom.GetTitledFirstNameWithDynasty] принял[FromFrom.GetEndA] мой вызов, но я легко победил[GetEndA] [FromFrom.GetHerHis]. Теперь никто не посмеет издеваться надо мной.;x
EVTDESC70066;[From.GetTitledFirstNameWithDynasty] принял[From.GetEndA] мой вызов, но вот победить друг друга мы не смогли. Люди никогда не забудут это.;x
EVTDESC70067;[From.GetTitledFirstNameWithDynasty] принял[From.GetEndA] мой вызов, но вот ничего хорошего это не принесло, я проиграл[GetEndA]. Возможно мне стоило промолчать...;x
EVTOPTA70065;Моя честь восстановлена;x
EVTOPTA70066;До следующего раза...;x
EVTOPTA70067;Я опозорен[GetEndA]...;x
EVTDESC70068;[From.GetTitledFirstNameWithDynasty] победил[From.GetEndA] меня на дуэли, [From.GetSheHe] утверждает, что [From.GetHerHis] честь восстановлена, что делать?;x
EVTOPTA70068;Смириться с моим позором.;x
EVTDESC70069;Поединок с персонажем [FromFrom.GetTitledFirstNameWithDynasty] закончился безрезультатно, люди этого не забудут.;x
EVTDESC70070;Поединок с персонажем [FromFrom.GetTitledFirstNameWithDynasty] завершился моей победой, и моё мастерство не подлежит сомнению. Это хорошее предзнаменование для турнира!;x
EVTDESC70071;Зал утих после того как [From.GetTitledFirstNameWithDynasty] бросил[From.GetEndA] перчатку прямо в лицо персонажу [FromFrom.GetTitledFirstNameWithDynasty]. Люди говорят, что это произошло от того, что [FromFrom.GetFirstName] неудачно пошутил[FromFrom.GetEndA]. В результате их конфликт разрешила дуэль, в ходе которой победилFromFrom [From.GetFirstNameWithDynasty].;x
EVTDESC70071B;Зал утих после того как [From.GetTitledFirstNameWithDynasty] бросил[From.GetEndA] перчатку прямо в лицо персонажу [FromFrom.GetTitledFirstNameWithDynasty]. Люди говорят, что это произошло из-за кровной вражды между Домами [From.GetOnlyDynastyName] и [FromFrom.GetOnlyDynastyName], В результате их конфликт разрешила дуэль, в ходе которой победил[From.GetEndA] [From.GetFirstNameWithDynasty].;x
EVTOPTA70071;Как интересно!;x
EVTDESC70072;Зал утих после того как [From.GetFirstNameWithDynasty] бросил[From.GetEndA] перчатку прямо в лицо персонажу [FromFrom.GetFirstNameWithDynasty]. Люди говорят, что это произошло из-за того, что [FromFrom.GetFirstName] неудачно пошутил[FromFrom.GetEndA]. В результате их конфликт не решила даже дуэль, так как бойцы продемонстрировали равные навыки фехтования.;x
EVTDESC70072B;Зал утих после того как [From.GetFirstNameWithDynasty] бросил[From.GetEndA] перчатку прямо в лицо персонажу [FromFrom.GetFirstNameWithDynasty]. Люди говорят, что это произошло из-за кровной вражды между Домами [From.GetOnlyDynastyName] и [FromFrom.GetOnlyDynastyName]. В результате их конфликт не решила даже дуэль, так как бойцы продемонстрировали равные навыки фехтования.;x
EVTDESC70073;Зал утих после того как [From.GetTitledFirstNameWithDynasty] бросил[From.GetEndA] перчатку прямо в лицо персонажу [FromFrom.GetTitledFirstNameWithDynasty]. Люди говорят, что это произошло из-за того, что [FromFrom.GetFirstName] неудачно пошутил[FromFrom.GetEndA], В результате их конфликт разрешила дуэль, в ходе которой [FromFrom.GetFirstNameWithDynasty] победил[FromFrom.GetEndA].;x
EVTDESC70073B;Зал утих после того как [From.GetTitledFirstNameWithDynasty] бросил[From.GetEndA] перчатку прямо в лицо персонажу [FromFrom.GetTitledFirstNameWithDynasty]. Люди говорят, что это произошло из-за кровной вражды между Домами [From.GetOnlyDynastyName] и [FromFrom.GetOnlyDynastyName]. В результате их конфликт разрешила дуэль, в ходе которой [FromFrom.GetFirstNameWithDynasty] победил[FromFrom.GetEndA].;x
EVTDESC70074;Во время торжества на турнире я поймал взгляд Королевы любви и красоты, интересно, что же она хочет?;x
EVTOPTA70074;Я буду ухаживать за ней;x
EVTTOOLTIP70075;ответит на мой флирт;x
EVTOPTB70074;Она не для меня;x
EVTDESC70075;[From.GetTitledFirstNameWithDynasty], победитель турнира и мой чемпион, сделавший меня королевой любви и красоты всю ночь пытался соблазнить меня. Стоит ли ответить ему взаимностью?;x
EVTOPTA70075;Объятья страсти;x
EVTTOOLTIP70076;будет в восторге;x
EVTOPTB70075;Нет, спасибо.;x
EVTTOOLTIP70077;Огорчится;x
EVTDESC70076;После небольшого флирта [From.GetFirstNameWithDynasty], моя Королева любви и красоты, соблазнена. Мой турнир закончился успешно!;x
EVTOPTA70076;Великолепно!;x
EVTDESC70077;Несмотря на все ухаживания, [From.GetFirstNameWithDynasty], моя Королева любви и красоты отвергла моё общество..;x
EVTOPTA70077;Найду другую.;x
show_me_the_medal_winners;Покажите победителей турниров;x
show_me_the_medal_winners_desc;Покажите мне всех победителей турниров.;x
EVTDESC70078;Милорд, а победителей каких турниров Вы бы хотели увидеть?;x
EVTOPTA70078;Великих;x
EVTOPTB70078;Больших;x
EVTOPTC70078;Малых;x
EVTDESC70079;Здесь перечислены все победители Великого турнира Вестероса.;x
EVTOPTA70079;Только победители;x
EVTOPTB70079;Меня интересуют вторые места;x
EVTOPTC70079;Покажи мне занявших третье место;x
EVTDESC70080;Здесь перечислены все победившие в большом турнире.;x
EVTDESC70081;Здесь перечислены все победившие в малом турнире.;x
EVTOPTE70000;Не говорите мне больше о мелких турнирах!;x
EVTOPTF70000;не говорите мне больше об этих турнирах!;x
EVTDESC70082;Во время подготовки к турниру вы чуточку переборщили с выпивкой [FromFrom.GetAlcoholicDrink], и сейчас, протрезвев после неудачной попытки взобраться на лошадь, вы понимаете, что забыли надеть свой доспех.;x
EVTOPTA70082;О боги, надо меньше пить...;x
EVTDESC70083;[From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] выступает следующ[From.GetEyIm], но зрители несколько шокированы - хоть и запоздало, [From.GetSheHe] появляется на поле, пьяно шатаясь. К удовольствию толпы, [From.GetSheHe] наверну[From.GetLasLsya] с лошади и только сейчас осознал[From.GetEndA], что забыл[From.GetEndA] надеть броню.;x
EVTOPTA70083;Хе, [From.GetManWoman]а знает толк в отдыхе!;x
EVTOPTB70083;[From.GetSheHeCap] опозорен[From.GetEndA], удалить [From.GetHerHis] из участников;x
EVTOPTC70083;Это возмутительно! Задержать [From.GetHerHis]!;x
EVTDESC70084;[From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] разозли[From.GetLasLsya] на ваше неуважение и требует, чтобы вы покинули турнир!;x
EVTOPTA70084;Я не получу свою долю славы в этом году.;x
EVTDESC70085;К счастью, [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] посчитал[From.GetEndA] вашу выходку скорее смешной, чем обидной. Тем не менее, вам пришлось покинуть турнир, хоть [From.GetHerHis] суждение немного смягчило позор.;x
EVTOPTA70085;Я не получу свою долю славы в этом году.;x
EVTDESCtourney.786;[From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] был[From.GetEndA] в ярости из-за вашего неуважения, приказав немедленно арестовать вас и заточить в темницу!;x
EVTOPTAtourney.786;Но...почему?;x
EVTDESCtourney.787A;[FromFrom.GetTitledNoRegnal] сражается следующ[FromFrom.GetEyIm], но зрители растерянно переглядываются - [FromFrom.GetSheHe], шатаясь, появи[FromFrom.GetLasLsya] на турнирном поле, явно пьян[FromFrom.GetAyaYy] и без брони. [FromFrom.GetSheHeCap] пытается оседлать свою лошадь, но смешно падает на землю, неспособн[FromFrom.GetAyaYy] даже сидеть верхом. Многие осмеяли [FromFrom.GetHerHis], и [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal], казалось, тоже наш[From.GetLaYol] это вес`лым.;x
EVTDESCtourney.787B;[FromFrom.GetTitledNoRegnal] сражается следующ[FromFrom.GetEyIm], но зрители растерянно переглядываются - [FromFrom.GetSheHe], шатаясь, появи[FromFrom.GetLasLsya] на турнирном поле, явно пьян[FromFrom.GetAyaYy] и без брони. [FromFrom.GetSheHeCap] пытается оседлать свою лошадь , но смешно падает на землю, неспособн[FromFrom.GetAyaYy] даже сидеть верхом. [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] был[From.GetEndA] крайне недовол[From.GetSoftNaEn], публично осудив и отстранив [FromFrom.GetHerHis] от турнира.;x
EVTDESCtourney.787C;[FromFrom.GetTitledNoRegnal] сражается следующ[FromFrom.GetEyIm], но зрители растерянно переглядываются - [FromFrom.GetSheHe], шатаясь, появи[FromFrom.GetLasLsya] на турнирном поле, явно пьян[FromFrom.GetAyaYy] и без брони. [FromFrom.GetSheHeCap] пытается оседлать свою лошадь, но смешно падает на землю, неспособн[FromFrom.GetAyaYy] даже сидеть верхом. [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] был[From.GetEndA] возмущен[From.GetEndA] этим неуважением, приказав арестовать [FromFrom.GetHerHis].;x
EVTOPTAtourney.787;Как неловко;x
drunken_tournament;Наглая пьянь;x
drunken_tournament_desc;Однажды вы пришли на турнир в пьяном состоянии и так опозорились, что люди будут помнить это всю вашу жизнь.;x
opinion_spectating_tournament;Зритель на турнире;x
EVTDESC70086A;[Root.GetTitledFirstNameWithDynasty], я приглашаю вас принять участие на турнире в столице [From.Capital.GetName], где рыцари земли [From.Capital.GetName] будут испытывать свою храбрость.\n\nС уважением,\n[From.GetFirstNameWithDynasty], [From.GetTitle] земли [From.PrimaryTitle.GetName];x
EVTDESC70086B;[Root.GetTitledFirstNameWithDynasty], я приглашаю вас принять участие на турнире в столице [From.Capital.GetName], где рыцари и лорды земли [tourney_kingdom.GetName] будут испытывать свою храбрость.\n\nС уважением,\n[From.GetFirstNameWithDynasty], [From.GetTitle] земли [From.PrimaryTitle.GetName];x
EVTDESC70086C;[Root.GetTitledFirstNameWithDynasty], я приглашаю вас принять участие на Великом турнире в столице [From.Capital.GetName], где лучшие рыцари и лорды всего королевства будут выяснять, кто же из них самый доблестный и умелый рыцарь в стране.\n\nС уважением,\n[From.GetFirstNameWithDynasty], [From.GetTitle] земли [From.PrimaryTitle.GetName];x
EVTOPTA70086;Я буду присутствовать, это наверняка интересно!;x
EVTOPTB70086;У меня есть дела поважнее, чем рыцарские забавы.;x
EVTDESC70087;[FromFrom.GetTitledFirstNameWithDynasty] занял[FromFrom.GetEndA] второе место на турнире, который устроил[From.GetEndA] [From.GetTitle] [From.GetFirstNameWithDynasty].;x
EVTOPTA70087;Достойное второе место;x
EVTOPTBtourney.35;Почетное третье место для Дома [Root.GetOnlyDynastyName];x
EVTOPTB70087;М[FromFrom.GetOyaOy] [FromFrom.GetRootRelation] занимает второе место, [FromFrom.GetSheHe] добивается того, что Дом [Root.GetOnlyDynastyName] гордится;x
EVTOPTC70087;М[From.GetOyaOy] [From.GetRootRelation] - победитель[From.GetEndNitsa], слава Дому [Root.GetOnlyDynastyName]!;x
EVTDESC70088;[FromFrom.GetTitledFirstNameWithDynasty] занял[FromFrom.GetEndA] третье место на турнире, который устроил[From.GetEndA] [From.GetTitle] [From.GetFirstNameWithDynasty].;x
EVTOPTA70088;[FromFrom.GetSheHeCap] хорошо сража[FromFrom.GetLasLsya].;x
EVTDESC70089;[FromFrom.GetTitledFirstNameWithDynasty] трагически погиб[FromFrom.GetNoneE] на турнире, который устроил[From.GetEndA] [From.GetTitle] [From.GetFirstNameWithDynasty].;x
EVTOPTA70089;Как жаль.;x
EVTDESC70090;[FromFrom.GetTitledFirstNameWithDynasty] был[FromFrom.GetEndA] ужасно искалечен[FromFrom.GetEndA] на турнире, который устроил[From.GetEndA] [From.GetTitle] [From.GetFirstNameWithDynasty].;x
EVTDESC70091;[FromFrom.GetTitledFirstNameWithDynasty] был[FromFrom.GetEndA] тяжело ранен[FromFrom.GetEndA] на турнире, который устроил[From.GetEndA] [From.GetTitle] [From.GetFirstNameWithDynasty].;x
opinion_tournament_spectator;Присутствие на турнире.;x
EVTDESC70092;После многих часов гулянки, пьянки и веселья, турнир, который проводил[From.GetEndA] [From.GetTitle] [From.GetFirstNameWithDynasty], наконец, закончился.;x
EVTOPTB70003;Мой оруженосец заслуживает награду;x
EVTOPTB70005;Я обвиняю своего оруженосца;x
opinion_squire_honoured;Награждённый оруженосец;x
opinion_squire_humiliated;Униженный оруженосец;x
TOURNAMENTTITLE4;Турнир в городе [FromFrom.Capital.GetName];x
EVTOPTA70092;Это был прекрасный спектакль!;x
EVTDESC70095;М[From.GetOyaOy] [From.GetRootRelation] [From.GetTitledFirstName] показал[From.GetEndA] мастерское владение оружием. И несмотря на поражение, [From.GetSheHe] одолел[From.GetEndA] многих рыцарей, покрыв себя славой.;x
EVTOPTC70095;Это наилучшим образом говорит обо мне и Доме [Root.GetOnlyDynastyName];x
EVTDESC70096;М[From.GetOyaOy] [From.GetRootRelation] [From.GetTitledFirstName] пош[From.GetLaYol] вместе с человеком по имени [FromFrom.GetTitledFirstNameWithDynasty] на следующий поединок. После множества сломанных копий, [FromFrom.GetTitledFirstName] был[FromFrom.GetEndA] сбит[FromFrom.GetEndA] с лошади. [From.GetTitledFirstName] празднует победу.;x
EVTOPTC70096;Дом [Root.GetOnlyDynastyName] празднует;x
EVTDESC70097;М[FromFrom.GetOyaOy] [FromFrom.GetRootRelation] [FromFrom.GetTitledFirstName] не сумел[FromFrom.GetEndA] показать свою доблесть на турнире. [FromFrom.GetSheHeCap] одержал[FromFrom.GetEndA] несколько незначительных побед, но позже был[FromFrom.GetEndA] выбит[FromFrom.GetEndA] из седла малоизвестным рыцарем в одном из первых раундов.;x
EVTOPTC70097;Небольшая находка для Дома [Root.GetOnlyDynastyName];x
EVTDESC70098;М[FromFrom.GetOyaOy] [FromFrom.GetRootRelation] [FromFrom.GetTitledFirstName] пош[FromFrom.GetLaYol] вместе с человеком по имени [From.GetTitledFirstNameWithDynasty] на следующий поединок. После множества сломанных копий, [FromFrom.GetTitledFirstName] был[FromFrom.GetEndA] сбит[FromFrom.GetEndA] с лошади. [From.GetTitledFirstName] празднует победу. Ваш[FromFrom.GetEndA] [GetFromFromRelation] был[FromFrom.GetEndA] исключен[FromFrom.GetEndA] из турнира по результатам боев.;x
EVTOPTC70098;М[FromFrom.GetOyaOy] непутёв[FromFrom.GetAyaYy] [FromFrom.GetRootRelation];x
EVTOPTB70059;Это великая честь для нашего Дома;x
EVTOPTC70059;Это большой позор нашего рода!;x
EVTDESCtourney.8;Первый день турнира начался всерьез. Тем не менее, вы не смогли пройти его непобежденным и [From.GetTitledFirstNameWithDynasty] сбросил[From.GetEndA] вас с лошади, чья доблесть явно была больше. Вы были исключены из турнира.;x
EVTTOOLTIPtourney.8;Вас победил [This.GetTitledFirstNameWithDynasty]\n;x
EVTOPTAtourney.8;В следующий раз я одержу победу;x
EVTDESCtourney.9;Первые дни рыцарских поединков закончились, и многие уже были исключены из соревнований. Теперь в ближайшие дни оставшиеся воины будут соревноваться по финальным спискам участников, пока не останется только один чемпион.;x
EVTOPTAtourney.9;Все они славные рыцари;x
TOOLTIPtourney.9;Следующие участники прошли в финальные списки:\n;x
TOOLTIPtourney.10;[This.GetTitledFirstNameWithDynasty];x
EVTDESCtourney.10;После прибытия в город [From.Capital.GetName], первый день турнира начался серьезно. На протяжении дня вы сразились со многими мелкими рыцарями, большинство из которых вы с легкостью смогли выбить из седла. В ближайшие дни начнется финал турнира, и противостояние, несомненно, будет более жестоким.;x
EVTOPTAtourney.10;Я буду готовить своего коня;x
EVTDESCtourney.13;Глашатай турнира объявляет участников следующего поединка, ваш противник - [From.GetTitledFirstNameWithDynasty]. Вы седлаете коня, берёте копьё у вашего оруженосца и едете в конец ристалища. [From.GetTitledFirstName] поступает точно также. Затем, поочерёдно, лошади переходят на галоп...;x
EVTOPTAtourney.13;Спокойно...;x
TOOLTIPtourney.14;Начинается первая схватка...;x
EVTDESCtourney.16;Приближаясь к противнику вам выдается удобный случай для нанесения удара. Вы начинаете атаку своим копьём, при этом стараясь уклониться от атаки противника...;x
EVTOPTAtourney.16;Удар!;x
EVTDESCtourney.17;Ваш оппонент одолел вас, когда вы встретились сним в центре поля. Ваше копьё лишь скользнуло по его броне, в то время как его достигло своей цели...;x
EVTOPTAtourney.17;О, Боги;x
