#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
CHRONICLE_MARRIED_FATHER_IMPORTANT;[From.GetTitledFirstNameNoRegnal] был[From.GetEndA] связан[From.GetEndA] с человеком, известным как [New.GetTitledFirstName] [New.GetOnlyDynastyName], [New.GetSonDaughter] человека, известного как [New.Father.GetTitleName].;;;;;;;;;;;;;x
CHRONICLE_MARRIED_MOTHER_IMPORTANT;[From.GetTitledFirstNameNoRegnal] был[From.GetEndA] связан[From.GetEndA] с человеком, известным как [New.GetTitledFirstName] [New.GetOnlyDynastyName], [New.GetSonDaughter] человека, известного как [New.Mother.GetTitledName];;;;;;;;;;;;;x
CHRONICLE_MARRIED_NO_PARENT;[From.GetTitledFirstNameNoRegnal] связал[From.GetEndA] себя узами брака с человеком, известным как [New.GetTitledFirstName] [New.GetOnlyDynastyName].;;;;;;;;;;;;;x
CHRONICLE_PLAYER_IMPRISONED;[Root.GetTitledFirstNameNoRegnal] был[From.GetEndA] заключен в темницу в города [From.Capital.GetName] в земле [From.GetTitledName].;;;;;;;;;;;;;x
CHRONICLE_LIEGE_IMPRISONED;Лорд [This.GetTitledFirstNameNoRegnal], [Root.GetTitledFirstNameWithDynastyNoRegnal], был[From.GetEndA] заключен[From.GetEndA] в темницу в городе [From.Capital.GetName] земли [From.GetTitledName].;;;;;;;;;;;;;x
CHRONICLE_SPOUSE_IMPRISONED;[Root.GetHusbandWife] [This.GetTitledFirstNameNoRegnal], [Root.GetTitledFirstNameWithDynastyNoRegnal], был[Root.GetEndA] заключен[Root.GetEndA] в темницу в городе [From.Capital.GetName] земли [From.GetTitledName].;;;;;;;;;;;;;x
CHRONICLE_PARENT_IMPRISONED;[Root.GetFatherMother] [This.GetTitledFirstNameNoRegnal], [Root.GetTitledFirstNameWithDynastyNoRegnal], был[Root.GetEndA] заключен[Root.GetEndA] в темницу в городе [From.Capital.GetName] земли [From.GetTitledName].;;;;;;;;;;;;;x
CHRONICLE_HEIR_IMPRISONED;Наследник земли [This.GetTitledFirstNameNoRegnal], [Root.GetTitledFirstNameWithDynastyNoRegnal], был[Root.GetEndA] заключен[Root.GetEndA] в темницу в городе [From.Capital.GetName] земли [From.GetTitledName].;;;;;;;;;;;;;x
CHRONICLE_LIEGE_CONVERTED_RELIGION;[Root.GetTitledName] из Дома [Root.GetOnlyDynastyName], лорд владения [This.GetTitledFirstNameNoRegnal], переш[Root.GetLaYol] из веры [From.Religion.GetName] в [Root.Religion.GetName].;;;;;;;;;;;;;x
CHRONICLE_MAJOR_VASSAL_CONVERTED_RELIGION;[Root.GetTitledName] из Дома [Root.GetOnlyDynastyName], знаменосец человека, известного как [Root.Liege.GetTitledName], переш[Root.GetLaYol] из веры [From.Religion.GetName] в [Root.Religion.GetName].;;;;;;;;;;;;;x
CHRONICLE_PLAYER_CONVERTED_CULTURE;[Root.GetTitledFirstNameNoRegnal] принял[Root.GetEndA] новые обычаи, чтобы охватить культуру [Root.Culture.GetGroupName] больше не рассматривая себя как из народа [From.Culture.GetGroupName].;;;;;;;;;;;;;x
CHRONICLE_WON_BATTLE_FOUGHT;[Root.GetTitledFirstNameNoRegnal] победил[Root.GetEndA] в битве при владении [Root.Location.GetName] против армии земли [From.TopLiege.PrimaryTitle.GetName], которой командовал[From.GetEndA] [From.GetTitledFirstNameWithDynasty].;;;;;;;;;;;;;x
CHRONICLE_LOST_BATTLE_FOUGHT;[Root.GetTitledFirstNameNoRegnal] проиграл[Root.GetEndA] битву при владении [Root.Location.GetName] против армии земли [From.TopLiege.PrimaryTitle.GetName], которой командовал [From.GetTitledFirstNameWithDynasty].;;;;;;;;;;;;;x
CHRONICLE_WON_BATTLE_BUT_DIDNT_FIGHT;Армия земли [Root.TopLiege.GetTitledFirstNameNoRegnal], которой командовал[Root.GetEndA] [Root.GetTitledFirstNameWithDynastyNoRegnal], победила в битве при владении [Root.Location.GetName] против армии земли [From.TopLiege.PrimaryTitle.GetName].;;;;;;;;;;;;;x
CHRONICLE_LOST_BATTLE_BUT_DIDNT_FIGHT;Армия земли [Root.TopLiege.GetTitledFirstNameNoRegnal], которой командовал[Root.GetEndA] [Root.GetTitledFirstNameWithDynastyNoRegnal], потерпела поражение в битве при владении [Root.Location.GetName] против армий земли [From.TopLiege.PrimaryTitle.GetName].;;;;;;;;;;;;;x
CHRONICLE_CAPTURED_MAJOR_SETTLEMENT_MYSELF;[Root.GetTitledFirstNameNoRegnal] успешно возглавлял[Root.GetEndA] армию, взяв землю [From.GetName] человека, известного как [From.Holder.GetTitledFirstName] [From.Holder.GetOnlyDynastyName] ([From.Holder.PrimaryTitle.GetName]).;;;;;;;;;;;;;x
CHRONICLE_MY_FORCES_CAPTURED_MAJOR_SETTLEMENT;Армии [Root.TopLiege.PrimaryTitle.GetName] во главе с [Root.GetTitledFirstNameWithDynastyNoRegnal] захватили [From.GetName] человека, известного как [From.Holder.GetTitledFirstName] [From.Holder.GetOnlyDynastyName] ([From.Holder.PrimaryTitle. GetName]).;;;;;;;;;;;;;x
CHRONICLE_ENEMY_FORCES_CAPTURED_MAJOR_SETTLEMENT;[This.PrimaryTitle.GetName] потерял[This.GetEndA] [From.GetName] из-за сил человека, известного как [Root.TopLiege.GetTitledName] [Root.TopLiege.GetOnlyDynastyName] ([Root.TopLiege.PrimaryTitle.GetName]).;;;;;;;;;;;;;x
CHRONICLE_WAR_WON;[This.GetTitledFirstNameNoRegnal] выиграл[This.GetEndA] войну против человека, известного как [Prev.GetTitledNameWithNick] [Prev.GetOnlyDynastyName] ([Prev.PrimaryTitle.GetName]).;;;;;;;;;;;;;x
CHRONICLE_WAR_WHITEPEACE;[This.GetTitledFirstNameNoRegnal] заключил[This.GetEndA] мир с человеком, известным как [Prev.GetTitledNameWithNick] [Prev.GetOnlyDynastyName] ([Prev.PrimaryTitle.GetName]).;;;;;;;;;;;;;x
CHRONICLE_WAR_LOST;[This.GetTitledFirstNameNoRegnal] проиграл[This.GetEndA] войну против человека, известного как [Prev.GetTitleNameWithNick] [Prev.GetOnlyDynastyName] ([Prev.PrimaryTitle.GetName]).;;;;;;;;;;;;;x
CHRONICLE_FAILED_IMPRISON_WAR;[From.GetTitledNameWithNick] попыта[From.GetLasLsya], но не смог[From.GetNoneE] посадить человека, известного как [Root.GetTitleNameWithNick] [Root.GetOnlyDynastyName], в результате чего случился открытый мятеж.;;;;;;;;;;;;;x
CHRONICLE_DISTANT_PLAGUE;В [GetDateText] слухи начали доходить до нас о страшной вспышке Великой Болезни в отдаленных землях;;;;;;;;;;;;;x
CHRONICLE_NEARBY_PLAGUE;В [GetDateText] Великая Болезнь больше не является далеким слухом. Путешественники из соседних земель теперь приходят с рассказами об ужасах, которые она несёт.;;;;;;;;;;;;;x
CHRONICLE_BORDERING_PLAGUE;В [GetDateText] Великая болезнь прибыла на наши границы. Может, [Root.Religion.GetHighGodNameCap] защитит нас.;;;;;;;;;;;;;x
CHRONICLE_INDIA_GONE;В [GetDateText] до нас дошли новости, что Дальний Восток обезлюдел из-за Великой болезни.;;;;;;;;;;;;;x
CHRONICLE_PERSIA_GONE;В [GetDateText] до нас дошли новости, что Кварт обезлюдел из-за Великой болезни.;;;;;;;;;;;;;x
CHRONICLE_MIDDLEEAST_GONE;В [GetDateText] до нас дошли новости, что Залив работорговцев обезлюдел из-за Великой болезни.;;;;;;;;;;;;;x
CHRONICLE_AFRICA_GONE;В [GetDateText] до нас дошли новости, что Соториос обезлюдел из-за Великой болезни.;;;;;;;;;;;;;x
CHRONICLE_ASIAMINOR_GONE;В [GetDateText] до нас дошли новости, что Летние острова обезлюдели из-за Великой болезни.;;;;;;;;;;;;;x
CHRONICLE_EASTEUROPE_GONE;В [GetDateText] до нас дошли новости, что Вольные Города обезлюдели из-за Великой болезни.;;;;;;;;;;;;;x
CHRONICLE_SOUTHEUROPE_GONE;В [GetDateText] до нас дошли новости, что Вестерос обезлюдел из-за Великой болезни.;;;;;;;;;;;;;x
CHRONICLE_WESTEUROPE_GONE;В [GetDateText] до нас дошли новости, что Север обезлюдел из-за Великой болезни.;;;;;;;;;;;;;x
CHRONICLE_NORTHEUROPE_GONE;В [GetDateText] до нас дошли новости, что Иббен обезлюдел из-за Великой болезни.;;;;;;;;;;;;;x
CHRONICLE_STEPPE_GONE;В [GetDateText] до нас дошли новости, что Дотракийское море обезлюдело из-за Великой болезни.;;;;;;;;;;;;;x
CHRONICLE_HELD_NERGE;[Root.GetTitledFirstName] провел[Root.GetEndA] Великую Охоту, где [Root.GetHerHis] кхаласар охотился на достойную живность по всему Дотракийскому морю.;;;;;;;;;;;;;x
CHRONICLE_RUNESTONE_FATHER;[Root.GetTitledFirstName] построил[Root.GetEndA] склеп в честь отца своего, известного как [Root.Father.GetTitledFirstNameWithNick].;;;;;;;;;;;;;x
CHRONICLE_RUNESTONE_MOTHER;[Root.GetTitledFirstName] построил[Root.GetEndA] склеп в честь матери своей, известной как [Root.Mother.GetTitledFirstNameWithNick].;;;;;;;;;;;;;x
CHRONICLE_RUNESTONE_GENERIC;[Root.GetTitledFirstName] построил[Root.GetEndA] склеп в память о себе.;;;;;;;;;;;;;x
CHRONICLE_RUNESTONE_LUNATIC;[Root.GetTitledNameWithNick] построил[Root.GetEndA] склеп в память о своих экстраординарных подвигах в летающем длинном корабле.;;;;;;;;;;;;;x
CHRONICLE_RUNESTONE_DRUNKARD;[Root.GetTitledFirstName] построил[Root.GetEndA] склеп, празднунуя своё любовь к мёду и пиву.;;;;;;;;;;;;;x
CHRONICLE_RUNESTONE_FAIR;[Root.GetTitledFirstName] построил[Root.GetEndA] склеп, празднунуя свою великую красоту.;;;;;;;;;;;;;x
CHRONICLE_RUNESTONE_DWARF;[Root.GetTitledFirstName] построил[Root.GetEndA] склеп, празднунуя свою великую силу воли, которая, как говорили, была гигантской.;;;;;;;;;;;;;x
CHRONICLE_RUNESTONE_GENIUS;[Root.GetTitledFirstName] построил[Root.GetEndA] склеп, празднунуя свою великую мудрость.;;;;;;;;;;;;;x
CHRONICLE_RUNESTONE_IMBECILE;[Root.GetTitledFirstName] смог[Root.GetNoneEOpp] построить склеп, несмотря на то, что люди говорили о [Root.GetHerHis] интеллекте.;;;;;;;;;;;;;x
CHRONICLE_RUNESTONE_STRONG;[Root.GetTitledFirstName] построил[Root.GetEndA] склеп, празднунуя свою большую силу.;;;;;;;;;;;;;x
CHRONICLE_RUNESTONE_SCHOLAR;[Root.GetTitledFirstName] построил[Root.GetEndA] склеп, празднунуя своё великое знание мира и всего в нем.;;;;;;;;;;;;;x
CHRONICLE_RUNESTONE_IMPALER;[Root.GetTitledFirstName] построил[Root.GetEndA] склеп, предупреждающий о мире ужасов, ожидающего любого, кто бросит вызов.;;;;;;;;;;;;;x
CHRONICLE_RUNESTONE_POET;[Root.GetTitledFirstName] построил[Root.GetEndA] склеп с поэтическими словами, вырезанными в нем.;;;;;;;;;;;;;x
CHRONICLE_RUNESTONE_LUSTFUL;[Root.GetTitledFirstName] построил[Root.GetEndA] склеп, празднунуя свою любовь к другим.;;;;;;;;;;;;;x
CHRONICLE_RUNESTONE_GLUTTONOUS;[Root.GetTitledFirstName] построил[Root.GetEndA] склеп, празднунуя свою любовь к еде.;;;;;;;;;;;;;x
CHRONICLE_RUNESTONE_CHARITABLE;[Root.GetTitledFirstName] построил[Root.GetEndA] склеп, празднунуя свою благотворительность.;;;;;;;;;;;;;x
CHRONICLE_RUNESTONE_KIND;[Root.GetTitledFirstName] построил[Root.GetEndA] склеп, празднунуя доброту свою.;;;;;;;;;;;;;x
CHRONICLE_RUNESTONE_PROUD;[Root.GetTitledFirstName] построил[Root.GetEndA] склеп, празднунуя свое величие.;;;;;;;;;;;;;x
CHRONICLE_RUNESTONE_HUMBLE;[Root.GetTitledFirstName] построил[Root.GetEndA] склеп, празднунуя радости простой жизни.;;;;;;;;;;;;;x
CHRONICLE_RUNESTONE_BRAVE;[Root.GetTitledFirstName] построил[Root.GetEndA] склеп, празднунуя свою великую доблесть.;;;;;;;;;;;;;x
CHRONICLE_RUNESTONE_JUST;[Root.GetTitledFirstName] построил[Root.GetEndA] склеп, празднунуя свою справедливость и чувство справедливости.;;;;;;;;;;;;;x
CHRONICLE_RUNESTONE_ZEALOUS_NORSE;[Root.GetTitledFirstName] построил[Root.GetEndA] склеп в честь Богов.;;;;;;;;;;;;;x
CHRONICLE_RUNESTONE_CRUEL;[Root.GetTitledFirstName] построил[Root.GetEndA] склеп, показывая жестокость к своим врагам .;;;;;;;;;;;;;x
CHRONICLE_DEATH_OF_DRAGON;[Root.GetFirstNameWithNick], дракон, на котором летал[Player.Root.GetEndA] [Player.GetTitledFirstNameWithNick], [Root.GetDeathReason] [GetDateText], прожив [Root.GetAgeYears] лет.;;;;;;;;;;;;;x
CHRONICLE_DEATH_OF_DRAGON_GREAT;В земле [From.Location.GetName] великий дракон [Root.GetFirstNameWithNick] [Root.GetDeathReason] [GetDateText], прожив  [Root.GetAgeYears] лет.;;;;;;;;;;;;;x
CHRONICLE_DEATH_OF_DRAGON_LAST;В земле [From.Location.GetName] последний живой дракон, [Root.GetFirstNameWithNick], [Root.GetDeathReason] [GetDateText], прожив [Root.GetAgeYears] лет.;;;;;;;;;;;;;x
CHRONICLE_START_NIGHTSWATCH;Эти Хроники, начатые человеком, известным как [Root.GetTitledFirstNameWithDynasty], подробно описывают подвиги Ночного Дозора, ордена, созданного оборонять Стену и защищать царство людей от того, что лежит за ее пределами. В них содержатся записи о ежегодных успехах черных братьев, их славе и трудностях.;;;;;;;;;;;;;x
CHRONICLE_START_NIGHTSWATCH_BASTARD;Эти Хроники, начатые человеком, известным как [Root.GetTitledFirstNameWithNick], подробно описывают подвиги Ночного Дозора, ордена, созданного оборонять Стену и защищать царство людей от того, что лежит за ее пределами. В них содержатся записи о ежегодных успехах черных братьев, их славе и трудностях.;;;;;;;;;;;;;x
CHRONICLE_START_DOTHRAKI;Эти Хроники подробно рассказывают о деяниях великого человека по имени [Root.GetTitledFirstNameWithNick] и роде Кхалов и Кхалиси, которые правили степями после него. В них содержатся записи о судьбе рода, его величии и трудностях.;;;;;;;;;;;;;x
CHRONICLE_START_JOGOS_NHAI;Эти Хроники подробно рассказывают о деяниях великого человека по имени [Root.GetTitledFirstNameWithNick] и роде Жахатов, которые правили после него. В них содержатся записи о судьбе рода, его величии и трудностях.;;;;;;;;;;;;;x
CHRONICLE_START_KINGSGUARD;Эта Белая книга, официально называемая 'Книга братьев', является фолиантом, в который записываются дела каждого члена, который когда-либо служил в истории Королевской гвардии. Начиная с гвардейца по имени [Root.GetTitledFirstNameWithDynasty], каждый имеет одну страницу, чтобы записать свои дела и подвиги;;;;;;;;;;;;;x
CHRONICLE_DEATH_OF_CHILD;[Root.GetTitledFirstNameWithNickAndDynasty] [Root.GetSonDaughter] человека по имени [Player.GetTitledFirstNameNoRegnal], [Root.GetDeathReason] [GetDateText] в возрасте [Root.GetAgeYears] лет.;;;;;;;;;;;;;x
CHRONICLE_DEATH_OF_CHILD_BASTARD;[Root.GetTitledFirstNameWithNick], признанный бастард человека по имени [Player.GetTitledFirstNameNoRegnal], [Root.GetDeathReason] [GetDateText] в возрасте [Root.GetAgeYears] лет.;;;;;;;;;;;;;x
CHRONICLE_DEATH_OF_TOP_LIEGE;[Root.GetTitledFirstNameWithNickAndDynasty] [Root.Root.GetTitle] земли [Root.PrimaryTitle.GetName], [Root.GetDeathReason] [GetDateText] в возрасте [Root.GetAgeYears] лет. [Root.Heir.GetTitledFirstNameWithNick] [Root.Heir.GetOnlyDynastyName] удалось [Root.GetHerHim] [Root.PrimaryTitle.GetTier].;;;;;;;;;;;;;x
CHRONICLE_DEATH_OF_HIGH_SEPTON;[Root.GetHerHis] Святейшество, Верховный Септон, глава всех верующих, [Root.GetDeathReason] [GetDateText] в возрасте [Root.GetAgeYears] лет.;;;;;;;;;;;;;x
CHRONICLE_DEATH_OF_DYNAST;[Root.GetTitledFirstNameWithNickAndDynasty] [Root.GetOnlyDynastyName], родственник человека по имени [Player.GetTitledFirstNameNoRegnal], [From.GetDeathReason] [GetDateText] в возрасте [Root.GetAgeYears] лет. [Root.Heir.GetTitledFirstNameWithNick] [Root.Heir.GetOnlyDynastyName] наследовал[Root.Heir.GetEndA] [Root.GetHerHim].;;;;;;;;;;;;;x
CHRONICLE_BIRTH_FATHER_UNKNOWN;[Root.GetFirstNameWithDynasty], [Root.GetSonDaughter] рождается у персонажа [This.GetTitledFirstNameNoRegnal] и неизвестной матери.;;;;;;;;;;;;;x
CHRONICLE_BIRTH_MOTHER_UNKNOWN;[Root.GetFirstNameWithDynasty], [Root.GetSonDaughter] рождается у персонажа [This.GetTitledFirstNameNoRegnal] и неизвестного отца.;;;;;;;;;;;;;x
CHRONICLE_BIRTH_FATHER_BASTARD;[Root.GetFirstNameWithNick], [Root.GetSonDaughter]-бастард, рождается у персонажей [This.GetTitledFirstNameNoRegnal] и [Root.Mother.GetTitledFirstNameNoRegnal] [Root.Mother.GetOnlyDynastyName].;;;;;;;;;;;;;x
CHRONICLE_BIRTH_FATHER_BASTARD_UNKNOWN;[Root.GetFirstNameWithNick], [Root.GetSonDaughter]-бастард, рождается у персонажа [This.GetTitledFirstNameNoRegnal] и неизвестной матери.;;;;;;;;;;;;;x
CHRONICLE_BIRTH_MOTHER_BASTARD;[Root.GetFirstNameWithNick], [Root.GetSonDaughter]-бастард, рождается у персонажей [This.GetTitledFirstNameNoRegnal] и [Root.Father.GetTitledFirstNameNoRegnal] [Root.Father.GetOnlyDynastyName];;;;;;;;;;;;;x
CHRONICLE_BIRTH_MOTHER_BASTARD_UNKNOWN;[Root.GetFirstNameWithNick], [Root.GetSonDaughter]-бастард, рождается у персонажа [This.GetTitledFirstNameNoRegnal] и неизвестного отца.;;;;;;;;;;;;;x
CHRONICLE_BIRTH_FATHER_CONSORT;[Root.GetFirstNameWithNick], [Root.GetSonDaughter], рождается у персонажей [This.GetTitledFirstNameNoRegnal] и наложницы [Root.Mother.GetTitledFirstNameNoRegnal] [Root.Mother.GetOnlyDynastyName].;;;;;;;;;;;;;x
CHRONICLE_BIRTH_MOTHER_CONSORT;[Root.GetFirstNameWithNick], [Root.GetSonDaughter], рождается у персонажей [This.GetTitledFirstNameNoRegnal] и её консорта [Root.Father.GetTitledFirstNameNoRegnal] [Root.Father.GetOnlyDynastyName].;;;;;;;;;;;;;x
CHRONICLE_BIRTH_STILLBORN_BASTARD;[Root.GetFirstNameWithNick], [Root.GetSonDaughter]-бастард персонажа [This.GetTitledFirstNameNoRegnal], к сожалению, рождается мертв[Root.GetOyYm].;;;;;;;;;;;;;x
CHRONICLE_BIRTH_FATHER_CONSORT;[Root.GetFirstNameWithNick], [Root.GetSonDaughter] человека по имени [This.GetTitledFirstNameNoRegnal] от [This.GetHerHis] консорта, ко всеобщему горю, рождается мертв[Root.GetOyYm].;;;;;;;;;;;;;x
CHRONICLE_BIRTH_STILLBORN;[Root.GetFirstNameWithNick], [Root.GetSonDaughter] человека по имени [This.GetTitledFirstNameNoRegnal], ко всеобщему горю, рождается мертв[Root.GetOyYm].;;;;;;;;;;;;;x
CHRONICLE_MARRIED_PARENT;[From.GetTitledFirstNameWithDynastyNoRegnal], [From.GetFatherMother] человека известного как [This.GetTitledFirstNameNoRegnal], вступает в брак с человеком по имени [New.GetTitledFirstName] [New.GetOnlyDynastyName], известной как [New.GetSonDaughter] персонажа [New.Father.GetTitledName].;;;;;;;;;;;;;x
CHRONICLE_MARRIED_HEIR;[From.GetTitledFirstNameWithDynastyNoRegnal], наследн[From.GetTsaK] человека, известного как [This.GetTitledFirstNameNoRegnal], был[From.GetEndA] в браке с персонажем [New.GetTitledFirstName] [New.GetOnlyDynastyName], известным как [New.GetSonDaughter] человека по имени [New.Father.GetTitledName].;;;;;;;;;;;;;x
CHRONICLE_MARRIED_CHILD;[From.GetTitledFirstNameWithDynastyNoRegnal], [From.GetSonDaughter] человека по имени [This.GetTitledFirstNameNoRegnal], был[From.GetEndA] в браке с персонажем [New.GetTitledFirstName] [New.GetOnlyDynastyName], известным как [New.GetSonDaughter] человека по имени [New.Father.GetTitledName].;;;;;;;;;;;;;x
CHRONICLE_MARRIED_TOP_LIEGE;[From.GetTitledFirstNameWithNickAndDynasty] был[From.GetEndA] в браке с человеком по имени [New.GetTitledFirstName] [New.GetOnlyDynastyName], известным как [New.GetSonDaughter] персонажа [New.Father.GetTitledName].;;;;;;;;;;;;;x
CHRONICLE_MARRIED_TOP_LIEGE_HEIR;[From.GetTitledFirstNameWithDynastyNoRegnal], наследник персонажа [This.TopLiege.PrimaryTitle.GetName], был[From.GetEndA] в браке с человеком по имени [New.GetTitledFirstName] [New.GetOnlyDynastyName], известным как [New.GetSonDaughter] человека по имени [New.Father.GetTitledName].;;;;;;;;;;;;;x
CHRONICLE_MARRIED_LIEGE;[From.GetTitledFirstNameWithDynastyNoRegnal], [From.GetLordLady]-сюзерен человека по имени [This.GetTitledFirstNameNoRegnal], был[From.GetEndA] в браке с человеком по имени [New.GetTitledFirstName] [New.GetOnlyDynastyName], известным [New.GetSonDaughter] человека по имени [New.Father.GetTitledName].;;;;;;;;;;;;;x
CHRONICLE_CHILD_IMPRISONED;[Root.GetSonDaughter] человека, известного как [This.GetTitledFirstNameNoRegnal], по имени [Root.GetTitledFirstNameWithDynastyNoRegnal], был[Root.GetEndA] заключен[Root.GetEndA] в темницу города [From.Capital.GetName] правителем. известным как [From.GetTitledName].;;;;;;;;;;;;;x
CHRONICLE_TOP_LIEGE_IMPRISONED;[Root.GetTitledFirstNameWithDynasty] был[Root.GetEndA] заключен[Root.GetEndA] в темницу города [From.Capital.GetName] правителем, известным как [From.GetTitledName].;;;;;;;;;;;;;x
CHRONICLE_HEIR_CONVERTED_RELIGION;[Root.GetTitledName] из Дома [Root.GetOnlyDynastyName], наследн[Root.From.GetTsaK] человека, известного как [This.GetTitledFirstNameNoRegnal], переш[Root.GetLaYol] из веры [From.Religion.GetName] в [Root.Religion.GetName].;;;;;;;;;;;;;x
CHRONICLE_TOP_LIEGE_CONVERTED_RELIGION;[Root.GetTitledFirstNameWithNickAndDynasty] переш[Root.GetLaYol] из веры [From.Religion.GetName] в [Root.Religion.GetName].;;;;;;;;;;;;;x
CHRONICLE_WAR_DRAGON_CONQUEST_ATTACKER;[Root.GetTitledFirstNameWithNick] объявил[Root.GetEndA] войну человеку, известному как [From.GetTitledFirstNameWithDynasty] ([From.PrimaryTitle.GetName]), использовав своего дракона для завоевания земли [Prev.GetName].;;;;;;;;;;;;;x
CHRONICLE_WAR_DRAGON_CONQUEST_DEFENDER;[Root.GetTitledFirstNameWithDynasty] ([Root.PrimaryTitle.GetName]) объявил[Root.GetEndA] войну человеку, известному как [From.GetTitledFirstNameWithNick], использовав своего дракона  для завоевания земли [Prev.GetName].;;;;;;;;;;;;;x
