#CODE;ENGLISH;x;;;;;;;;;;;;
LP_kingdom_of;Королевство;x;;;;;;;;;;;;
LP_king;Верховный Лорд;x;;;;;;;;;;;;
LP_king_female;Верховная Леди;x;;;;;;;;;;;;
LP_king_foa;Милорд;x;;;;;;;;;;;;
LP_king_foa_female;Миледи;x;;;;;;;;;;;;
LP_king_title_prince;Лорд;x;;;;;;;;;;;;
LP_king_title_prince_female;Леди;x;;;;;;;;;;;;
LP_king_title_queen_mother_female;Леди;x;;;;;;;;;;;;
LP_king_free_cities;Архонт;x;;;;;;;;;;;;
LP_king_female_free_cities;Леди;x;;;;;;;;;;;;
LP_king_ghiscari_group;Великий Господин;x;;;;;;;;;;;;
LP_king_astapori;Добрый Господин;x;;;;;;;;;;;;
LP_king_yunkaii;Мудрый Господин;x;;;;;;;;;;;;
LP_king_female_ghiscari_group;Леди;x;;;;;;;;;;;;
LP_king_female_astapori;Леди;x;;;;;;;;;;;;
LP_king_female_yunkaii;Леди;x;;;;;;;;;;;;
LP_king_foa_ghiscari_group;Ваше Сиятельство;x;;;;;;;;;;;;
LP_job_marshal_andal;Мастер над Оружием;x;;;;;;;;;;;;
LP_job_marshal_dornish;Мастер над Оружием;x;;;;;;;;;;;;
LP_job_marshal_first_men;Мастер над Оружием;x;;;;;;;;;;;;
LP_job_marshal_iron_isles_culture;Капитан Флота;x;;;;;;;;;;;;
LP_job_castellan_andal;Кастелян;x;;;;;;;;;;;;
LP_job_castellan_dornish;Кастелян;x;;;;;;;;;;;;
LP_job_castellan_first_men;Кастелян;x;;;;;;;;;;;;
LP_job_castellan_iron_isles_culture;Лорд-стюард;x;;;;;;;;;;;;
LP_king_job_castellan;Сенешаль;x;;;;;;;;;;;;
LP_king_job_chancellor;Юстициарий;x;;;;;;;;;;;;
LP_king_job_treasurer;Лорд-Казначей;x;;;;;;;;;;;;
LP_king_job_marshal;Военачальник;x;;;;;;;;;;;;
LP_king_job_spymaster;Мастер над Шептунами;x;;;;;;;;;;;;
LP_king_job_marshal_andal;Мастер над Оружием;x;;;;;;;;;;;;
LP_king_job_marshal_dornish;Мастер над Оружием;x;;;;;;;;;;;;
LP_king_job_marshal_first_men;Мастер над Оружием;x;;;;;;;;;;;;
LP_king_job_marshal_iron_isles_culture;Капитан Флота;x;;;;;;;;;;;;
LP_king_job_castellan_andal;Кастелян;x;;;;;;;;;;;;
LP_king_job_castellan_dornish;Кастелян;x;;;;;;;;;;;;
LP_king_job_castellan_first_men;Кастелян;x;;;;;;;;;;;;
LP_king_job_castellan_iron_isles_culture;Лорд-стюард;x;;;;;;;;;;;;
LP_job_marshal_andal_female;Мастер над Оружием;x;;;;;;;;;;;;
LP_job_marshal_dornish_female;Мастер над Оружием;x;;;;;;;;;;;;
LP_job_marshal_first_men_female;Мастер над Оружием;x;;;;;;;;;;;;
LP_job_marshal_iron_isles_culture_female;Капитан Флота;x;;;;;;;;;;;;
LP_job_castellan_andal_female;Кастелян;x;;;;;;;;;;;;
LP_job_castellan_dornish_female;Кастелян;x;;;;;;;;;;;;
LP_job_castellan_first_men_female;Кастелян;x;;;;;;;;;;;;
LP_job_castellan_iron_isles_culture_female;Лорд-стюард;x;;;;;;;;;;;;
LP_king_job_castellan_female;Сенешаль;x;;;;;;;;;;;;
LP_king_job_chancellor_female;Юстициарий;x;;;;;;;;;;;;
LP_king_job_treasurer_female;Лорд-Казначей;x;;;;;;;;;;;;
LP_king_job_marshal_female;Сенешаль;x;;;;;;;;;;;;
LP_king_job_spymaster_female;Юстициарий;x;;;;;;;;;;;;
LP_king_job_marshal_andal_female;Мастер над Оружием;x;;;;;;;;;;;;
LP_king_job_marshal_dornish_female;Мастер над Оружием;x;;;;;;;;;;;;
LP_king_job_marshal_first_men_female;Мастер над Оружием;x;;;;;;;;;;;;
LP_king_job_marshal_iron_isles_culture_female;Капитан Флота;x;;;;;;;;;;;;
LP_king_job_castellan_andal_female;Кастелян;x;;;;;;;;;;;;
LP_king_job_castellan_dornish_female;Кастелян;x;;;;;;;;;;;;
LP_king_job_castellan_first_men_female;Кастелян;x;;;;;;;;;;;;
LP_king_job_castellan_iron_isles_culture_female;Лорд-стюард;x;;;;;;;;;;;;
LORD_PROTECTOR;Лорд-Протектор;x;;;;;;;;;;;;
LADY_PROTECTOR;Лорд-Протектор;x;;;;;;;;;;;;
wildling_feudal_government;Клан;x;;;;;;;;;;;;
wildling_feudal_government_desc;Племя осело на земле. Они уважают только самых сильных правителей, и нет гарантии, что сын унаследует все титулы родителей после наследования если он является слабым правителем. Племенные правители ограничены законами преемственности 'Открытое', 'Танистри' или 'Выборная Монархия', которые позволяют унаследовать самому сильному ребенку или тому, кого ваши вассалы выберут как самого сильного из вашей семьи или из себя.;x;;;;;;;;;;;;
wildling_feudal_government_FEATURES;§Y*§! Можно свободно вторгаться к соседям, если независимы\n§Y*§! Вассалы могут отказаться от слабых наследников;x;;;;;;;;;;;;
;;x;;;;;;;;;;;;
noble_oligarchy;Олигархия знати;x;;;;;;;;;;;;
noble_oligarchy_desc;В стране господствует олигархия значимых дворян. Они коллективно принимают решение по всем гражданским вопросам. Чистокровные Кварта, потомки древних королей и королев Кварта, являются самым известным примером олигархии.;x;;;;;;;;;;;;
noble_oligarchy_FEATURES;§Y*§! Наследование всегда выборное\n§Y*§! Совет всегда решает все вопросы\n§Y*§! Учитывается мнение феодальных и республиканских вассалов §G+10§!\n§Y*§! Большинство типов правительств принимает олигархию господина (исключая племенные и кочевые);x;;;;;;;;;;;;
republic_law_oligarchy;Олигархия знати;x;;;;;;;;;;;;
republic_law_oligarchy_option;Олигархия;x;;;;;;;;;;;;
republic_law_oligarchy_desc;В стране господствует олигархия значимых дворян. Они коллективно принимают решение по всем гражданским вопросам. Чистокровные Кварта, потомки древних королей и королев Кварта, являются самым известным примером олигархии.;x;;;;;;;;;;;;
oligarchy_empire;Империя;x;;;;;;;;;;;;
oligarchy_empire_of;Империя;x;;;;;;;;;;;;
oligarchy_empire_andal;Протекторат;x;;;;;;;;;;;;
oligarchy_empire_of_andal;Протекторат;x;;;;;;;;;;;;
oligarchy_empire_dornish;Протекторат;x;;;;;;;;;;;;
oligarchy_empire_of_dornish;Протекторат;x;;;;;;;;;;;;
oligarchy_empire_first_men;Протекторат;x;;;;;;;;;;;;
oligarchy_empire_of_first_men;Протекторат;x;;;;;;;;;;;;
oligarchy_empire_iron_isles_culture;Протекторат;x;;;;;;;;;;;;
oligarchy_empire_of_iron_isles_culture;Протекторат;x;;;;;;;;;;;;
oligarchy_empire_free_folk;Протекторат;x;;;;;;;;;;;;
oligarchy_empire_of_free_folk;Протекторат;x;;;;;;;;;;;;
oligarchy_empire_summer_islander;Протекторат;x;;;;;;;;;;;;
oligarchy_empire_of_summer_islander;Протекторат;x;;;;;;;;;;;;
oligarchy_emperor;Принц;x;;;;;;;;;;;;
oligarchy_emperor_female;Принцесса;x;;;;;;;;;;;;
oligarchy_emperor_foa;Мой Принц;x;;;;;;;;;;;;
oligarchy_emperor_foa_female;Моя Принцесса;x;;;;;;;;;;;;
oligarchy_emperor_title_prince;Принц;x;;;;;;;;;;;;
oligarchy_emperor_title_prince_female;Принцесса;x;;;;;;;;;;;;
oligarchy_emperor_title_queen_mother_female;Принцесса;x;;;;;;;;;;;;
oligarchy_emperor_andal;Лорд;x;;;;;;;;;;;;
oligarchy_emperor_female_andal;Леди;x;;;;;;;;;;;;
oligarchy_emperor_dornish;Лорд;x;;;;;;;;;;;;
oligarchy_emperor_female_dornish;Леди;x;;;;;;;;;;;;
oligarchy_emperor_first_men;Лорд;x;;;;;;;;;;;;
oligarchy_emperor_female_first_men;Леди;x;;;;;;;;;;;;
oligarchy_emperor_iron_isles_culture;Лорд;x;;;;;;;;;;;;
oligarchy_emperor_female_iron_isles_culture;Леди;x;;;;;;;;;;;;
oligarchy_emperor_free_folk;Лорд;x;;;;;;;;;;;;
oligarchy_emperor_female_free_folk;Леди;x;;;;;;;;;;;;
oligarchy_emperor_summer_islander;Лорд;x;;;;;;;;;;;;
oligarchy_emperor_female_summer_islander;Леди;x;;;;;;;;;;;;
oligarchy_emperor_title_prince_andal;Лорд;x;;;;;;;;;;;;
oligarchy_emperor_title_prince_female_andal;Леди;x;;;;;;;;;;;;
oligarchy_emperor_title_queen_mother_female_andal;Леди;x;;;;;;;;;;;;
oligarchy_emperor_title_prince_dornish;Лорд;x;;;;;;;;;;;;
oligarchy_emperor_title_prince_female_dornish;Леди;x;;;;;;;;;;;;
oligarchy_emperor_title_queen_mother_female_dornish;Леди;x;;;;;;;;;;;;
oligarchy_emperor_title_prince_first_men;Лорд;x;;;;;;;;;;;;
oligarchy_emperor_title_prince_female_first_men;Леди;x;;;;;;;;;;;;
oligarchy_emperor_title_queen_mother_female_first_men;Леди;x;;;;;;;;;;;;
oligarchy_emperor_title_prince_iron_isles_culture;Лорд;x;;;;;;;;;;;;
oligarchy_emperor_title_prince_female_iron_isles_culture;Леди;x;;;;;;;;;;;;
oligarchy_emperor_title_queen_mother_female_iron_isles_culture;Леди;x;;;;;;;;;;;;
oligarchy_emperor_title_prince_free_folk;Лорд;x;;;;;;;;;;;;
oligarchy_emperor_title_prince_female_free_folk;Леди;x;;;;;;;;;;;;
oligarchy_emperor_title_queen_mother_female_free_folk;Леди;x;;;;;;;;;;;;
oligarchy_emperor_title_prince_summer_islander;Лорд;x;;;;;;;;;;;;
oligarchy_emperor_title_prince_female_summer_islander;Леди;x;;;;;;;;;;;;
oligarchy_emperor_title_queen_mother_female_summer_islander;Леди;x;;;;;;;;;;;;
oligarchy_emperor_title_prince_valyrian;Лорд;;;;;;;;;;;;;x
oligarchy_emperor_title_prince_female_valyrian;Леди;;;;;;;;;;;;;x
oligarchy_emperor_title_queen_mother_female_valyrian;Леди;;;;;;;;;;;;;x
oligarchy_kingdom;Княжество;x;;;;;;;;;;;;
oligarchy_kingdom_of;Княжество;x;;;;;;;;;;;;
oligarchy_kingdom_andal;Протекторат;x;;;;;;;;;;;;
oligarchy_kingdom_of_andal;Протекторат;x;;;;;;;;;;;;
oligarchy_kingdom_dornish;Протекторат;x;;;;;;;;;;;;
oligarchy_kingdom_of_dornish;Протекторат;x;;;;;;;;;;;;
oligarchy_kingdom_first_men;Протекторат;x;;;;;;;;;;;;
oligarchy_kingdom_of_first_men;Протекторат;x;;;;;;;;;;;;
oligarchy_kingdom_iron_isles_culture;Протекторат;x;;;;;;;;;;;;
oligarchy_kingdom_of_iron_isles_culture;Протекторат;x;;;;;;;;;;;;
oligarchy_kingdom_free_folk;Протекторат;x;;;;;;;;;;;;
oligarchy_kingdom_of_free_folk;Протекторат;x;;;;;;;;;;;;
oligarchy_kingdom_summer_islander;Протекторат;x;;;;;;;;;;;;
oligarchy_kingdom_of_summer_islander;Протекторат;x;;;;;;;;;;;;
oligarchy_king;Принц;x;;;;;;;;;;;;
oligarchy_king_female;Принцесса;x;;;;;;;;;;;;
oligarchy_king_foa;Мой Принц;x;;;;;;;;;;;;
oligarchy_king_foa_female;Моя Принцесса;x;;;;;;;;;;;;
oligarchy_king_title_prince;Принц;x;;;;;;;;;;;;
oligarchy_king_title_prince_female;Принцесса;x;;;;;;;;;;;;
oligarchy_king_title_queen_mother_female;Принцесса;x;;;;;;;;;;;;
oligarchy_king_andal;Лорд;x;;;;;;;;;;;;
oligarchy_king_of_andal;Леди;x;;;;;;;;;;;;
oligarchy_king_dornish;Лорд;x;;;;;;;;;;;;
oligarchy_king_of_dornish;Леди;x;;;;;;;;;;;;
oligarchy_king_first_men;Лорд;x;;;;;;;;;;;;
oligarchy_king_of_first_men;Леди;x;;;;;;;;;;;;
oligarchy_king_iron_isles_culture;Лорд;x;;;;;;;;;;;;
oligarchy_king_of_iron_isles_culture;Леди;x;;;;;;;;;;;;
oligarchy_king_free_folk;Лорд;x;;;;;;;;;;;;
oligarchy_king_of_free_folk;Леди;x;;;;;;;;;;;;
oligarchy_king_summer_islander;Лорд;x;;;;;;;;;;;;
oligarchy_king_of_summer_islander;Леди;x;;;;;;;;;;;;
oligarchy_king_free_cities;Архонт;x;;;;;;;;;;;;
oligarchy_king_female_free_cities;Леди;x;;;;;;;;;;;;
oligarchy_king_title_prince_andal;Лорд;x;;;;;;;;;;;;
oligarchy_king_title_prince_female_andal;Леди;x;;;;;;;;;;;;
oligarchy_king_title_queen_mother_female_andal;Леди;x;;;;;;;;;;;;
oligarchy_king_title_prince_dornish;Лорд;x;;;;;;;;;;;;
oligarchy_king_title_prince_female_dornish;Леди;x;;;;;;;;;;;;
oligarchy_king_title_queen_mother_female_dornish;Леди;x;;;;;;;;;;;;
oligarchy_king_title_prince_first_men;Лорд;x;;;;;;;;;;;;
oligarchy_king_title_prince_female_first_men;Леди;x;;;;;;;;;;;;
oligarchy_king_title_queen_mother_female_first_men;Леди;x;;;;;;;;;;;;
oligarchy_king_title_prince_iron_isles_culture;Лорд;x;;;;;;;;;;;;
oligarchy_king_title_prince_female_iron_isles_culture;Леди;x;;;;;;;;;;;;
oligarchy_king_title_queen_mother_female_iron_isles_culture;Леди;x;;;;;;;;;;;;
oligarchy_king_title_prince_free_folk;Лорд;x;;;;;;;;;;;;
oligarchy_king_title_prince_female_free_folk;Леди;x;;;;;;;;;;;;
oligarchy_king_title_queen_mother_female_free_folk;Леди;x;;;;;;;;;;;;
oligarchy_king_title_prince_summer_islander;Лорд;x;;;;;;;;;;;;
oligarchy_king_title_prince_female_summer_islander;Леди;x;;;;;;;;;;;;
oligarchy_king_title_queen_mother_female_summer_islander;Леди;x;;;;;;;;;;;;
oligarchy_king_title_prince_valyrian;Лорд;x;;;;;;;;;;;;x
oligarchy_king_title_prince_female_valyrian;Леди;x;;;;;;;;;;;;x
oligarchy_king_title_queen_mother_female_valyrian;Леди;x;;;;;;;;;;;;x
oligarchy_job_marshal_andal;Мастер над Оружием;x;;;;;;;;;;;;
oligarchy_job_marshal_dornish;Мастер над Оружием;x;;;;;;;;;;;;
oligarchy_job_marshal_first_men;Мастер над Оружием;x;;;;;;;;;;;;
oligarchy_job_marshal_iron_isles_culture;Капитан Флота;x;;;;;;;;;;;;
oligarchy_job_castellan_andal;Кастелян;x;;;;;;;;;;;;
oligarchy_job_castellan_dornish;Кастелян;x;;;;;;;;;;;;
oligarchy_job_castellan_first_men;Кастелян;x;;;;;;;;;;;;
oligarchy_job_castellan_iron_isles_culture;Лорд-стюард;x;;;;;;;;;;;;
oligarchy_king_job_castellan;Сенешаль;x;;;;;;;;;;;;
oligarchy_king_job_chancellor;Юстициарий;x;;;;;;;;;;;;
oligarchy_king_job_treasurer;Лорд-Казначей;x;;;;;;;;;;;;
oligarchy_king_job_marshal;Военачальник;x;;;;;;;;;;;;
oligarchy_king_job_spymaster;Мастер над Шептунами;x;;;;;;;;;;;;
oligarchy_king_job_marshal_andal;Мастер над Оружием;x;;;;;;;;;;;;
oligarchy_king_job_marshal_dornish;Мастер над Оружием;x;;;;;;;;;;;;
oligarchy_king_job_marshal_first_men;Мастер над Оружием;x;;;;;;;;;;;;
oligarchy_king_job_marshal_iron_isles_culture;Капитан Флота;x;;;;;;;;;;;;
oligarchy_king_job_castellan_andal;Кастелян;x;;;;;;;;;;;;
oligarchy_king_job_castellan_dornish;Кастелян;x;;;;;;;;;;;;
oligarchy_king_job_castellan_first_men;Кастелян;x;;;;;;;;;;;;
oligarchy_king_job_castellan_iron_isles_culture;Лорд-стюард;x;;;;;;;;;;;;
oligarchy_job_marshal_andal_female;Мастер над Оружием;x;;;;;;;;;;;;
oligarchy_job_marshal_dornish_female;Мастер над Оружием;x;;;;;;;;;;;;
oligarchy_job_marshal_first_men_female;Мастер над Оружием;x;;;;;;;;;;;;
oligarchy_job_marshal_iron_isles_culture_female;Капитан Флота;x;;;;;;;;;;;;
oligarchy_job_castellan_andal_female;Кастелян;x;;;;;;;;;;;;
oligarchy_job_castellan_dornish_female;Кастелян;x;;;;;;;;;;;;
oligarchy_job_castellan_first_men_female;Кастелян;x;;;;;;;;;;;;
oligarchy_job_castellan_iron_isles_culture_female;Лорд-стюард;x;;;;;;;;;;;;
oligarchy_king_job_castellan_female;Сенешаль;x;;;;;;;;;;;;
oligarchy_king_job_chancellor_female;Юстициарий;x;;;;;;;;;;;;
oligarchy_king_job_treasurer_female;Лорд-Казначей;x;;;;;;;;;;;;
oligarchy_king_job_marshal_female;Военачальник;x;;;;;;;;;;;;
oligarchy_king_job_spymaster_female;Мастер над Шептунами;x;;;;;;;;;;;;
oligarchy_king_job_marshal_andal_female;Мастер над Оружием;x;;;;;;;;;;;;
oligarchy_king_job_marshal_dornish_female;Мастер над Оружием;x;;;;;;;;;;;;
oligarchy_king_job_marshal_first_men_female;Мастер над Оружием;x;;;;;;;;;;;;
oligarchy_king_job_marshal_iron_isles_culture_female;Капитан Флота;x;;;;;;;;;;;;
oligarchy_king_job_castellan_andal_female;Кастелян;x;;;;;;;;;;;;
oligarchy_king_job_castellan_dornish_female;Кастелян;x;;;;;;;;;;;;
oligarchy_king_job_castellan_first_men_female;Кастелян;x;;;;;;;;;;;;
oligarchy_king_job_castellan_iron_isles_culture_female;Лорд-стюард;x;;;;;;;;;;;;
oligarchy_king_job_castellan_high_valyrian_female;Кастелян;x;;;;;;;;;;;;
oligarchy_king_job_castellan_western_valyrian_female;Кастелян;x;;;;;;;;;;;;
;;x;;;;;;;;;;;;
outlaw_government;Группа разбойников;x;;;;;;;;;;;;
outlaw_government_desc;Эту группу можно считать 'разбойниками'. Они получают золото и репутацию, похищая дворян и разграбляя земли, тех, кого они считают своими врагами.;x ;;;;;;;;;;;;
;;x;;;;;;;;;;;;
colony_government;Колониальное правление;;;;;;;;;;;;;x 
